human gene	mouse gene	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000237200	ENSMUSG00000085833	0.657743786	0.862068966
ENSG00000237200	ENSMUSG00000087417	0.688931298	0.833333333
ENSG00000240553	ENSMUSG00000103119	0.591973244	0.692307692
ENSG00000249087	ENSMUSG00000098155	0.598976109	0.775
ENSG00000264443	ENSMUSG00000085002	0.517611026	0.619047619
ENSG00000264443	ENSMUSG00000086788	0.489827856	0.6
ENSG00000264443	ENSMUSG00000103955	0.546995378	0.658536585
ENSG00000271420	ENSMUSG00000085714	0.473413379	0.675
ENSG00000271840	ENSMUSG00000085542	0.611854685	0.666666667
ENSG00000271840	ENSMUSG00000085833	0.640535373	0.689655172
ENSG00000271840	ENSMUSG00000087417	0.61259542	0.666666667
ENSG00000271840	ENSMUSG00000101493	0.657992565	0.666666667
ENSG00000116883	ENSMUSG00000085562	0.549909256	0.59375
ENSG00000182109	ENSMUSG00000086443	0.403669725	0.333333333
ENSG00000186056	ENSMUSG00000086262	0.580838323	0.571428571
ENSG00000186056	ENSMUSG00000087451	0.582202112	0.6
ENSG00000186056	ENSMUSG00000097158	0.566412214	0.55
ENSG00000186056	ENSMUSG00000097224	0.583458647	0.6
ENSG00000197989	ENSMUSG00000084869	0.439313984	0.766666667
ENSG00000197989	ENSMUSG00000086290	0.569364162	0.777777778
ENSG00000197989	ENSMUSG00000087352	0.503095975	0.547619048
ENSG00000197989	ENSMUSG00000091021	0.545714286	0.72972973
ENSG00000197989	ENSMUSG00000099937	0.549640288	0.742857143
ENSG00000197989	ENSMUSG00000100813	0.546897547	0.742857143
ENSG00000203325	ENSMUSG00000085389	0.552529183	0.8125
ENSG00000203325	ENSMUSG00000086369	0.573385519	0.833333333
ENSG00000203620	ENSMUSG00000085389	0.649805447	0.770833333
ENSG00000203620	ENSMUSG00000086369	0.671232877	0.791666667
ENSG00000223382	ENSMUSG00000086262	0.510479042	0.571428571
ENSG00000223382	ENSMUSG00000087451	0.60331825	0.75
ENSG00000223382	ENSMUSG00000097158	0.590839695	0.7
ENSG00000223382	ENSMUSG00000097224	0.604511278	0.75
ENSG00000223944	ENSMUSG00000087010	0.706666667	0.928571429
ENSG00000224409	ENSMUSG00000087416	0.670103093	0.795454545
ENSG00000224409	ENSMUSG00000087575	0.744186047	0.847826087
ENSG00000224409	ENSMUSG00000096944	0.716075157	0.76
ENSG00000224592	ENSMUSG00000084757	0.691848907	0.884615385
ENSG00000224592	ENSMUSG00000085263	0.55952381	0.384615385
ENSG00000224592	ENSMUSG00000086087	0.555339806	0.793103448
ENSG00000224592	ENSMUSG00000086589	0.689655172	0.653846154
ENSG00000224592	ENSMUSG00000086955	0.564202335	0.821428571
ENSG00000224592	ENSMUSG00000086978	0.590196078	0.851851852
ENSG00000224592	ENSMUSG00000098760	0.720703125	0.884615385
ENSG00000224592	ENSMUSG00000103541	0.534749035	0.793103448
ENSG00000225643	ENSMUSG00000087343	0.553415061	0.529411765
ENSG00000225750	ENSMUSG00000084869	0.507915567	0.566666667
ENSG00000225750	ENSMUSG00000102602	0.548507463	0.620689655
ENSG00000225891	ENSMUSG00000084789	0.700990099	0.796296296
ENSG00000225891	ENSMUSG00000085009	0.735059761	0.8
ENSG00000225891	ENSMUSG00000087288	0.687382298	0.796296296
ENSG00000225903	ENSMUSG00000086153	0.600451467	0.4375
ENSG00000225903	ENSMUSG00000102997	0.613995485	0.46875
ENSG00000226438	ENSMUSG00000087307	0.760171306	0.769230769
ENSG00000226698	ENSMUSG00000086850	0.642585551	0.660714286
ENSG00000227050	ENSMUSG00000087352	0.486068111	0.761904762
ENSG00000227409	ENSMUSG00000085334	0.644787645	0.8
ENSG00000228060	ENSMUSG00000086153	0.571753986	0.419354839
ENSG00000228060	ENSMUSG00000102997	0.585421412	0.451612903
ENSG00000228176	ENSMUSG00000078531	0.492829205	0.380952381
ENSG00000228436	ENSMUSG00000085875	0.81372549	0.64516129
ENSG00000228436	ENSMUSG00000086275	0.780075188	0.625
ENSG00000228436	ENSMUSG00000097337	0.805825243	0.64516129
ENSG00000228436	ENSMUSG00000103541	0.492277992	0.413793103
ENSG00000228634	ENSMUSG00000085517	0.562383613	0.826086957
ENSG00000229167	ENSMUSG00000085389	0.575875486	0.604166667
ENSG00000229167	ENSMUSG00000086369	0.534246575	0.583333333
ENSG00000229388	ENSMUSG00000085241	0.52639087	0.611111111
ENSG00000229388	ENSMUSG00000086997	0.472346786	0.5
ENSG00000229388	ENSMUSG00000102796	0.489010989	0.793103448
ENSG00000229528	ENSMUSG00000110389	0.7	0.708333333
ENSG00000229607	ENSMUSG00000085804	0.539755352	0.571428571
ENSG00000229607	ENSMUSG00000086548	0.595419847	0.736842105
ENSG00000229607	ENSMUSG00000087449	0.579109063	0.736842105
ENSG00000229901	ENSMUSG00000084929	0.622406639	0.571428571
ENSG00000229901	ENSMUSG00000085203	0.391959799	0.133333333
ENSG00000229901	ENSMUSG00000086187	0.542105263	0.541666667
ENSG00000229901	ENSMUSG00000102819	0.4	0.155555556
ENSG00000230523	ENSMUSG00000102602	0.529850746	0.413793103
ENSG00000230955	ENSMUSG00000085263	0.716269841	0.652173913
ENSG00000230955	ENSMUSG00000086589	0.703853955	0.76
ENSG00000230955	ENSMUSG00000087011	0.649298597	0.571428571
ENSG00000230955	ENSMUSG00000098760	0.59765625	0.576923077
ENSG00000231163	ENSMUSG00000087459	0.764172336	0.913043478
ENSG00000231949	ENSMUSG00000086262	0.601796407	0.428571429
ENSG00000231953	ENSMUSG00000084986	0.533018868	0.604166667
ENSG00000231953	ENSMUSG00000086884	0.536661466	0.604166667
ENSG00000233372	ENSMUSG00000086262	0.50748503	0.333333333
ENSG00000233372	ENSMUSG00000086856	0.340314136	0.291666667
ENSG00000233372	ENSMUSG00000087171	0.362666667	0.291666667
ENSG00000233372	ENSMUSG00000087451	0.41025641	0.2
ENSG00000233372	ENSMUSG00000097224	0.418045113	0.2
ENSG00000233399	ENSMUSG00000078531	0.441981747	0.428571429
ENSG00000233399	ENSMUSG00000085804	0.467889908	0.428571429
ENSG00000233427	ENSMUSG00000084869	0.539577836	0.766666667
ENSG00000233427	ENSMUSG00000086290	0.494219653	0.5
ENSG00000233427	ENSMUSG00000091021	0.471428571	0.459459459
ENSG00000233427	ENSMUSG00000099937	0.512230216	0.571428571
ENSG00000233427	ENSMUSG00000100813	0.513708514	0.571428571
ENSG00000233427	ENSMUSG00000102602	0.471393035	0.724137931
ENSG00000233621	ENSMUSG00000044730	0.613821138	0.571428571
ENSG00000233621	ENSMUSG00000087010	0.659047619	0.714285714
ENSG00000233728	ENSMUSG00000044730	0.699186992	0.8
ENSG00000233755	ENSMUSG00000085002	0.506891271	0.595238095
ENSG00000233775	ENSMUSG00000087575	0.5602537	0.739130435
ENSG00000233775	ENSMUSG00000096944	0.597077244	0.76
ENSG00000233975	ENSMUSG00000097088	0.582322357	0.755102041
ENSG00000234481	ENSMUSG00000085562	0.582577132	0.78125
ENSG00000235143	ENSMUSG00000087451	0.592760181	0.75
ENSG00000235143	ENSMUSG00000097158	0.580152672	0.7
ENSG00000235143	ENSMUSG00000097224	0.593984962	0.75
ENSG00000235358	ENSMUSG00000110389	0.605405405	0.636363636
ENSG00000235790	ENSMUSG00000085517	0.625698324	0.760869565
ENSG00000236065	ENSMUSG00000085085	0.692307692	0.880952381
ENSG00000236335	ENSMUSG00000085804	0.603975535	0.428571429
ENSG00000236528	ENSMUSG00000087343	0.647985989	0.62745098
ENSG00000236546	ENSMUSG00000086153	0.568674699	0.516129032
ENSG00000236546	ENSMUSG00000102997	0.544578313	0.516129032
ENSG00000237290	ENSMUSG00000073759	0.73280943	0.851851852
ENSG00000237934	ENSMUSG00000085667	0.541353383	0.551724138
ENSG00000237934	ENSMUSG00000086856	0.515706806	0.666666667
ENSG00000237934	ENSMUSG00000087171	0.504	0.666666667
ENSG00000237934	ENSMUSG00000102796	0.491758242	0.482758621
ENSG00000238063	ENSMUSG00000084757	0.638170974	0.851851852
ENSG00000238063	ENSMUSG00000085875	0.519607843	0.516129032
ENSG00000238063	ENSMUSG00000086087	0.737864078	0.827586207
ENSG00000238063	ENSMUSG00000086955	0.73540856	0.857142857
ENSG00000238063	ENSMUSG00000086978	0.725490196	0.888888889
ENSG00000238063	ENSMUSG00000098760	0.515625	0.851851852
ENSG00000238063	ENSMUSG00000103541	0.745173745	0.827586207
ENSG00000239636	ENSMUSG00000085334	0.544401544	0.828571429
ENSG00000241014	ENSMUSG00000085334	0.61003861	0.542857143
ENSG00000241014	ENSMUSG00000086138	0.57979798	0.608695652
ENSG00000242125	ENSMUSG00000085241	0.549215407	0.777777778
ENSG00000242125	ENSMUSG00000086997	0.499252616	0.65
ENSG00000242125	ENSMUSG00000102796	0.43543956	0.733333333
ENSG00000250135	ENSMUSG00000086336	0.59832636	0.64
ENSG00000254545	ENSMUSG00000085517	0.621973929	0.782608696
ENSG00000255811	ENSMUSG00000086138	0.678787879	0.80952381
ENSG00000255811	ENSMUSG00000086771	0.666666667	0.80952381
ENSG00000255811	ENSMUSG00000087470	0.644171779	0.80952381
ENSG00000260063	ENSMUSG00000084789	0.714851485	0.814814815
ENSG00000260063	ENSMUSG00000085009	0.697211155	0.8
ENSG00000260063	ENSMUSG00000087288	0.576271186	0.740740741
ENSG00000261025	ENSMUSG00000085002	0.513016845	0.547619048
ENSG00000261798	ENSMUSG00000086153	0.654929577	0.575757576
ENSG00000261798	ENSMUSG00000102997	0.638497653	0.575757576
ENSG00000264078	ENSMUSG00000085517	0.618249534	0.739130435
ENSG00000269967	ENSMUSG00000085389	0.638132296	0.833333333
ENSG00000269967	ENSMUSG00000086369	0.659491194	0.854166667
ENSG00000270040	ENSMUSG00000086275	0.629699248	0.5
ENSG00000270103	ENSMUSG00000085241	0.52211127	0.611111111
ENSG00000270103	ENSMUSG00000086997	0.467862481	0.5
ENSG00000270103	ENSMUSG00000102796	0.487637363	0.793103448
ENSG00000270115	ENSMUSG00000085085	0.538461538	0.571428571
ENSG00000270605	ENSMUSG00000086290	0.440751445	0.789473684
ENSG00000270605	ENSMUSG00000087352	0.585139319	0.857142857
ENSG00000270605	ENSMUSG00000091021	0.464285714	0.842105263
ENSG00000270605	ENSMUSG00000099937	0.404316547	0.710526316
ENSG00000270605	ENSMUSG00000100813	0.401154401	0.710526316
ENSG00000271398	ENSMUSG00000085241	0.465049929	0.864864865
ENSG00000271398	ENSMUSG00000086997	0.560538117	0.875
ENSG00000271554	ENSMUSG00000086961	0.553345389	0.655172414
ENSG00000271554	ENSMUSG00000087394	0.635859519	0.818181818
ENSG00000271914	ENSMUSG00000086961	0.528028933	0.633333333
ENSG00000271914	ENSMUSG00000087394	0.615526802	0.818181818
ENSG00000272432	ENSMUSG00000084986	0.523584906	0.604166667
ENSG00000272432	ENSMUSG00000086884	0.527301092	0.604166667
ENSG00000273637	ENSMUSG00000087307	0.70235546	0.461538462
ENSG00000278966	ENSMUSG00000085085	0.710526316	0.880952381
ENSG00000278997	ENSMUSG00000084891	0.63304721	0.833333333
ENSG00000278997	ENSMUSG00000085701	0.696537678	0.85
ENSG00000278997	ENSMUSG00000085961	0.692929293	0.833333333
ENSG00000278997	ENSMUSG00000087416	0.567010309	0.681818182
ENSG00000279179	ENSMUSG00000085085	0.607287449	0.785714286
ENSG00000279443	ENSMUSG00000085241	0.549215407	0.75
ENSG00000279443	ENSMUSG00000086997	0.497757848	0.625
ENSG00000279443	ENSMUSG00000102796	0.45467033	0.75862069
ENSG00000281207	ENSMUSG00000110389	0.72972973	0.681818182
ENSG00000198711	ENSMUSG00000085581	0.56053068	0.875
ENSG00000198711	ENSMUSG00000086940	0.501650165	0.838709677
ENSG00000203356	ENSMUSG00000084968	0.309440559	0.333333333
ENSG00000203356	ENSMUSG00000087641	0.568507157	0.636363636
ENSG00000203356	ENSMUSG00000091985	0.306228374	0.333333333
ENSG00000203356	ENSMUSG00000102912	0.306759099	0.323529412
ENSG00000223390	ENSMUSG00000084968	0.541958042	0.575757576
ENSG00000223390	ENSMUSG00000086483	0.612903226	0.689655172
ENSG00000223390	ENSMUSG00000091985	0.557093426	0.606060606
ENSG00000223390	ENSMUSG00000102912	0.554592721	0.588235294
ENSG00000223814	ENSMUSG00000085870	0.583769634	0.6
ENSG00000224609	ENSMUSG00000044125	0.475065617	0.384615385
ENSG00000224609	ENSMUSG00000084939	0.553805774	0.3125
ENSG00000224609	ENSMUSG00000085377	0.365196078	0.416666667
ENSG00000224609	ENSMUSG00000100129	0.551181102	0.333333333
ENSG00000224805	ENSMUSG00000085323	0.555248619	0.428571429
ENSG00000224863	ENSMUSG00000085249	0.710239651	0.7
ENSG00000225028	ENSMUSG00000085323	0.449086162	0.461538462
ENSG00000225028	ENSMUSG00000100998	0.558746736	0.6
ENSG00000225030	ENSMUSG00000085549	0.609917355	0.888888889
ENSG00000225030	ENSMUSG00000086713	0.632478632	0.763157895
ENSG00000225030	ENSMUSG00000087195	0.643812709	0.941176471
ENSG00000225030	ENSMUSG00000087289	0.669535284	0.941176471
ENSG00000225506	ENSMUSG00000085399	0.556497175	0.433333333
ENSG00000225506	ENSMUSG00000085870	0.34180791	0.2
ENSG00000225506	ENSMUSG00000086896	0.765536723	0.735294118
ENSG00000225632	ENSMUSG00000085581	0.570480929	0.84375
ENSG00000225632	ENSMUSG00000086940	0.534653465	0.866666667
ENSG00000225675	ENSMUSG00000028612	0.675302245	0.914285714
ENSG00000225675	ENSMUSG00000073779	0.674099485	0.914285714
ENSG00000225675	ENSMUSG00000087200	0.678694158	0.941176471
ENSG00000225721	ENSMUSG00000085749	0.583333333	0.772727273
ENSG00000225721	ENSMUSG00000086876	0.522821577	0.723404255
ENSG00000225721	ENSMUSG00000087228	0.55033557	0.717391304
ENSG00000225762	ENSMUSG00000085399	0.707988981	0.642857143
ENSG00000225762	ENSMUSG00000085870	0.49862259	0.434782609
ENSG00000225767	ENSMUSG00000085256	0.592592593	0.75
ENSG00000226252	ENSMUSG00000085323	0.558265583	0.518518519
ENSG00000226754	ENSMUSG00000028612	0.670120898	0.914285714
ENSG00000226754	ENSMUSG00000073779	0.660377358	0.914285714
ENSG00000226754	ENSMUSG00000087200	0.656357388	0.911764706
ENSG00000226759	ENSMUSG00000087482	0.376923077	0.2
ENSG00000226883	ENSMUSG00000044125	0.691729323	0.384615385
ENSG00000226938	ENSMUSG00000085549	0.614876033	0.861111111
ENSG00000226938	ENSMUSG00000086713	0.608547009	0.710526316
ENSG00000226938	ENSMUSG00000087195	0.648829431	0.911764706
ENSG00000226938	ENSMUSG00000087289	0.666092943	0.911764706
ENSG00000227070	ENSMUSG00000085873	0.58	0.666666667
ENSG00000227070	ENSMUSG00000086483	0.440860215	0.517241379
ENSG00000227947	ENSMUSG00000085323	0.527131783	0.5
ENSG00000227947	ENSMUSG00000100998	0.602067183	0.6
ENSG00000228237	ENSMUSG00000100081	0.605603448	0.568627451
ENSG00000228369	ENSMUSG00000084968	0.550699301	0.575757576
ENSG00000228369	ENSMUSG00000086483	0.612903226	0.689655172
ENSG00000228369	ENSMUSG00000091985	0.565743945	0.606060606
ENSG00000228369	ENSMUSG00000102912	0.563258232	0.588235294
ENSG00000228838	ENSMUSG00000028612	0.682210708	0.942857143
ENSG00000228838	ENSMUSG00000073779	0.67238422	0.942857143
ENSG00000228838	ENSMUSG00000087200	0.66838488	0.941176471
ENSG00000230138	ENSMUSG00000085549	0.618181818	0.833333333
ENSG00000230138	ENSMUSG00000086713	0.6	0.684210526
ENSG00000230138	ENSMUSG00000087195	0.648829431	0.882352941
ENSG00000230138	ENSMUSG00000087289	0.659208262	0.882352941
ENSG00000230896	ENSMUSG00000085920	0.49375	0.735849057
ENSG00000230896	ENSMUSG00000087299	0.631889764	0.823529412
ENSG00000231090	ENSMUSG00000085790	0.503472222	0.722222222
ENSG00000231090	ENSMUSG00000085933	0.488599349	0.4
ENSG00000231090	ENSMUSG00000104192	0.565943239	0.590909091
ENSG00000231740	ENSMUSG00000052767	0.459134615	0.25
ENSG00000231740	ENSMUSG00000084939	0.395027624	0.25
ENSG00000231740	ENSMUSG00000085377	0.509803922	0.333333333
ENSG00000231740	ENSMUSG00000100129	0.43442623	0.266666667
ENSG00000232245	ENSMUSG00000085581	0.555555556	0.78125
ENSG00000232245	ENSMUSG00000086940	0.569306931	0.892857143
ENSG00000232453	ENSMUSG00000052767	0.456730769	0.333333333
ENSG00000232453	ENSMUSG00000084939	0.436997319	0.3125
ENSG00000232453	ENSMUSG00000085377	0.507352941	0.416666667
ENSG00000232453	ENSMUSG00000100129	0.477211796	0.333333333
ENSG00000232762	ENSMUSG00000028612	0.675302245	0.942857143
ENSG00000232762	ENSMUSG00000073779	0.674099485	0.942857143
ENSG00000232762	ENSMUSG00000087200	0.670103093	0.941176471
ENSG00000232993	ENSMUSG00000085549	0.514049587	0.638888889
ENSG00000232993	ENSMUSG00000086713	0.639316239	0.736842105
ENSG00000232993	ENSMUSG00000087195	0.550167224	0.676470588
ENSG00000232993	ENSMUSG00000087289	0.578313253	0.676470588
ENSG00000233203	ENSMUSG00000085023	0.568822554	0.846153846
ENSG00000233203	ENSMUSG00000085933	0.543973941	0.88
ENSG00000233203	ENSMUSG00000086172	0.564437194	0.88
ENSG00000233203	ENSMUSG00000086940	0.430693069	0.538461538
ENSG00000233203	ENSMUSG00000104192	0.494156928	0.72
ENSG00000233271	ENSMUSG00000086249	0.497478992	0.681818182
ENSG00000233271	ENSMUSG00000087051	0.510851419	0.681818182
ENSG00000233602	ENSMUSG00000085749	0.425	0.590909091
ENSG00000233602	ENSMUSG00000086876	0.537344398	0.659574468
ENSG00000233602	ENSMUSG00000087228	0.604026846	0.695652174
ENSG00000234578	ENSMUSG00000028612	0.677029361	0.942857143
ENSG00000234578	ENSMUSG00000073779	0.667238422	0.942857143
ENSG00000234578	ENSMUSG00000087200	0.663230241	0.941176471
ENSG00000234807	ENSMUSG00000084918	0.478481013	0.357142857
ENSG00000234807	ENSMUSG00000085835	0.387362637	0.3125
ENSG00000234807	ENSMUSG00000086251	0.42280285	0.333333333
ENSG00000234807	ENSMUSG00000087366	0.501272265	0.384615385
ENSG00000234807	ENSMUSG00000100189	0.487623762	0.384615385
ENSG00000234810	ENSMUSG00000085790	0.494791667	0.722222222
ENSG00000235038	ENSMUSG00000087482	0.469230769	0.2
ENSG00000235215	ENSMUSG00000084939	0.517150396	0.3125
ENSG00000235215	ENSMUSG00000085377	0.426470588	0.416666667
ENSG00000235215	ENSMUSG00000100129	0.556728232	0.333333333
ENSG00000235563	ENSMUSG00000028612	0.616580311	0.714285714
ENSG00000235563	ENSMUSG00000073779	0.607204117	0.714285714
ENSG00000235563	ENSMUSG00000087200	0.603092784	0.705882353
ENSG00000235741	ENSMUSG00000085304	0.445171849	0.625
ENSG00000236434	ENSMUSG00000084968	0.312937063	0.333333333
ENSG00000236434	ENSMUSG00000087641	0.54805726	0.590909091
ENSG00000236434	ENSMUSG00000091985	0.309688581	0.333333333
ENSG00000236434	ENSMUSG00000102912	0.310225303	0.323529412
ENSG00000236723	ENSMUSG00000085549	0.581818182	0.777777778
ENSG00000236723	ENSMUSG00000086713	0.647863248	0.815789474
ENSG00000236723	ENSMUSG00000087195	0.615384615	0.823529412
ENSG00000236723	ENSMUSG00000087289	0.640275387	0.823529412
ENSG00000237352	ENSMUSG00000084918	0.410126582	0.357142857
ENSG00000237352	ENSMUSG00000085835	0.450819672	0.3125
ENSG00000237424	ENSMUSG00000085399	0.725274725	0.678571429
ENSG00000237424	ENSMUSG00000085870	0.524725275	0.5
ENSG00000237453	ENSMUSG00000085023	0.573797678	0.814814815
ENSG00000237453	ENSMUSG00000085933	0.53257329	0.777777778
ENSG00000237453	ENSMUSG00000086172	0.553017945	0.777777778
ENSG00000237453	ENSMUSG00000086940	0.48679868	0.666666667
ENSG00000238140	ENSMUSG00000085873	0.588	0.708333333
ENSG00000241042	ENSMUSG00000084939	0.510471204	0.3125
ENSG00000241042	ENSMUSG00000085377	0.441176471	0.416666667
ENSG00000241042	ENSMUSG00000100129	0.54973822	0.333333333
ENSG00000242396	ENSMUSG00000085023	0.568822554	0.846153846
ENSG00000242396	ENSMUSG00000085933	0.543973941	0.88
ENSG00000242396	ENSMUSG00000086172	0.564437194	0.88
ENSG00000242396	ENSMUSG00000086940	0.430693069	0.538461538
ENSG00000242396	ENSMUSG00000104192	0.494156928	0.72
ENSG00000259818	ENSMUSG00000028612	0.663212435	0.857142857
ENSG00000259818	ENSMUSG00000073779	0.653516295	0.857142857
ENSG00000259818	ENSMUSG00000087200	0.649484536	0.852941176
ENSG00000261664	ENSMUSG00000059027	0.556053812	0.631578947
ENSG00000261664	ENSMUSG00000085093	0.290102389	0.294117647
ENSG00000261664	ENSMUSG00000085873	0.582	0.583333333
ENSG00000266993	ENSMUSG00000086483	0.551971326	0.724137931
ENSG00000269956	ENSMUSG00000100081	0.698275862	0.666666667
ENSG00000270457	ENSMUSG00000044125	0.560723514	0.384615385
ENSG00000270457	ENSMUSG00000084939	0.529715762	0.3125
ENSG00000270457	ENSMUSG00000100129	0.50129199	0.333333333
ENSG00000272100	ENSMUSG00000084968	0.63986014	0.757575758
ENSG00000272100	ENSMUSG00000091985	0.653979239	0.757575758
ENSG00000272100	ENSMUSG00000102912	0.651646447	0.764705882
ENSG00000272175	ENSMUSG00000086483	0.555555556	0.724137931
ENSG00000272226	ENSMUSG00000052767	0.456730769	0.166666667
ENSG00000272226	ENSMUSG00000084939	0.345505618	0.1875
ENSG00000272226	ENSMUSG00000085377	0.473039216	0.25
ENSG00000272226	ENSMUSG00000100129	0.379781421	0.2
ENSG00000272371	ENSMUSG00000084968	0.592657343	0.696969697
ENSG00000272371	ENSMUSG00000087641	0.331288344	0.423076923
ENSG00000272371	ENSMUSG00000091985	0.574394464	0.666666667
ENSG00000272371	ENSMUSG00000102912	0.578856153	0.676470588
ENSG00000280378	ENSMUSG00000085304	0.549918167	0.852941176
ENSG00000280425	ENSMUSG00000085581	0.548922056	0.8
ENSG00000280425	ENSMUSG00000086041	0.495798319	0.648648649
ENSG00000280425	ENSMUSG00000086940	0.452145215	0.657142857
ENSG00000281912	ENSMUSG00000086890	0.561122244	0.68627451
ENSG00000283445	ENSMUSG00000084918	0.374683544	0.142857143
ENSG00000283445	ENSMUSG00000086251	0.432304038	0.25
ENSG00000283445	ENSMUSG00000087366	0.396946565	0.153846154
ENSG00000283445	ENSMUSG00000100189	0.386138614	0.153846154
ENSG00000227527	ENSMUSG00000085626	0.558375635	0.347826087
ENSG00000227533	ENSMUSG00000066060	0.713554987	0.652173913
ENSG00000227533	ENSMUSG00000073765	0.71641791	0.652173913
ENSG00000227533	ENSMUSG00000085203	0.552763819	0.488888889
ENSG00000227533	ENSMUSG00000085292	0.681233933	0.592592593
ENSG00000227533	ENSMUSG00000085505	0.675126904	0.630434783
ENSG00000227533	ENSMUSG00000086683	0.678481013	0.638297872
ENSG00000227533	ENSMUSG00000087238	0.701492537	0.652173913
ENSG00000227533	ENSMUSG00000087464	0.69924812	0.652173913
ENSG00000228192	ENSMUSG00000085626	0.670050761	0.565217391
ENSG00000228192	ENSMUSG00000085895	0.71182266	0.608695652
