Gene1	Gene2	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000177410	XLOC_008247_ops	0.619680851	0.764705882
ENSG00000177410	XLOC_008249_ops	0.449468085	0.411764706
ENSG00000177410	XLOC_008250_ops	0.367724868	0.454545455
ENSG00000177410	XLOC_008252_ops	0.325396825	0.363636364
ENSG00000177553	XLOC_026772_ops	0.473591549	0.571428571
ENSG00000177553	XLOC_026943_ops	0.187969925	0.210526316
ENSG00000177553	XLOC_026944_ops	0.173972603	0.195652174
ENSG00000177553	XLOC_026945_ops	0.14625	0.142857143
ENSG00000177640	XLOC_005549_ops	0.476744186	0.1875
ENSG00000177640	XLOC_005552_ops	0.562790698	0.375
ENSG00000177699	XLOC_005729_ops	0.125581395	0.153846154
ENSG00000177699	XLOC_005731_ops	0.090697674	0.230769231
ENSG00000177699	XLOC_005734_ops	0.130232558	0.192307692
ENSG00000177725	XLOC_003799_ops	0.52690583	0.548387097
ENSG00000177725	XLOC_003800_ops	0.547085202	0.580645161
ENSG00000177725	XLOC_003801_ops	0.560538117	0.612903226
ENSG00000177725	XLOC_003802_ops	0.567264574	0.612903226
ENSG00000177725	XLOC_003803_ops	0.605381166	0.741935484
ENSG00000177725	XLOC_003804_ops	0.623318386	0.774193548
ENSG00000177725	XLOC_003805_ops	0.625560538	0.806451613
ENSG00000177725	XLOC_003806_ops	0.598654709	0.774193548
ENSG00000177725	XLOC_003807_ops	0.571748879	0.774193548
ENSG00000177725	XLOC_003808_ops	0.571748879	0.774193548
ENSG00000177725	XLOC_003810_ops	0.567264574	0.806451613
ENSG00000177725	XLOC_003811_ops	0.538116592	0.774193548
ENSG00000177725	XLOC_003812_ops	0.497757848	0.71875
ENSG00000177725	XLOC_003813_ops	0.450672646	0.71875
ENSG00000177725	XLOC_003814_ops	0.394618834	0.677419355
ENSG00000177725	XLOC_003815_ops	0.369955157	0.64516129
ENSG00000177725	XLOC_003816_ops	0.33632287	0.580645161
ENSG00000177725	XLOC_003819_ops	0.246636771	0.424242424
ENSG00000177738	XLOC_018881_ops	0.510989011	0.466666667
ENSG00000177738	XLOC_018884_ops	0.570588235	0.692307692
ENSG00000177738	XLOC_018890_ops	0.323863636	0.470588235
ENSG00000177788	XLOC_011021_ops	0.167364017	0.111111111
ENSG00000177788	XLOC_011030_ops	0.148760331	0.139534884
ENSG00000177788	XLOC_014918_ops	0.322175732	0.388888889
ENSG00000177788	XLOC_014920_ops	0.138429752	0.139534884
ENSG00000177788	XLOC_014921_ops	0.161157025	0.162790698
ENSG00000177788	XLOC_014922_ops	0.384937238	0.277777778
ENSG00000177788	XLOC_014930_ops	0.179752066	0.23255814
ENSG00000177993	XLOC_020974_ops	0.283112583	0.441176471
ENSG00000177993	XLOC_020975_ops	0.277597403	0.441176471
ENSG00000177993	XLOC_024429_ops	0.419405321	0.72
ENSG00000177993	XLOC_024430_ops	0.498484848	0.88
ENSG00000177993	XLOC_024431_ops	0.497723824	0.8
ENSG00000177993	XLOC_024432_ops	0.463768116	0.8
ENSG00000177993	XLOC_024433_ops	0.467874794	0.76
ENSG00000177993	XLOC_024436_ops	0.444821732	0.68
ENSG00000178107	XLOC_001129_ops	0.218543046	0.490196078
ENSG00000178107	XLOC_001131_ops	0.23013245	0.509803922
ENSG00000178107	XLOC_001136_ops	0.254966887	0.509803922
ENSG00000178107	XLOC_001137_ops	0.266556291	0.529411765
ENSG00000178107	XLOC_001138_ops	0.284768212	0.568627451
ENSG00000178107	XLOC_001140_ops	0.298013245	0.568627451
ENSG00000178107	XLOC_001141_ops	0.301324503	0.568627451
ENSG00000178107	XLOC_001142_ops	0.306291391	0.529411765
ENSG00000178107	XLOC_001146_ops	0.321192053	0.352941176
ENSG00000178107	XLOC_006036_ops	0.109271523	0.411764706
ENSG00000178107	XLOC_006038_ops	0.099337748	0.37254902
ENSG00000178193	XLOC_009891_ops	0.389312977	0.5
ENSG00000178193	XLOC_009892_ops	0.454849498	0.5
ENSG00000178193	XLOC_009893_ops	0.42228739	0.384615385
ENSG00000178193	XLOC_009896_ops	0.393442623	0.384615385
ENSG00000178193	XLOC_009897_ops	0.385281385	0.333333333
ENSG00000178193	XLOC_009898_ops	0.367965368	0.333333333
ENSG00000178193	XLOC_009899_ops	0.359307359	0.375
ENSG00000178193	XLOC_013850_ops	0.247557003	0.380952381
ENSG00000178243	XLOC_003096_ops	0.161616162	0.25
ENSG00000178243	XLOC_003103_ops	0.079685746	0.125
ENSG00000178243	XLOC_003104_ops	0.085297419	0.125
ENSG00000178243	XLOC_007966_ops	0.215753425	0.317073171
ENSG00000178243	XLOC_007972_ops	0.316780822	0.487804878
ENSG00000178243	XLOC_007973_ops	0.29109589	0.43902439
ENSG00000178243	XLOC_007974_ops	0.267123288	0.43902439
ENSG00000178248	XLOC_021061_ops	0.168032787	0.0625
ENSG00000178412	XLOC_022674_ops	0.20952381	0.5
ENSG00000178412	XLOC_022680_ops	0.197142857	0.571428571
ENSG00000178412	XLOC_022682_ops	0.108571429	0.357142857
ENSG00000178412	XLOC_022683_ops	0.102857143	0.357142857
ENSG00000178412	XLOC_022684_ops	0.06	0.285714286
ENSG00000178412	XLOC_022685_ops	0.068571429	0.357142857
ENSG00000178412	XLOC_022686_ops	0.074285714	0.357142857
ENSG00000178722	XLOC_017900_ops	0.636803874	0.6
ENSG00000178977	XLOC_011829_ops	0.365461847	0.318181818
ENSG00000178977	XLOC_011830_ops	0.37751004	0.318181818
ENSG00000178977	XLOC_011831_ops	0.379518072	0.318181818
ENSG00000178977	XLOC_011832_ops	0.403614458	0.375
ENSG00000178977	XLOC_011833_ops	0.429718876	0.454545455
ENSG00000178977	XLOC_011840_ops	0.459839357	0.477272727
ENSG00000178977	XLOC_011842_ops	0.465863454	0.477272727
ENSG00000178977	XLOC_011847_ops	0.371485944	0.488636364
ENSG00000178977	XLOC_011848_ops	0.36746988	0.477272727
ENSG00000178977	XLOC_011849_ops	0.371485944	0.477272727
ENSG00000178977	XLOC_011850_ops	0.373493976	0.477272727
ENSG00000178977	XLOC_011851_ops	0.330108827	0.572916667
ENSG00000178977	XLOC_011853_ops	0.333739342	0.604166667
ENSG00000178977	XLOC_011854_ops	0.300505051	0.625
ENSG00000178977	XLOC_011856_ops	0.290726817	0.635416667
ENSG00000178977	XLOC_011857_ops	0.290362954	0.635416667
ENSG00000178977	XLOC_011860_ops	0.294422827	0.5625
ENSG00000178977	XLOC_015728_ops	0.216666667	0.166666667
ENSG00000179066	XLOC_026952_ops	0.191056911	0.252873563
ENSG00000179066	XLOC_026953_ops	0.219512195	0.287356322
ENSG00000179066	XLOC_026954_ops	0.254742547	0.356321839
ENSG00000179066	XLOC_026957_ops	0.265423242	0.448275862
ENSG00000179066	XLOC_026959_ops	0.276203966	0.5
ENSG00000179066	XLOC_026960_ops	0.327913279	0.505376344
ENSG00000179066	XLOC_026961_ops	0.325333333	0.516129032
ENSG00000179066	XLOC_026963_ops	0.331151832	0.520833333
ENSG00000179066	XLOC_026967_ops	0.348925411	0.54
ENSG00000179066	XLOC_026968_ops	0.341935484	0.54
ENSG00000179066	XLOC_026969_ops	0.337696335	0.54
ENSG00000179066	XLOC_026970_ops	0.297101449	0.546391753
ENSG00000179066	XLOC_026972_ops	0.170731707	0.459183673
ENSG00000179066	XLOC_026973_ops	0.174152154	0.459183673
ENSG00000179066	XLOC_026974_ops	0.17599278	0.469387755
ENSG00000179066	XLOC_026976_ops	0.181981982	0.469387755
ENSG00000179066	XLOC_026977_ops	0.184448463	0.474226804
ENSG00000179066	XLOC_026981_ops	0.26993865	0.525773196
ENSG00000179066	XLOC_026982_ops	0.262967431	0.515151515
ENSG00000179066	XLOC_030050_ops	0.08401084	0.08045977
ENSG00000179066	XLOC_030096_ops	0.185929648	0.458333333
ENSG00000179066	XLOC_030098_ops	0.195121951	0.484536082
ENSG00000179066	XLOC_030099_ops	0.190191388	0.489583333
ENSG00000179066	XLOC_030100_ops	0.187134503	0.505376344
ENSG00000179066	XLOC_030101_ops	0.204465335	0.549450549
ENSG00000179066	XLOC_030103_ops	0.216721672	0.577777778
ENSG00000179066	XLOC_030104_ops	0.211453744	0.573033708
ENSG00000179066	XLOC_030106_ops	0.207777778	0.568181818
ENSG00000179066	XLOC_030107_ops	0.202433628	0.556818182
ENSG00000179066	XLOC_030108_ops	0.198697068	0.556818182
ENSG00000179082	XLOC_003016_ops	0.357142857	0.5
ENSG00000179082	XLOC_003019_ops	0.379373849	0.531914894
ENSG00000179082	XLOC_003020_ops	0.225364964	0.634146341
ENSG00000179082	XLOC_003021_ops	0.501879699	0.707317073
ENSG00000179082	XLOC_003022_ops	0.509398496	0.707317073
ENSG00000179082	XLOC_003026_ops	0.421052632	0.536585366
ENSG00000179082	XLOC_003027_ops	0.419172932	0.536585366
ENSG00000179082	XLOC_003028_ops	0.396616541	0.487804878
ENSG00000179082	XLOC_003029_ops	0.355263158	0.414634146
ENSG00000179082	XLOC_003031_ops	0.376363636	0.191489362
ENSG00000179082	XLOC_003032_ops	0.350909091	0.14893617
ENSG00000179082	XLOC_003055_ops	0.162162162	0.0625
ENSG00000179082	XLOC_007893_ops	0.305709024	0.450980392
ENSG00000179082	XLOC_007894_ops	0.32412523	0.470588235
ENSG00000179082	XLOC_007896_ops	0.274193548	0.530612245
ENSG00000179082	XLOC_007936_ops	0.261510129	0.085106383
ENSG00000179136	XLOC_011950_ops	0.147260274	0.176470588
ENSG00000179136	XLOC_011953_ops	0.287671233	0.4
ENSG00000179136	XLOC_011956_ops	0.180995475	0.125
ENSG00000179136	XLOC_015864_ops	0.131205674	0.176470588
ENSG00000179136	XLOC_015865_ops	0.18729097	0.210526316
ENSG00000179141	XLOC_029379_ops	0.609137056	0.7
ENSG00000179141	XLOC_029381_ops	0.604060914	0.5
ENSG00000179141	XLOC_029382_ops	0.578680203	0.4
ENSG00000179141	XLOC_029387_ops	0.426395939	0.3
ENSG00000179141	XLOC_029388_ops	0.38071066	0.3
ENSG00000179141	XLOC_029390_ops	0.282208589	0.5
ENSG00000179141	XLOC_029391_ops	0.226993865	0.5
ENSG00000179141	XLOC_029393_ops	0.236196319	0.428571429
ENSG00000179219	XLOC_004413_ops	0.240990991	0.441176471
ENSG00000179219	XLOC_004414_ops	0.25	0.470588235
ENSG00000179219	XLOC_004415_ops	0.256756757	0.5
ENSG00000179219	XLOC_004419_ops	0.259009009	0.294117647
ENSG00000179219	XLOC_004420_ops	0.259009009	0.294117647
ENSG00000179219	XLOC_004421_ops	0.274774775	0.264705882
ENSG00000179219	XLOC_004422_ops	0.338645418	0.411764706
ENSG00000179219	XLOC_004423_ops	0.346613546	0.470588235
ENSG00000179219	XLOC_004424_ops	0.388446215	0.529411765
ENSG00000179219	XLOC_004426_ops	0.296812749	0.411764706
ENSG00000179219	XLOC_004430_ops	0.225806452	0.133333333
ENSG00000179219	XLOC_004432_ops	0.209163347	0.117647059
ENSG00000179253	XLOC_003229_ops	0.131377551	0.529411765
ENSG00000179253	XLOC_003231_ops	0.145408163	0.588235294
ENSG00000179253	XLOC_003232_ops	0.177295918	0.764705882
ENSG00000179253	XLOC_003237_ops	0.177295918	0.058823529
ENSG00000179428	XLOC_042896_ops	0.337552743	0.611111111
ENSG00000179428	XLOC_042899_ops	0.401904762	0.705882353
ENSG00000179428	XLOC_042900_ops	0.427221172	0.764705882
ENSG00000179428	XLOC_042906_ops	0.426944972	0.833333333
ENSG00000179428	XLOC_042908_ops	0.420345489	0.833333333
ENSG00000179428	XLOC_042909_ops	0.330661323	0.8125
ENSG00000179447	XLOC_003932_ops	0.548076923	0.461538462
ENSG00000179447	XLOC_003934_ops	0.459584296	0.5
ENSG00000179447	XLOC_003935_ops	0.457274827	0.5
ENSG00000179452	XLOC_010476_ops	0.481012658	0.5
ENSG00000179452	XLOC_010477_ops	0.407594937	0.5
ENSG00000179452	XLOC_010478_ops	0.453164557	0.428571429
ENSG00000179452	XLOC_010479_ops	0.465822785	0.428571429
ENSG00000179452	XLOC_010480_ops	0.510204082	0.5
ENSG00000179452	XLOC_010485_ops	0.640306122	0.777777778
ENSG00000179452	XLOC_010486_ops	0.645408163	0.777777778
ENSG00000179452	XLOC_010487_ops	0.647959184	0.777777778
ENSG00000179523	XLOC_006301_ops	0.367346939	0.425531915
ENSG00000179523	XLOC_006303_ops	0.365491651	0.553191489
ENSG00000179523	XLOC_006304_ops	0.403578529	0.657142857
ENSG00000179523	XLOC_006305_ops	0.715767635	0.794117647
ENSG00000179523	XLOC_006308_ops	0.665975104	0.794117647
ENSG00000179523	XLOC_006310_ops	0.587136929	0.5
ENSG00000179577	XLOC_023040_ops	0.550143266	0.714285714
ENSG00000179577	XLOC_023041_ops	0.541547278	0.714285714
ENSG00000179743	XLOC_026870_ops	0.360074627	0.325
ENSG00000179743	XLOC_026871_ops	0.416044776	0.375
ENSG00000179743	XLOC_026872_ops	0.436567164	0.4
ENSG00000179743	XLOC_026873_ops	0.453358209	0.55
ENSG00000179743	XLOC_026874_ops	0.483208955	0.575
ENSG00000179743	XLOC_026877_ops	0.37593985	0.487804878
ENSG00000179743	XLOC_026878_ops	0.385338346	0.512195122
ENSG00000179743	XLOC_026879_ops	0.398496241	0.56097561
ENSG00000179743	XLOC_026880_ops	0.379699248	0.536585366
ENSG00000179743	XLOC_026883_ops	0.409926471	0.611111111
ENSG00000179743	XLOC_026886_ops	0.446691176	0.638888889
ENSG00000179743	XLOC_026887_ops	0.446691176	0.638888889
ENSG00000179743	XLOC_026890_ops	0.295112782	0.414634146
ENSG00000179743	XLOC_026891_ops	0.251879699	0.365853659
ENSG00000179743	XLOC_026892_ops	0.236842105	0.341463415
ENSG00000179743	XLOC_026918_ops	0.144654088	0.147058824
ENSG00000179743	XLOC_026919_ops	0.150943396	0.147058824
ENSG00000179743	XLOC_029991_ops	0.484794275	0.666666667
ENSG00000179743	XLOC_030036_ops	0.091911765	0.111111111
ENSG00000179818	XLOC_003664_ops	0.272237197	0.243243243
ENSG00000179818	XLOC_003681_ops	0.20383693	0.307692308
ENSG00000179818	XLOC_008628_ops	0.299760192	0.192307692
ENSG00000179818	XLOC_008632_ops	0.185483871	0.216216216
ENSG00000179818	XLOC_008636_ops	0.15902965	0.297297297
ENSG00000179840	XLOC_026853_ops	0.365131579	0.576923077
ENSG00000179840	XLOC_026856_ops	0.390873016	0.538461538
ENSG00000179840	XLOC_026857_ops	0.388998035	0.538461538
ENSG00000179840	XLOC_027647_ops	0.195067265	0.321428571
ENSG00000179840	XLOC_027648_ops	0.217488789	0.25
ENSG00000179840	XLOC_027651_ops	0.226457399	0.214285714
ENSG00000179935	XLOC_003934_ops	0.559701493	0.5
ENSG00000179935	XLOC_003935_ops	0.564676617	0.571428571
ENSG00000179935	XLOC_003938_ops	0.47761194	0.642857143
ENSG00000179935	XLOC_003939_ops	0.537313433	0.714285714
ENSG00000179935	XLOC_003940_ops	0.450248756	0.642857143
ENSG00000179935	XLOC_003941_ops	0.412935323	0.642857143
ENSG00000180139	XLOC_005214_ops	0.236328125	0.409090909
ENSG00000180422	XLOC_004458_ops	0.296660118	0.255319149
ENSG00000180422	XLOC_004459_ops	0.326129666	0.319148936
ENSG00000180422	XLOC_004465_ops	0.143683703	0.30952381
ENSG00000180422	XLOC_004466_ops	0.307692308	0.346938776
ENSG00000180422	XLOC_004467_ops	0.322701689	0.367346939
ENSG00000180422	XLOC_004468_ops	0.294559099	0.367346939
ENSG00000180422	XLOC_014923_ops	0.069418386	0.12244898
ENSG00000180458	XLOC_026952_ops	0.160161507	0.204819277
ENSG00000180458	XLOC_026953_ops	0.188425303	0.240963855
ENSG00000180458	XLOC_026954_ops	0.248990579	0.313253012
ENSG00000180458	XLOC_026957_ops	0.296096904	0.409638554
ENSG00000180458	XLOC_026959_ops	0.309555855	0.443181818
ENSG00000180458	XLOC_026960_ops	0.331090175	0.47311828
ENSG00000180458	XLOC_026961_ops	0.330666667	0.483870968
ENSG00000180458	XLOC_026963_ops	0.336387435	0.489583333
ENSG00000180458	XLOC_026967_ops	0.353982301	0.51
ENSG00000180458	XLOC_026968_ops	0.347096774	0.51
ENSG00000180458	XLOC_026969_ops	0.342931937	0.51
ENSG00000180458	XLOC_026970_ops	0.304347826	0.515463918
ENSG00000180458	XLOC_026972_ops	0.295673077	0.510204082
ENSG00000180458	XLOC_026973_ops	0.299270073	0.510204082
ENSG00000180458	XLOC_026974_ops	0.287454324	0.510204082
ENSG00000180458	XLOC_026976_ops	0.286407767	0.5
ENSG00000180458	XLOC_026977_ops	0.289215686	0.505154639
ENSG00000180458	XLOC_026981_ops	0.277300613	0.494845361
ENSG00000180458	XLOC_026982_ops	0.272617612	0.484848485
ENSG00000180458	XLOC_030050_ops	0.083445491	0.084337349
ENSG00000180539	XLOC_003130_ops	0.066006601	0.083333333
ENSG00000180539	XLOC_003131_ops	0.066006601	0.083333333
ENSG00000180539	XLOC_003132_ops	0.080858086	0.107142857
ENSG00000180539	XLOC_003133_ops	0.070957096	0.154761905
ENSG00000180539	XLOC_003145_ops	0.114490161	0.272727273
ENSG00000180539	XLOC_003149_ops	0.14490161	0.441558442
ENSG00000180539	XLOC_003154_ops	0.160107335	0.480519481
ENSG00000180539	XLOC_003155_ops	0.175313059	0.493506494
ENSG00000180539	XLOC_003158_ops	0.237458194	0.373333333
ENSG00000180539	XLOC_003159_ops	0.225752508	0.32
ENSG00000180539	XLOC_008075_ops	0.100660066	0.083333333
ENSG00000180539	XLOC_008076_ops	0.155518395	0.093333333
ENSG00000180712	XLOC_031224_ops	0.521472393	0.625
ENSG00000180712	XLOC_031227_ops	0.625766871	0.764705882
ENSG00000180712	XLOC_031234_ops	0.448275862	0.526315789
ENSG00000180769	XLOC_031121_ops	0.25106383	0.571428571
ENSG00000180769	XLOC_032796_ops	0.266949153	0.1
ENSG00000180769	XLOC_032797_ops	0.296747967	0.090909091
ENSG00000180846	XLOC_020196_ops	0.072631579	0.080645161
ENSG00000180846	XLOC_020279_ops	0.130526316	0.14516129
ENSG00000180846	XLOC_020280_ops	0.134736842	0.14516129
ENSG00000180846	XLOC_020281_ops	0.138078902	0.301369863
ENSG00000180846	XLOC_020282_ops	0.148370497	0.356164384
ENSG00000180846	XLOC_020285_ops	0.144082333	0.328767123
ENSG00000180846	XLOC_020287_ops	0.161234991	0.397260274
ENSG00000180846	XLOC_020288_ops	0.165523156	0.369863014
ENSG00000180846	XLOC_020289_ops	0.150943396	0.328767123
ENSG00000180846	XLOC_020291_ops	0.136363636	0.287671233
ENSG00000180846	XLOC_023685_ops	0.114736842	0.096774194
ENSG00000180846	XLOC_023687_ops	0.130526316	0.10483871
ENSG00000180846	XLOC_023688_ops	0.132631579	0.10483871
ENSG00000180846	XLOC_023690_ops	0.138947368	0.10483871
ENSG00000180846	XLOC_023692_ops	0.126929674	0.164383562
ENSG00000180846	XLOC_023695_ops	0.140651801	0.246575342
ENSG00000180846	XLOC_023698_ops	0.13464837	0.273972603
ENSG00000180846	XLOC_023701_ops	0.120456906	0.15
ENSG00000180846	XLOC_023702_ops	0.1298027	0.141666667
ENSG00000180846	XLOC_023703_ops	0.111111111	0.133333333
ENSG00000180846	XLOC_023705_ops	0.111111111	0.141666667
ENSG00000180846	XLOC_023707_ops	0.113187954	0.141666667
ENSG00000180861	XLOC_041700_ops	0.423822715	0.4
ENSG00000180869	XLOC_010278_ops	0.356973995	0.590909091
ENSG00000180869	XLOC_010279_ops	0.328605201	0.454545455
ENSG00000180869	XLOC_010283_ops	0.489224138	0.611111111
ENSG00000180869	XLOC_010285_ops	0.50862069	0.611111111
ENSG00000180869	XLOC_010287_ops	0.493534483	0.555555556
ENSG00000180869	XLOC_010289_ops	0.426573427	0.368421053
ENSG00000181097	XLOC_019964_ops	0.085832472	0.164556962
ENSG00000181097	XLOC_023455_ops	0.097207859	0.329113924
ENSG00000181097	XLOC_023456_ops	0.120992761	0.367088608
ENSG00000181097	XLOC_023457_ops	0.103412616	0.35443038
ENSG00000181097	XLOC_023458_ops	0.099276112	0.329113924
ENSG00000181097	XLOC_023469_ops	0.094105481	0.113924051
ENSG00000181123	XLOC_020980_ops	0.355513308	0.380952381
ENSG00000181123	XLOC_020981_ops	0.363117871	0.404761905
ENSG00000181171	XLOC_023175_ops	0.561771562	0.739130435
ENSG00000181171	XLOC_023176_ops	0.575757576	0.652173913
ENSG00000181171	XLOC_023179_ops	0.452214452	0.47826087
ENSG00000181171	XLOC_023180_ops	0.384615385	0.47826087
ENSG00000181171	XLOC_023183_ops	0.265734266	0.347826087
ENSG00000181171	XLOC_023184_ops	0.348600509	0.24
ENSG00000181798	XLOC_017675_ops	0.260981912	0.294117647
ENSG00000181798	XLOC_017677_ops	0.263157895	0.294117647
ENSG00000181798	XLOC_017678_ops	0.268817204	0.294117647
ENSG00000181798	XLOC_017680_ops	0.274509804	0.264705882
ENSG00000181800	XLOC_044009_ops	0.637532134	0.375
ENSG00000181800	XLOC_044011_ops	0.49078341	0.3
ENSG00000181800	XLOC_044012_ops	0.678663239	0.5
ENSG00000181800	XLOC_044013_ops	0.788018433	0.8
ENSG00000181800	XLOC_044014_ops	0.82718894	0.7
ENSG00000181800	XLOC_044015_ops	0.711981567	0.727272727
ENSG00000181800	XLOC_044016_ops	0.605990783	0.727272727
ENSG00000181800	XLOC_044017_ops	0.413043478	0.636363636
ENSG00000181800	XLOC_044019_ops	0.195652174	0.416666667
ENSG00000181995	XLOC_032355_ops	0.334210526	0.44
ENSG00000181995	XLOC_032356_ops	0.352631579	0.46
ENSG00000181995	XLOC_032357_ops	0.355263158	0.44
ENSG00000181995	XLOC_032361_ops	0.397368421	0.52
ENSG00000181995	XLOC_032362_ops	0.402631579	0.52
ENSG00000181995	XLOC_032367_ops	0.341085271	0.46
ENSG00000181995	XLOC_032368_ops	0.329842932	0.375
ENSG00000181995	XLOC_032369_ops	0.314136126	0.34375
ENSG00000182057	XLOC_043204_ops	0.32118451	0.302325581
ENSG00000182057	XLOC_043205_ops	0.32118451	0.302325581
ENSG00000182057	XLOC_043206_ops	0.32118451	0.302325581
ENSG00000182057	XLOC_043208_ops	0.325740319	0.302325581
ENSG00000182057	XLOC_043209_ops	0.362186788	0.325581395
ENSG00000182057	XLOC_043215_ops	0.147710487	0.418604651
ENSG00000182057	XLOC_043216_ops	0.128508124	0.348837209
ENSG00000182057	XLOC_043217_ops	0.126139818	0.302325581
ENSG00000182109	XLOC_027527_ops	0.266666667	0.2
ENSG00000182109	XLOC_030648_ops	0.506666667	0.566666667
ENSG00000182109	XLOC_030649_ops	0.500952381	0.566666667
ENSG00000182109	XLOC_030651_ops	0.420952381	0.533333333
ENSG00000182109	XLOC_030654_ops	0.434673367	0.375
ENSG00000182109	XLOC_030655_ops	0.356410256	0.32
ENSG00000182165	XLOC_044768_ops	0.364102564	0.5
ENSG00000182165	XLOC_044769_ops	0.348525469	0.529411765
ENSG00000182165	XLOC_044770_ops	0.576407507	0.5625
ENSG00000182165	XLOC_044771_ops	0.528150134	0.4375
ENSG00000182165	XLOC_044772_ops	0.544235925	0.5
ENSG00000182352	XLOC_015494_ops	0.431726908	0.666666667
ENSG00000182352	XLOC_015496_ops	0.485943775	0.666666667
ENSG00000182352	XLOC_015497_ops	0.47188755	0.6
ENSG00000182352	XLOC_015499_ops	0.437751004	0.488888889
ENSG00000182352	XLOC_015501_ops	0.385542169	0.377777778
ENSG00000182376	XLOC_004452_ops	0.20240481	0.227272727
ENSG00000182376	XLOC_004454_ops	0.284569138	0.318181818
ENSG00000182376	XLOC_004455_ops	0.314629259	0.318181818
ENSG00000182376	XLOC_004458_ops	0.214435146	0.486486486
ENSG00000182376	XLOC_004459_ops	0.191422594	0.378378378
ENSG00000182376	XLOC_004465_ops	0.21611002	0.276595745
ENSG00000182376	XLOC_009430_ops	0.073221757	0.108108108
ENSG00000182648	XLOC_042423_ops	0.267818575	0.2
ENSG00000182648	XLOC_042425_ops	0.261339093	0.3
ENSG00000182648	XLOC_044559_ops	0.419006479	0.7
ENSG00000182648	XLOC_044560_ops	0.431965443	0.6
ENSG00000182648	XLOC_044564_ops	0.446022727	0.333333333
ENSG00000182648	XLOC_044565_ops	0.380681818	0.333333333
ENSG00000182824	XLOC_020940_ops	0.122302158	0.15
ENSG00000182873	XLOC_014539_ops	0.116935484	0.196721311
ENSG00000182873	XLOC_014541_ops	0.151209677	0.229508197
ENSG00000182873	XLOC_014542_ops	0.153225806	0.229508197
ENSG00000182873	XLOC_014543_ops	0.153225806	0.229508197
