human gene	chicken gene	human transcript	chicken transcript	motif-pattern similarity score	gap penalty score
ENSG00000205037	XLOC_030976_chc	ENST00000378417	TCONS_00143807_chc	4.377	21.172
ENSG00000228395	XLOC_034374_chc	ENST00000434999	TCONS_00165440_chc	8.93	34.782
ENSG00000248161	XLOC_021380_chc	ENST00000505709	TCONS_00084775_chc	5.866	43.283
ENSG00000237149	XLOC_025428_chc	ENST00000491557	TCONS_00108889_chc	4.891	23.249
ENSG00000261396	XLOC_030270_chc	ENST00000567122	TCONS_00140998_chc	4.268	61.972
ENSG00000244041	XLOC_012552_chc	ENST00000445000	TCONS_00044373_chc	11.388	58.649
ENSG00000254933	XLOC_008142_chc	ENST00000527314	TCONS_00022626_chc	3.979	63.092
ENSG00000263080	XLOC_032893_chc	ENST00000572706	TCONS_00155552_chc	6.939	35.525
ENSG00000237017	XLOC_035258_chc	ENST00000452097	TCONS_00170799_chc	10.068	39.564
ENSG00000228288	XLOC_038491_chc	ENST00000417262	TCONS_00192807_chc	7.173	64.046
ENSG00000205930	XLOC_002218_chc	ENST00000612326	TCONS_00007409_chc	5.999	351.052
ENSG00000268220	XLOC_029261_chc	ENST00000599781	TCONS_00132661_chc	4.323	10.137
ENSG00000279198	XLOC_039309_chc	ENST00000624324	TCONS_00198864_chc	16.957	36.748
ENSG00000228288	XLOC_038301_chc	ENST00000553157	TCONS_00191892_chc	4.349	123.646
ENSG00000225339	XLOC_038612_chc	ENST00000429998	TCONS_00193508_chc	8.214	18.815
ENSG00000093100	XLOC_001261_chc	ENST00000476405	TCONS_00004138_chc	10.632	61.276
ENSG00000278709	XLOC_036188_chc	ENST00000614771	TCONS_00178177_chc	5.922	157.671
ENSG00000198454	XLOC_034267_chc	ENST00000371629	TCONS_00165007_chc	8.588	31.442
ENSG00000205622	XLOC_006411_chc	ENST00000623098	TCONS_00018553_chc	3.433	84.886
ENSG00000259004	XLOC_022913_chc	ENST00000557121	TCONS_00095407_chc	3.971	74.766
ENSG00000222043	XLOC_026802_chc	ENST00000428541	TCONS_00117122_chc	16.613	58.295
ENSG00000267535	XLOC_035149_chc	ENST00000589914	TCONS_00172053_chc	5.902	50.033
ENSG00000261672	XLOC_019317_chc	ENST00000561655	TCONS_00077405_chc	6.794	22.087
ENSG00000179743	XLOC_036628_chc	ENST00000317122	TCONS_00181422_chc	7.486	73.944
ENSG00000229191	XLOC_038274_chc	ENST00000458003	TCONS_00191812_chc	9.203	28.363
ENSG00000239946	XLOC_005876_chc	ENST00000498630	TCONS_00017137_chc	4.81	23.367
ENSG00000099869	XLOC_023470_chc	ENST00000381361	TCONS_00097355_chc	12.522	96.909
ENSG00000273345	XLOC_032159_chc	ENST00000518409	TCONS_00151173_chc	4.418	17.678
ENSG00000269807	XLOC_039409_chc	ENST00000594776	TCONS_00198188_chc	3.522	52.586
ENSG00000232530	XLOC_034042_chc	ENST00000447565	TCONS_00163819_chc	3.908	52.462
ENSG00000267007	XLOC_039192_chc	ENST00000586259	TCONS_00198765_chc	4.896	62.651
ENSG00000262319	XLOC_035805_chc	ENST00000573168	TCONS_00175150_chc	4.769	48.394
ENSG00000264272	XLOC_035313_chc	ENST00000583018	TCONS_00171068_chc	3.694	36.793
ENSG00000260988	XLOC_029811_chc	ENST00000566715	TCONS_00137430_chc	10.353	13.52
ENSG00000172250	XLOC_005095_chc	ENST00000455578	TCONS_00027630_chc	4.852	18.914
ENSG00000227336	XLOC_003392_chc	ENST00000423739	TCONS_00010108_chc	4.025	19.956
ENSG00000235143	XLOC_037601_chc	ENST00000431202	TCONS_00187207_chc	6.329	71.552
ENSG00000232940	XLOC_034099_chc	ENST00000450514	TCONS_00164222_chc	4.765	31.512
ENSG00000230967	XLOC_024900_chc	ENST00000450669	TCONS_00106909_chc	4.838	58.835
ENSG00000238057	XLOC_027116_chc	ENST00000427278	TCONS_00118342_chc	6.999	3.742
ENSG00000276170	XLOC_039012_chc	ENST00000613481	TCONS_00195914_chc	4.645	54.606
ENSG00000242590	XLOC_036891_chc	ENST00000418300	TCONS_00182925_chc	4.704	25.387
ENSG00000223403	XLOC_022904_chc	ENST00000429368	TCONS_00095381_chc	5.995	54.65
ENSG00000264278	XLOC_010064_chc	ENST00000585258	TCONS_00037745_chc	7.484	61.956
ENSG00000124915	XLOC_022298_chc	ENST00000244906	TCONS_00093235_chc	3.633	15.66
ENSG00000203804	XLOC_038243_chc	ENST00000617352	TCONS_00191456_chc	7.114	40.398
ENSG00000272366	XLOC_008662_chc	ENST00000607385	TCONS_00033973_chc	5.288	17.152
ENSG00000279481	XLOC_020885_chc	ENST00000623323	TCONS_00082898_chc	4.715	56.595
ENSG00000279191	XLOC_016384_chc	ENST00000622940	TCONS_00062211_chc	5.681	35.069
ENSG00000266311	XLOC_035787_chc	ENST00000495691	TCONS_00175115_chc	4.048	11.478
ENSG00000279525	XLOC_008791_chc	ENST00000624998	TCONS_00034450_chc	6.565	27.003
ENSG00000261532	XLOC_032847_chc	ENST00000561544	TCONS_00155167_chc	3.382	150.875
ENSG00000227508	XLOC_017131_chc	ENST00000607074	TCONS_00064796_chc	6.144	22.895
ENSG00000240006	XLOC_028951_chc	ENST00000482019	TCONS_00131349_chc	3.532	31.027
ENSG00000279954	XLOC_001453_chc	ENST00000623717	TCONS_00004908_chc	6.754	42.702
ENSG00000259543	XLOC_030063_chc	ENST00000559211	TCONS_00138498_chc	6.553	52.434
ENSG00000179818	XLOC_037131_chc	ENST00000366234	TCONS_00184829_chc	11.504	77.187
ENSG00000280038	XLOC_029595_chc	ENST00000623634	TCONS_00136533_chc	7.749	51.589
ENSG00000235979	XLOC_035785_chc	ENST00000609396	TCONS_00175068_chc	10.324	143.73
ENSG00000260807	XLOC_032967_chc	ENST00000565467	TCONS_00155864_chc	9.138	94.073
ENSG00000267992	XLOC_044550_chc	ENST00000597303	TCONS_00216507_chc	9.731	22.163
ENSG00000262580	XLOC_035032_chc	ENST00000573346	TCONS_00169664_chc	4.231	14.3
ENSG00000270020	XLOC_030968_chc	ENST00000602739	TCONS_00143764_chc	4.519	10.571
ENSG00000214548	XLOC_022904_chc	ENST00000398460	TCONS_00095385_chc	4.946	20.46
ENSG00000272588	XLOC_040526_chc	ENST00000607877	TCONS_00201782_chc	5.135	11.091
ENSG00000259307	XLOC_022525_chc	ENST00000559520	TCONS_00094270_chc	3.949	41.751
ENSG00000224189	XLOC_026806_chc	ENST00000417086	TCONS_00117125_chc	3.967	44.523
ENSG00000261096	XLOC_028708_chc	ENST00000563949	TCONS_00130214_chc	5.252	54.44
ENSG00000236389	XLOC_015183_chc	ENST00000447557	TCONS_00059214_chc	6.82	101.466
ENSG00000205015	XLOC_030589_chc	ENST00000378340	TCONS_00142089_chc	9.553	115.985
ENSG00000278925	XLOC_032284_chc	ENST00000623837	TCONS_00153629_chc	3.88	39.846
ENSG00000257534	XLOC_044871_chc	ENST00000551732	TCONS_00217445_chc	4.949	53.404
ENSG00000272256	XLOC_021193_chc	ENST00000606596	TCONS_00084034_chc	5.317	22.073
ENSG00000179818	XLOC_037111_chc	ENST00000628102	TCONS_00184682_chc	6.069	16.222
ENSG00000271858	XLOC_031476_chc	ENST00000606665	TCONS_00146979_chc	4.639	30.712
ENSG00000241295	XLOC_005891_chc	ENST00000478301	TCONS_00017168_chc	4.79	78.876
ENSG00000226419	XLOC_038563_chc	ENST00000428411	TCONS_00194096_chc	14.947	67.074
ENSG00000237862	XLOC_001055_chc	ENST00000445088	TCONS_00003459_chc	4.643	20.839
ENSG00000116883	XLOC_037583_chc	ENST00000373137	TCONS_00187167_chc	4.874	39.161
ENSG00000223891	XLOC_036360_chc	ENST00000439943	TCONS_00179034_chc	8.601	50.892
ENSG00000226455	XLOC_017780_chc	ENST00000445838	TCONS_00066499_chc	6.482	52.095
ENSG00000271869	XLOC_019202_chc	ENST00000607315	TCONS_00087539_chc	6.255	75.491
ENSG00000244625	XLOC_033597_chc	ENST00000421253	TCONS_00160412_chc	4.597	36.575
ENSG00000250899	XLOC_005702_chc	ENST00000513358	TCONS_00016400_chc	9.007	62.572
ENSG00000279821	XLOC_032074_chc	ENST00000623593	TCONS_00150719_chc	4.02	82.861
ENSG00000255021	XLOC_031685_chc	ENST00000525575	TCONS_00147830_chc	4.568	75.048
ENSG00000257038	XLOC_008227_chc	ENST00000546324	TCONS_00022892_chc	5.551	50.337
ENSG00000253196	XLOC_011184_chc	ENST00000523657	TCONS_00040569_chc	3.962	35.327
ENSG00000235954	XLOC_033593_chc	ENST00000430525	TCONS_00163178_chc	3.298	22.694
ENSG00000226235	XLOC_038504_chc	ENST00000447832	TCONS_00192852_chc	4.43	49.176
ENSG00000261799	XLOC_005380_chc	ENST00000570140	TCONS_00015532_chc	6.618	31.243
ENSG00000239552	XLOC_039020_chc	ENST00000464382	TCONS_00195943_chc	5.252	34.24
ENSG00000276248	XLOC_006996_chc	ENST00000619092	TCONS_00020309_chc	5.358	45.633
ENSG00000259555	XLOC_029811_chc	ENST00000559120	TCONS_00137430_chc	12.636	38.313
ENSG00000262831	XLOC_035030_chc	ENST00000576784	TCONS_00169643_chc	3.561	104.312
ENSG00000205018	XLOC_030608_chc	ENST00000378347	TCONS_00142142_chc	8.634	73.705
ENSG00000235527	XLOC_038395_chc	ENST00000450706	TCONS_00192333_chc	4.954	28.771
ENSG00000206028	XLOC_033921_chc	ENST00000382641	TCONS_00162057_chc	7.23	44.544
ENSG00000231748	XLOC_024647_chc	ENST00000413220	TCONS_00105779_chc	6.128	25.321
ENSG00000254363	XLOC_032270_chc	ENST00000607850	TCONS_00151649_chc	5.145	69.977
ENSG00000240015	XLOC_037170_chc	ENST00000476186	TCONS_00184962_chc	11.389	42.711
ENSG00000279589	XLOC_030760_chc	ENST00000625035	TCONS_00142936_chc	11.913	80.413
ENSG00000276337	XLOC_030619_chc	ENST00000612833	TCONS_00142167_chc	12.43	58.854
ENSG00000267939	XLOC_039481_chc	ENST00000599756	TCONS_00198374_chc	4.689	41.461
ENSG00000256011	XLOC_000957_chc	ENST00000545158	TCONS_00003001_chc	3.85	7.118
ENSG00000259615	XLOC_029820_chc	ENST00000560477	TCONS_00137488_chc	3.747	58.469
ENSG00000234494	XLOC_039002_chc	ENST00000411573	TCONS_00195838_chc	6.281	58.772
ENSG00000279859	XLOC_020004_chc	ENST00000632154	TCONS_00079722_chc	5.431	26.616
ENSG00000271737	XLOC_032588_chc	ENST00000606089	TCONS_00152862_chc	4.323	12.748
ENSG00000279035	XLOC_035041_chc	ENST00000625094	TCONS_00169708_chc	14.874	67.629
ENSG00000236116	XLOC_029068_chc	ENST00000413096	TCONS_00131831_chc	4.456	30.193
ENSG00000230013	XLOC_040581_chc	ENST00000457720	TCONS_00201932_chc	7.253	70.468
ENSG00000233304	XLOC_036867_chc	ENST00000412674	TCONS_00184019_chc	5.136	34.475
ENSG00000279047	XLOC_031851_chc	ENST00000624139	TCONS_00150014_chc	3.834	18.125
ENSG00000234028	XLOC_020132_chc	ENST00000453008	TCONS_00080071_chc	7.524	62.582
ENSG00000275431	XLOC_035854_chc	ENST00000612584	TCONS_00175442_chc	6.362	22.241
ENSG00000265263	XLOC_035787_chc	ENST00000581122	TCONS_00175115_chc	5.03	78.864
ENSG00000260122	XLOC_042486_chc	ENST00000565518	TCONS_00211065_chc	3.885	2.646
ENSG00000244586	XLOC_031191_chc	ENST00000469484	TCONS_00148810_chc	8.881	14.166
ENSG00000204650	XLOC_038757_chc	ENST00000455565	TCONS_00194682_chc	13.888	32.786
ENSG00000262877	XLOC_035301_chc	ENST00000571724	TCONS_00172286_chc	6.918	50.188
ENSG00000272033	XLOC_006049_chc	ENST00000607611	TCONS_00017699_chc	4.244	60.411
ENSG00000267141	XLOC_039450_chc	ENST00000586694	TCONS_00199048_chc	4.056	42.196
ENSG00000279199	XLOC_039065_chc	ENST00000623793	TCONS_00196069_chc	5.759	38.745
ENSG00000254100	XLOC_037082_chc	ENST00000519764	TCONS_00184532_chc	4.975	67.772
ENSG00000259275	XLOC_029688_chc	ENST00000558382	TCONS_00136921_chc	3	3.808
ENSG00000237031	XLOC_020181_chc	ENST00000626199	TCONS_00080169_chc	4.598	21.288
ENSG00000268938	XLOC_039286_chc	ENST00000597837	TCONS_00199285_chc	3.476	46.979
ENSG00000256560	XLOC_033679_chc	ENST00000538041	TCONS_00160843_chc	3.684	52.412
ENSG00000258497	XLOC_022899_chc	ENST00000555328	TCONS_00095370_chc	4.317	23.016
ENSG00000261723	XLOC_033239_chc	ENST00000561764	TCONS_00157361_chc	4.644	27.742
ENSG00000246379	XLOC_030305_chc	ENST00000501259	TCONS_00141115_chc	5.987	12.213
ENSG00000266473	XLOC_035225_chc	ENST00000585193	TCONS_00170624_chc	10.558	22.782
ENSG00000238164	XLOC_036659_chc	ENST00000416860	TCONS_00181589_chc	9.804	38.022
ENSG00000203739	XLOC_027871_chc	ENST00000367716	TCONS_00124057_chc	4.461	19.736
ENSG00000241135	XLOC_029318_chc	ENST00000471719	TCONS_00133019_chc	3.965	7.842
ENSG00000224209	XLOC_028335_chc	ENST00000634725	TCONS_00126339_chc	4.48	12.58
ENSG00000224592	XLOC_037388_chc	ENST00000428151	TCONS_00186261_chc	11.696	28.194
ENSG00000249131	XLOC_031883_chc	ENST00000515306	TCONS_00150139_chc	5.574	22.068
ENSG00000233008	XLOC_027502_chc	ENST00000417975	TCONS_00127023_chc	4.633	10.062
ENSG00000215386	XLOC_002063_chc	ENST00000602339	TCONS_00007052_chc	3.683	23.68
ENSG00000267342	XLOC_035317_chc	ENST00000587267	TCONS_00171081_chc	6.016	38.527
ENSG00000279266	XLOC_022002_chc	ENST00000623701	TCONS_00092041_chc	11.024	14.814
ENSG00000261592	XLOC_030995_chc	ENST00000569147	TCONS_00143852_chc	10.035	90.908
ENSG00000226899	XLOC_025770_chc	ENST00000449984	TCONS_00110475_chc	6.71	12.43
ENSG00000273345	XLOC_032159_chc	ENST00000520515	TCONS_00151171_chc	4.298	21.029
ENSG00000274215	XLOC_029653_chc	ENST00000614509	TCONS_00136771_chc	7.23	79.695
ENSG00000272702	XLOC_021929_chc	ENST00000610134	TCONS_00086584_chc	9.449	53.106
ENSG00000256596	XLOC_033840_chc	ENST00000539391	TCONS_00161556_chc	5.628	86.732
ENSG00000272821	XLOC_004207_chc	ENST00000608319	TCONS_00012241_chc	4.274	48.611
ENSG00000278916	XLOC_000879_chc	ENST00000623122	TCONS_00002787_chc	5.248	24.503
ENSG00000261043	XLOC_029902_chc	ENST00000561777	TCONS_00137804_chc	6.456	13.213
ENSG00000265206	XLOC_035639_chc	ENST00000579003	TCONS_00174356_chc	6.414	27.891
ENSG00000254631	XLOC_004130_chc	ENST00000531906	TCONS_00026728_chc	5.892	42.988
ENSG00000251129	XLOC_021569_chc	ENST00000513211	TCONS_00085500_chc	5.879	49.459
ENSG00000225484	XLOC_024678_chc	ENST00000619625	TCONS_00105935_chc	6.575	31.353
ENSG00000243766	XLOC_008994_chc	ENST00000472494	TCONS_00034954_chc	7.051	53.369
ENSG00000225446	XLOC_028085_chc	ENST00000425185	TCONS_00125066_chc	3.449	179.602
ENSG00000283183	XLOC_041947_chc	ENST00000637674	TCONS_00205811_chc	6.606	34.902
ENSG00000261662	XLOC_027286_chc	ENST00000566949	TCONS_00121337_chc	3.412	30.518
ENSG00000278915	XLOC_031851_chc	ENST00000624566	TCONS_00150040_chc	11.027	20.972
ENSG00000238184	XLOC_022194_chc	ENST00000427151	TCONS_00092904_chc	3.178	35.19
ENSG00000249926	XLOC_035745_chc	ENST00000508145	TCONS_00174894_chc	3.288	11.091
ENSG00000276110	XLOC_038243_chc	ENST00000611044	TCONS_00191465_chc	7.815	44.489
ENSG00000276063	XLOC_023743_chc	ENST00000622466	TCONS_00098743_chc	4.517	22.17
ENSG00000214546	XLOC_038838_chc	ENST00000398554	TCONS_00195048_chc	3.925	42.289
ENSG00000279409	XLOC_022525_chc	ENST00000623564	TCONS_00094270_chc	4.004	61.219
ENSG00000249241	XLOC_021532_chc	ENST00000510551	TCONS_00085344_chc	7.46	154.264
ENSG00000234617	XLOC_009200_chc	ENST00000422681	TCONS_00035536_chc	3.372	53.944
ENSG00000249906	XLOC_039066_chc	ENST00000514506	TCONS_00196920_chc	3.921	22.308
ENSG00000196273	XLOC_022894_chc	ENST00000556697	TCONS_00095355_chc	14.674	71.514
ENSG00000249833	XLOC_031688_chc	ENST00000506660	TCONS_00147860_chc	3.702	67.456
ENSG00000279147	XLOC_029082_chc	ENST00000623415	TCONS_00134355_chc	6.377	60.276
ENSG00000260059	XLOC_027085_chc	ENST00000562796	TCONS_00120225_chc	4.44	24.403
ENSG00000224413	XLOC_025948_chc	ENST00000451618	TCONS_00113389_chc	4.605	94.64
ENSG00000259654	XLOC_030050_chc	ENST00000558044	TCONS_00138418_chc	7.342	46.985
ENSG00000272625	XLOC_013167_chc	ENST00000608032	TCONS_00045757_chc	5.052	39.085
ENSG00000204990	XLOC_005292_chc	ENST00000461145	TCONS_00015325_chc	4.455	18.649
ENSG00000226938	XLOC_028285_chc	ENST00000429099	TCONS_00125939_chc	5.998	54.149
ENSG00000237036	XLOC_008616_chc	ENST00000607455	TCONS_00033762_chc	3.752	39.682
ENSG00000229649	XLOC_024914_chc	ENST00000422661	TCONS_00106960_chc	4.412	31.918
ENSG00000280445	XLOC_033909_chc	ENST00000625043	TCONS_00163627_chc	4.051	69.45
ENSG00000225903	XLOC_037435_chc	ENST00000424418	TCONS_00186418_chc	4.875	25.962
ENSG00000271858	XLOC_031106_chc	ENST00000607362	TCONS_00145530_chc	3.984	25.994
ENSG00000238197	XLOC_002199_chc	ENST00000440052	TCONS_00007343_chc	4.715	31.806
ENSG00000264578	XLOC_037228_chc	ENST00000581909	TCONS_00185272_chc	4.884	22.054
ENSG00000225746	XLOC_022896_chc	ENST00000556637	TCONS_00095361_chc	5.778	21.895
ENSG00000249695	XLOC_005380_chc	ENST00000508953	TCONS_00015532_chc	6.885	116.582
ENSG00000278075	XLOC_009444_chc	ENST00000618070	TCONS_00036320_chc	5.375	11.165
ENSG00000179219	XLOC_030562_chc	ENST00000366314	TCONS_00142040_chc	9.716	46.197
ENSG00000242086	XLOC_029176_chc	ENST00000597482	TCONS_00132259_chc	7.36	46.708
ENSG00000235563	XLOC_027656_chc	ENST00000439621	TCONS_00122875_chc	3.868	48.652
ENSG00000229021	XLOC_039019_chc	ENST00000432386	TCONS_00195940_chc	4.288	64.958
ENSG00000233521	XLOC_033909_chc	ENST00000444114	TCONS_00163627_chc	7.97	110.894
ENSG00000255928	XLOC_004137_chc	ENST00000538624	TCONS_00026732_chc	5.326	45.935
ENSG00000249673	XLOC_021737_chc	ENST00000515194	TCONS_00086032_chc	4.905	39.57
ENSG00000255248	XLOC_037741_chc	ENST00000531381	TCONS_00190065_chc	4.851	24.202
ENSG00000280351	XLOC_035286_chc	ENST00000625110	TCONS_00170920_chc	13.494	25.723
ENSG00000231873	XLOC_012097_chc	ENST00000412811	TCONS_00043116_chc	5.614	36.144
ENSG00000227110	XLOC_031826_chc	ENST00000452802	TCONS_00148468_chc	4.125	9.46
ENSG00000273784	XLOC_007597_chc	ENST00000342657	TCONS_00021279_chc	4.873	33.664
ENSG00000236088	XLOC_035118_chc	ENST00000423323	TCONS_00170099_chc	4.739	36.858
ENSG00000262049	XLOC_035308_chc	ENST00000575312	TCONS_00172327_chc	6.32	56.355
ENSG00000260647	XLOC_032780_chc	ENST00000566532	TCONS_00154871_chc	4.1	70.993
ENSG00000236053	XLOC_002916_chc	ENST00000432575	TCONS_00009283_chc	6.052	98.408
ENSG00000255874	XLOC_007027_chc	ENST00000538077	TCONS_00020359_chc	6.472	37.488
ENSG00000239911	XLOC_011390_chc	ENST00000467458	TCONS_00041198_chc	7.64	39.964
ENSG00000272092	XLOC_037202_chc	ENST00000607047	TCONS_00185112_chc	11.913	71.43
ENSG00000237080	XLOC_034168_chc	ENST00000434689	TCONS_00164586_chc	5.704	220.949
ENSG00000233427	XLOC_037527_chc	ENST00000418471	TCONS_00186845_chc	6.303	44.053
ENSG00000233429	XLOC_011882_chc	ENST00000593300	TCONS_00042518_chc	4.98	5.635
ENSG00000277449	XLOC_036029_chc	ENST00000613921	TCONS_00177480_chc	8.703	52.169
ENSG00000260635	XLOC_032881_chc	ENST00000566764	TCONS_00155459_chc	4.779	32.833
ENSG00000260340	XLOC_030542_chc	ENST00000569104	TCONS_00141967_chc	4.62	31.464
ENSG00000260177	XLOC_030976_chc	ENST00000561567	TCONS_00143808_chc	7.099	33.56
ENSG00000260473	XLOC_042463_chc	ENST00000567167	TCONS_00210992_chc	4.73	75.787
ENSG00000234181	XLOC_039739_chc	ENST00000431804	TCONS_00199819_chc	3.81	60.562
ENSG00000234380	XLOC_002246_chc	ENST00000420877	TCONS_00007498_chc	5.564	104.582
ENSG00000260088	XLOC_027809_chc	ENST00000568695	TCONS_00123664_chc	9.133	43.299
ENSG00000259475	XLOC_030124_chc	ENST00000559468	TCONS_00138881_chc	6.127	49.177
ENSG00000255335	XLOC_022166_chc	ENST00000529781	TCONS_00092739_chc	6.928	19.026
ENSG00000262313	XLOC_035302_chc	ENST00000576032	TCONS_00170968_chc	5.45	47.969
ENSG00000279361	XLOC_034990_chc	ENST00000623200	TCONS_00171714_chc	5.577	5.983
ENSG00000242659	XLOC_001755_chc	ENST00000492981	TCONS_00006119_chc	5.396	41.932
ENSG00000237063	XLOC_035913_chc	ENST00000433587	TCONS_00176878_chc	7.065	31.864
ENSG00000234055	XLOC_034679_chc	ENST00000434250	TCONS_00167169_chc	4.568	28.81
ENSG00000237281	XLOC_026246_chc	ENST00000411433	TCONS_00114841_chc	5.803	17.282
ENSG00000256364	XLOC_033551_chc	ENST00000541383	TCONS_00163105_chc	5.711	30.275
ENSG00000253133	XLOC_037214_chc	ENST00000523081	TCONS_00185162_chc	4.641	41.991
ENSG00000215039	XLOC_005709_chc	ENST00000447687	TCONS_00016507_chc	4.562	74.008
ENSG00000256637	XLOC_002824_chc	ENST00000545549	TCONS_00009097_chc	4.966	50.311
ENSG00000258254	XLOC_033762_chc	ENST00000547819	TCONS_00161107_chc	5.398	14.387
ENSG00000226239	XLOC_036515_chc	ENST00000449519	TCONS_00179570_chc	5.028	40.973
ENSG00000259579	XLOC_029726_chc	ENST00000559755	TCONS_00137043_chc	5.765	10.01
ENSG00000247081	XLOC_013763_chc	ENST00000523614	TCONS_00047325_chc	6.296	52.737
ENSG00000203721	XLOC_027193_chc	ENST00000636153	TCONS_00121058_chc	5.287	23.277
ENSG00000225762	XLOC_028220_chc	ENST00000420876	TCONS_00125639_chc	6.226	48.196
ENSG00000259594	XLOC_030063_chc	ENST00000558141	TCONS_00138498_chc	5.665	36.998
ENSG00000237595	XLOC_036611_chc	ENST00000435301	TCONS_00179970_chc	5.03	18.204
ENSG00000279801	XLOC_035144_chc	ENST00000624282	TCONS_00172043_chc	4.804	37.955
ENSG00000257517	XLOC_033734_chc	ENST00000547876	TCONS_00163407_chc	6.466	38.341
ENSG00000251045	XLOC_032572_chc	ENST00000508452	TCONS_00152810_chc	4.751	106.1
ENSG00000260063	XLOC_037302_chc	ENST00000569378	TCONS_00185858_chc	3.826	28.504
ENSG00000231305	XLOC_031651_chc	ENST00000498297	TCONS_00147707_chc	8.716	42.483
ENSG00000271327	XLOC_000830_chc	ENST00000605595	TCONS_00002663_chc	9.032	49.426
ENSG00000261455	XLOC_008434_chc	ENST00000564834	TCONS_00033358_chc	5.552	80.403
ENSG00000271851	XLOC_043078_chc	ENST00000607496	TCONS_00212894_chc	5.975	100.798
ENSG00000229388	XLOC_037314_chc	ENST00000427804	TCONS_00185888_chc	3.668	10.283
ENSG00000251359	XLOC_019275_chc	ENST00000578387	TCONS_00087688_chc	10.112	26.721
ENSG00000269318	XLOC_039400_chc	ENST00000593524	TCONS_00198145_chc	8.137	66.307
ENSG00000279207	XLOC_035848_chc	ENST00000624409	TCONS_00176437_chc	7.631	17.255
ENSG00000277440	XLOC_032965_chc	ENST00000616838	TCONS_00155846_chc	7.461	28.524
ENSG00000250751	XLOC_038781_chc	ENST00000512720	TCONS_00194793_chc	4.005	28.557
ENSG00000261529	XLOC_002744_chc	ENST00000565581	TCONS_00008849_chc	3.768	56.842
ENSG00000250509	XLOC_032527_chc	ENST00000507681	TCONS_00152641_chc	4.226	10.271
ENSG00000277496	XLOC_036464_chc	ENST00000617703	TCONS_00179380_chc	3.909	53.988
ENSG00000228843	XLOC_041172_chc	ENST00000425499	TCONS_00203353_chc	8.998	98.787
ENSG00000228478	XLOC_009576_chc	ENST00000420389	TCONS_00036658_chc	3.758	36.05
ENSG00000280217	XLOC_033816_chc	ENST00000623628	TCONS_00161447_chc	8.45	48.934
ENSG00000254248	XLOC_013675_chc	ENST00000518598	TCONS_00047087_chc	6.983	58.023
ENSG00000245385	XLOC_037781_chc	ENST00000501918	TCONS_00188762_chc	6.124	67.974
ENSG00000232719	XLOC_026034_chc	ENST00000448256	TCONS_00113761_chc	6.976	75.921
ENSG00000203865	XLOC_001687_chc	ENST00000369492	TCONS_00024523_chc	7.892	68.122
ENSG00000265126	XLOC_032789_chc	ENST00000579897	TCONS_00154886_chc	10.583	44.066
ENSG00000225733	XLOC_031685_chc	ENST00000430166	TCONS_00147830_chc	8.533	38.556
ENSG00000267272	XLOC_028111_chc	ENST00000619924	TCONS_00125148_chc	7.019	14.482
ENSG00000247373	XLOC_033551_chc	ENST00000498967	TCONS_00160133_chc	22.837	76.325
ENSG00000231119	XLOC_036029_chc	ENST00000413818	TCONS_00177481_chc	4.386	28.121
ENSG00000282860	XLOC_031238_chc	ENST00000634543	TCONS_00146130_chc	6.731	6.096
ENSG00000275186	XLOC_009442_chc	ENST00000621571	TCONS_00036306_chc	4.421	37.829
ENSG00000197665	XLOC_035803_chc	ENST00000399087	TCONS_00175148_chc	4.829	31.758
ENSG00000205037	XLOC_030976_chc	ENST00000378417	TCONS_00143807_chc	9.846	25.165
