human gene	cow gene	human transcript	cow transcript	motif-pattern similarity score	gap penalty score
ENSG00000254027	XLOC_038085_cow	ENST00000517670	TCONS_00127826_cow	6.015	30.752
ENSG00000258922	XLOC_051963_cow	ENST00000555325	TCONS_00181621_cow	6.439	82.229
ENSG00000234690	XLOC_030914_cow	ENST00000441997	TCONS_00102882_cow	4.21	37.901
ENSG00000261320	XLOC_046584_cow	ENST00000567261	TCONS_00159625_cow	8.416	34.678
ENSG00000257935	XLOC_043620_cow	ENST00000551357	TCONS_00147958_cow	4.483	36.346
ENSG00000278990	XLOC_053491_cow	ENST00000624703	TCONS_00186048_cow	5.24	78.227
ENSG00000238063	XLOC_009530_cow	ENST00000634732	TCONS_00029458_cow	4.949	42.54
ENSG00000274248	XLOC_001411_cow	ENST00000621707	TCONS_00003396_cow	4.005	49.697
ENSG00000272219	XLOC_059432_cow	ENST00000606640	TCONS_00212947_cow	10.82	12.781
ENSG00000261630	XLOC_046452_cow	ENST00000564801	TCONS_00159236_cow	4.889	33.712
ENSG00000258603	XLOC_028761_cow	ENST00000617980	TCONS_00094782_cow	6.367	32.892
ENSG00000256364	XLOC_043633_cow	ENST00000541383	TCONS_00147976_cow	5.685	22.463
ENSG00000279693	XLOC_046618_cow	ENST00000624251	TCONS_00159776_cow	4.557	29.251
ENSG00000260988	XLOC_052190_cow	ENST00000566715	TCONS_00182334_cow	9.367	31.074
ENSG00000231305	XLOC_054485_cow	ENST00000498297	TCONS_00190681_cow	5.401	98.998
ENSG00000262420	XLOC_059012_cow	ENST00000572811	TCONS_00207792_cow	12.188	33.085
ENSG00000260482	XLOC_059140_cow	ENST00000566996	TCONS_00208178_cow	7.39	68.062
ENSG00000234945	XLOC_031344_cow	ENST00000626256	TCONS_00104018_cow	6.333	48.135
ENSG00000237588	XLOC_006644_cow	ENST00000441272	TCONS_00021153_cow	8.748	22.187
ENSG00000233429	XLOC_011890_cow	ENST00000429611	TCONS_00037779_cow	5.654	38.197
ENSG00000269481	XLOC_018572_cow	ENST00000593957	TCONS_00061718_cow	3.589	33.174
ENSG00000273387	XLOC_044702_cow	ENST00000609017	TCONS_00151219_cow	7.605	51.831
ENSG00000262227	XLOC_047920_cow	ENST00000574260	TCONS_00166577_cow	3.932	69.418
ENSG00000283096	XLOC_063354_cow	ENST00000634547	TCONS_00223483_cow	5.097	51.06
ENSG00000227533	XLOC_009465_cow	ENST00000431759	TCONS_00029244_cow	6.44	12.669
ENSG00000279429	XLOC_011879_cow	ENST00000623016	TCONS_00037756_cow	3.849	34.369
ENSG00000227392	XLOC_045518_cow	ENST00000392227	TCONS_00155477_cow	11.637	33.92
ENSG00000214970	XLOC_049405_cow	ENST00000581947	TCONS_00171659_cow	3.847	29.2
ENSG00000259514	XLOC_052223_cow	ENST00000559539	TCONS_00182413_cow	7.15	82.01
ENSG00000281881	XLOC_020864_cow	ENST00000630558	TCONS_00069077_cow	3.452	43.255
ENSG00000205959	XLOC_017020_cow	ENST00000382488	TCONS_00055803_cow	7.407	121.851
ENSG00000271848	XLOC_063309_cow	ENST00000606726	TCONS_00223322_cow	5.918	75.94
ENSG00000212743	XLOC_035362_cow	ENST00000391437	TCONS_00118489_cow	5.379	17.325
ENSG00000267838	XLOC_047280_cow	ENST00000599382	TCONS_00162359_cow	3.806	56.592
ENSG00000269609	XLOC_060754_cow	ENST00000598368	TCONS_00214760_cow	11.133	67.825
ENSG00000230590	XLOC_066187_cow	ENST00000429124	TCONS_00233411_cow	6.667	78.042
ENSG00000247809	XLOC_051925_cow	ENST00000557863	TCONS_00181549_cow	6.776	0.913
ENSG00000280187	XLOC_050481_cow	ENST00000624833	TCONS_00177361_cow	8.628	28.523
ENSG00000237057	XLOC_049457_cow	ENST00000418821	TCONS_00171817_cow	11.104	98.871
ENSG00000246448	XLOC_044047_cow	ENST00000499587	TCONS_00149338_cow	4.556	57.97
ENSG00000212694	XLOC_043507_cow	ENST00000538335	TCONS_00147545_cow	10.056	36.723
ENSG00000197182	XLOC_014135_cow	ENST00000360737	TCONS_00045919_cow	11.125	53.796
ENSG00000272815	XLOC_048109_cow	ENST00000602730	TCONS_00167273_cow	6.337	39.643
ENSG00000230955	XLOC_009556_cow	ENST00000419993	TCONS_00029525_cow	4.753	31.758
ENSG00000224691	XLOC_042669_cow	ENST00000428391	TCONS_00143539_cow	10.645	31.513
ENSG00000224812	XLOC_063598_cow	ENST00000450287	TCONS_00224131_cow	4.702	47.127
ENSG00000224376	XLOC_004489_cow	ENST00000418050	TCONS_00012988_cow	4.021	44.639
ENSG00000228135	XLOC_005840_cow	ENST00000419511	TCONS_00016419_cow	3.981	40.336
ENSG00000235979	XLOC_049462_cow	ENST00000585389	TCONS_00171836_cow	6.671	34.136
ENSG00000236081	XLOC_059580_cow	ENST00000453348	TCONS_00209610_cow	5.881	36.075
ENSG00000254248	XLOC_037310_cow	ENST00000518598	TCONS_00125815_cow	5.461	32.012
ENSG00000180869	XLOC_007340_cow	ENST00000370624	TCONS_00023188_cow	6.982	45.707
ENSG00000260088	XLOC_041836_cow	ENST00000568695	TCONS_00141003_cow	14.994	22.832
ENSG00000265126	XLOC_048104_cow	ENST00000579897	TCONS_00167262_cow	4.862	19.703
ENSG00000225783	XLOC_043731_cow	ENST00000452429	TCONS_00148261_cow	6.601	42.549
ENSG00000267750	XLOC_049795_cow	ENST00000586388	TCONS_00173141_cow	9.391	29.011
ENSG00000282860	XLOC_055258_cow	ENST00000634543	TCONS_00193159_cow	6.688	57.292
ENSG00000241388	XLOC_044567_cow	ENST00000539163	TCONS_00150788_cow	4.47	59.678
ENSG00000249464	XLOC_044175_cow	ENST00000514823	TCONS_00149609_cow	5.696	66.806
ENSG00000267296	XLOC_045455_cow	ENST00000592982	TCONS_00155205_cow	6.36	40.497
ENSG00000181908	XLOC_064514_cow	ENST00000316124	TCONS_00227728_cow	12.542	63.308
ENSG00000223534	XLOC_055813_cow	ENST00000419852	TCONS_00196519_cow	4.407	130.742
ENSG00000232406	XLOC_036095_cow	ENST00000609884	TCONS_00120593_cow	4.603	140.518
ENSG00000283033	XLOC_048103_cow	ENST00000635352	TCONS_00167259_cow	9.106	35.147
ENSG00000261572	XLOC_054585_cow	ENST00000565519	TCONS_00190981_cow	10.848	45.221
ENSG00000272989	XLOC_000595_cow	ENST00000608206	TCONS_00001431_cow	5.004	8.149
ENSG00000254688	XLOC_038971_cow	ENST00000526953	TCONS_00131533_cow	3.564	29.428
ENSG00000257342	XLOC_013260_cow	ENST00000549477	TCONS_00043306_cow	5.028	30.047
ENSG00000175611	XLOC_022418_cow	ENST00000429781	TCONS_00079613_cow	5.487	55.118
ENSG00000242125	XLOC_006085_cow	ENST00000413987	TCONS_00017077_cow	4.444	24.249
ENSG00000259422	XLOC_052223_cow	ENST00000558424	TCONS_00182413_cow	5.581	40.587
ENSG00000260167	XLOC_059219_cow	ENST00000563540	TCONS_00208483_cow	7.074	50.244
ENSG00000204277	XLOC_050023_cow	ENST00000374945	TCONS_00173875_cow	4.668	25.314
ENSG00000262185	XLOC_059734_cow	ENST00000576810	TCONS_00210274_cow	4.157	74.882
ENSG00000176320	XLOC_006607_cow	ENST00000415019	TCONS_00021064_cow	7.58	61.514
ENSG00000176868	XLOC_031712_cow	ENST00000616163	TCONS_00105022_cow	3.436	45.2
ENSG00000259555	XLOC_052190_cow	ENST00000559120	TCONS_00182333_cow	11.802	20.3
ENSG00000251497	XLOC_044388_cow	ENST00000506255	TCONS_00150132_cow	7.476	92.484
ENSG00000259767	XLOC_053027_cow	ENST00000560450	TCONS_00187278_cow	4.336	45.025
ENSG00000269935	XLOC_046319_cow	ENST00000602388	TCONS_00158804_cow	8.698	43.635
ENSG00000266925	XLOC_048139_cow	ENST00000587907	TCONS_00167372_cow	5.933	20.149
ENSG00000275389	XLOC_044386_cow	ENST00000621669	TCONS_00150126_cow	8.103	45.707
ENSG00000260262	XLOC_018209_cow	ENST00000568585	TCONS_00058870_cow	8.927	42.878
ENSG00000223704	XLOC_043731_cow	ENST00000434868	TCONS_00148261_cow	6.951	32.945
ENSG00000262319	XLOC_048109_cow	ENST00000573168	TCONS_00167272_cow	6.869	46.372
ENSG00000275898	XLOC_044487_cow	ENST00000621942	TCONS_00150475_cow	7.221	73.388
ENSG00000267633	XLOC_018684_cow	ENST00000586297	TCONS_00062077_cow	6.395	38.879
ENSG00000226455	XLOC_025599_cow	ENST00000445838	TCONS_00084779_cow	8.169	133.226
ENSG00000274565	XLOC_049857_cow	ENST00000611274	TCONS_00173343_cow	14.41	31.929
ENSG00000276772	XLOC_028371_cow	ENST00000621477	TCONS_00093934_cow	4.406	8.322
ENSG00000263753	XLOC_057753_cow	ENST00000581471	TCONS_00203037_cow	7.223	28.256
ENSG00000280057	XLOC_025056_cow	ENST00000623222	TCONS_00083632_cow	11.657	17.043
ENSG00000266311	XLOC_049462_cow	ENST00000495691	TCONS_00171836_cow	3.203	43.482
ENSG00000235563	XLOC_009332_cow	ENST00000439621	TCONS_00028821_cow	4.44	32.939
ENSG00000218416	XLOC_008033_cow	ENST00000404891	TCONS_00030883_cow	5.282	12.418
ENSG00000267815	XLOC_045843_cow	ENST00000595563	TCONS_00156888_cow	11.713	31.282
ENSG00000231327	XLOC_031263_cow	ENST00000414141	TCONS_00103689_cow	10.789	43.466
ENSG00000231871	XLOC_042395_cow	ENST00000413035	TCONS_00142628_cow	10.006	34.588
ENSG00000275719	XLOC_045760_cow	ENST00000617006	TCONS_00156490_cow	4.887	23.537
ENSG00000237781	XLOC_006799_cow	ENST00000442435	TCONS_00021853_cow	5.432	36.799
ENSG00000235423	XLOC_043480_cow	ENST00000544890	TCONS_00147407_cow	7.504	72.217
ENSG00000261268	XLOC_043165_cow	ENST00000561977	TCONS_00146698_cow	3.957	4.397
ENSG00000280211	XLOC_060080_cow	ENST00000623557	TCONS_00211244_cow	20.409	75.832
ENSG00000130600	XLOC_064686_cow	ENST00000431095	TCONS_00230889_cow	9.927	48.535
ENSG00000203804	XLOC_006795_cow	ENST00000617352	TCONS_00021839_cow	6.549	18.009
ENSG00000259037	XLOC_053617_cow	ENST00000556073	TCONS_00186378_cow	4.946	26.264
ENSG00000260498	XLOC_046326_cow	ENST00000563993	TCONS_00158823_cow	7.036	41.706
ENSG00000230848	XLOC_031625_cow	ENST00000414976	TCONS_00104720_cow	3.726	48.525
ENSG00000196366	XLOC_030432_cow	ENST00000624034	TCONS_00101427_cow	14.934	51.879
ENSG00000236740	XLOC_056421_cow	ENST00000511369	TCONS_00198040_cow	4.095	25.72
ENSG00000279645	XLOC_051925_cow	ENST00000624299	TCONS_00181549_cow	10.347	21.178
ENSG00000234771	XLOC_031648_cow	ENST00000418747	TCONS_00104819_cow	10.52	119.629
ENSG00000255306	XLOC_065309_cow	ENST00000532296	TCONS_00230027_cow	5.812	51.197
ENSG00000223891	XLOC_035001_cow	ENST00000435163	TCONS_00117580_cow	4.554	45.406
ENSG00000281477	XLOC_029677_cow	ENST00000626392	TCONS_00099417_cow	6.244	68.715
ENSG00000260635	XLOC_059119_cow	ENST00000566764	TCONS_00208096_cow	4.759	63.154
ENSG00000280419	XLOC_045038_cow	ENST00000623341	TCONS_00153869_cow	4.304	49.715
ENSG00000236024	XLOC_030346_cow	ENST00000440413	TCONS_00101163_cow	4.8	83.984
ENSG00000229191	XLOC_041832_cow	ENST00000446333	TCONS_00140991_cow	6.856	53.716
ENSG00000272631	XLOC_063929_cow	ENST00000608826	TCONS_00224978_cow	15.138	18.442
ENSG00000242086	XLOC_002150_cow	ENST00000597482	TCONS_00004981_cow	6.313	12.748
ENSG00000267395	XLOC_045717_cow	ENST00000586251	TCONS_00156344_cow	9.311	33.944
ENSG00000225978	XLOC_035891_cow	ENST00000433161	TCONS_00119939_cow	14.14	31.128
ENSG00000263276	XLOC_046607_cow	ENST00000571975	TCONS_00159755_cow	4.778	34.717
ENSG00000255165	XLOC_039402_cow	ENST00000531268	TCONS_00132633_cow	6.685	20.347
ENSG00000271155	XLOC_022419_cow	ENST00000604104	TCONS_00075175_cow	10.656	93.509
ENSG00000260219	XLOC_059229_cow	ENST00000563252	TCONS_00208518_cow	9.645	102.989
ENSG00000267152	XLOC_045593_cow	ENST00000588040	TCONS_00155787_cow	6.339	43.736
ENSG00000266985	XLOC_045441_cow	ENST00000589967	TCONS_00155171_cow	4.536	49.257
ENSG00000271659	XLOC_023592_cow	ENST00000604650	TCONS_00078245_cow	5.522	67.755
ENSG00000240562	XLOC_055302_cow	ENST00000479610	TCONS_00193264_cow	4.466	41.082
ENSG00000267259	XLOC_049176_cow	ENST00000592016	TCONS_00170618_cow	4.939	34.688
ENSG00000272762	XLOC_054254_cow	ENST00000488257	TCONS_00189813_cow	4.41	36.928
ENSG00000255537	XLOC_064287_cow	ENST00000527818	TCONS_00226985_cow	6.868	71.377
ENSG00000272870	XLOC_022766_cow	ENST00000609153	TCONS_00079820_cow	5.795	35.222
ENSG00000233214	XLOC_046730_cow	ENST00000413796	TCONS_00160022_cow	4.906	10.817
ENSG00000260473	XLOC_014513_cow	ENST00000567167	TCONS_00047007_cow	4.736	84.638
ENSG00000259654	XLOC_052077_cow	ENST00000558044	TCONS_00181929_cow	5.762	75.991
ENSG00000266962	XLOC_049745_cow	ENST00000590513	TCONS_00172964_cow	10.429	35.862
ENSG00000197813	XLOC_047119_cow	ENST00000358234	TCONS_00161584_cow	3.749	56.723
ENSG00000276728	XLOC_049822_cow	ENST00000612013	TCONS_00173229_cow	4.992	33.655
ENSG00000246211	XLOC_039184_cow	ENST00000502071	TCONS_00132152_cow	10.395	53.955
ENSG00000259334	XLOC_026485_cow	ENST00000559615	TCONS_00088894_cow	8.569	39.476
ENSG00000204650	XLOC_048436_cow	ENST00000591271	TCONS_00168436_cow	4.703	29.198
ENSG00000197332	XLOC_020211_cow	ENST00000344893	TCONS_00066760_cow	4.679	28.456
ENSG00000272356	XLOC_025413_cow	ENST00000607434	TCONS_00084401_cow	4.691	37.547
ENSG00000261623	XLOC_045118_cow	ENST00000561523	TCONS_00154153_cow	7.069	26.739
ENSG00000276337	XLOC_045049_cow	ENST00000612833	TCONS_00163163_cow	9.943	23.439
ENSG00000233766	XLOC_004043_cow	ENST00000609952	TCONS_00011834_cow	4.606	21.777
ENSG00000233429	XLOC_010557_cow	ENST00000425358	TCONS_00034409_cow	7.816	27.944
ENSG00000182057	XLOC_014055_cow	ENST00000446578	TCONS_00051517_cow	9.123	23.144
ENSG00000266918	XLOC_048426_cow	ENST00000587960	TCONS_00168418_cow	3.695	56.403
ENSG00000260392	XLOC_026912_cow	ENST00000562300	TCONS_00090209_cow	6.664	58.043
ENSG00000254369	XLOC_011883_cow	ENST00000518947	TCONS_00037762_cow	5.125	73.041
ENSG00000226137	XLOC_048584_cow	ENST00000573167	TCONS_00168958_cow	14.252	21.285
ENSG00000265971	XLOC_048470_cow	ENST00000582741	TCONS_00168559_cow	6.257	37.672
ENSG00000248767	XLOC_060424_cow	ENST00000510017	TCONS_00212441_cow	14.01	38.185
ENSG00000253708	XLOC_062673_cow	ENST00000523733	TCONS_00220892_cow	6.025	15.88
ENSG00000225493	XLOC_009693_cow	ENST00000446979	TCONS_00029898_cow	5.787	32.693
ENSG00000233334	XLOC_061025_cow	ENST00000611797	TCONS_00215467_cow	3.736	18.875
ENSG00000224729	XLOC_059441_cow	ENST00000442166	TCONS_00209215_cow	11.084	48.939
ENSG00000255650	XLOC_043681_cow	ENST00000541723	TCONS_00148117_cow	4.636	25.952
ENSG00000257955	XLOC_013028_cow	ENST00000547602	TCONS_00042786_cow	3.53	18.339
ENSG00000265799	XLOC_049653_cow	ENST00000584649	TCONS_00172643_cow	3.199	35.707
ENSG00000279108	XLOC_045612_cow	ENST00000623128	TCONS_00155856_cow	5.781	71.748
ENSG00000226180	XLOC_046316_cow	ENST00000538868	TCONS_00158763_cow	5.454	77.564
ENSG00000245598	XLOC_047039_cow	ENST00000500689	TCONS_00161155_cow	4.456	33.332
ENSG00000261771	XLOC_026922_cow	ENST00000568310	TCONS_00090251_cow	4.77	68.504
ENSG00000246375	XLOC_017552_cow	ENST00000500009	TCONS_00057138_cow	7.08	38.746
ENSG00000235296	XLOC_049957_cow	ENST00000415556	TCONS_00173694_cow	6.321	54.769
ENSG00000267702	XLOC_058494_cow	ENST00000587344	TCONS_00204789_cow	6.308	24.21
ENSG00000224870	XLOC_042466_cow	ENST00000570344	TCONS_00142907_cow	6.54	32.785
ENSG00000237424	XLOC_007693_cow	ENST00000445551	TCONS_00024028_cow	9.44	19.11
ENSG00000278918	XLOC_049671_cow	ENST00000623156	TCONS_00172692_cow	7.177	44.167
ENSG00000259033	XLOC_027275_cow	ENST00000553791	TCONS_00091128_cow	7.552	49.06
ENSG00000260647	XLOC_049494_cow	ENST00000566532	TCONS_00172001_cow	4.104	51.909
ENSG00000236144	XLOC_046755_cow	ENST00000588286	TCONS_00164353_cow	9.648	36.495
ENSG00000253408	XLOC_062808_cow	ENST00000521470	TCONS_00221206_cow	5.377	55.218
ENSG00000265688	XLOC_049945_cow	ENST00000582106	TCONS_00173653_cow	19.547	25.011
ENSG00000260840	XLOC_029706_cow	ENST00000567718	TCONS_00106080_cow	4.779	17.464
ENSG00000206567	XLOC_055175_cow	ENST00000429065	TCONS_00192897_cow	6.635	50.366
ENSG00000274139	XLOC_052166_cow	ENST00000611487	TCONS_00182223_cow	3.244	21.299
ENSG00000238184	XLOC_064670_cow	ENST00000413483	TCONS_00228338_cow	9.593	17.286
ENSG00000270182	XLOC_011883_cow	ENST00000602610	TCONS_00039330_cow	4.526	48.012
ENSG00000273151	XLOC_059598_cow	ENST00000609998	TCONS_00209754_cow	10.994	28.287
ENSG00000245060	XLOC_019131_cow	ENST00000501937	TCONS_00063614_cow	6.659	86.664
ENSG00000279399	XLOC_063884_cow	ENST00000624025	TCONS_00224925_cow	3.284	23.188
ENSG00000227398	XLOC_055125_cow	ENST00000429315	TCONS_00192753_cow	5.502	39.391
ENSG00000273356	XLOC_055059_cow	ENST00000609204	TCONS_00192516_cow	4.64	76.246
ENSG00000282386	XLOC_008359_cow	ENST00000633140	TCONS_00026345_cow	17.39	35.731
ENSG00000273186	XLOC_030291_cow	ENST00000610052	TCONS_00100893_cow	6.648	35.329
ENSG00000279180	XLOC_044314_cow	ENST00000624053	TCONS_00149946_cow	5.809	30.15
ENSG00000232098	XLOC_047395_cow	ENST00000593393	TCONS_00162883_cow	7.84	43.37
ENSG00000232633	XLOC_026212_cow	ENST00000416046	TCONS_00088075_cow	6.874	24.772
ENSG00000251200	XLOC_021588_cow	ENST00000509956	TCONS_00072991_cow	3.557	23.302
ENSG00000254622	XLOC_064230_cow	ENST00000532874	TCONS_00230627_cow	3.034	79.553
ENSG00000273062	XLOC_042587_cow	ENST00000608517	TCONS_00143307_cow	3.98	136.452
ENSG00000181798	XLOC_005979_cow	ENST00000313064	TCONS_00016733_cow	4.264	17.685
ENSG00000256197	XLOC_015540_cow	ENST00000539784	TCONS_00049741_cow	4.811	37.206
ENSG00000260464	XLOC_008907_cow	ENST00000565336	TCONS_00027832_cow	5.317	46.284
ENSG00000267278	XLOC_048424_cow	ENST00000586450	TCONS_00168408_cow	6.019	19.131
ENSG00000225903	XLOC_007819_cow	ENST00000424418	TCONS_00024583_cow	4.48	15.149
ENSG00000235016	XLOC_054286_cow	ENST00000437204	TCONS_00189970_cow	5.522	34.069
ENSG00000260369	XLOC_048594_cow	ENST00000562672	TCONS_00168993_cow	4.406	31.1
ENSG00000229989	XLOC_042840_cow	ENST00000436880	TCONS_00144114_cow	5.421	35.746
ENSG00000231119	XLOC_035068_cow	ENST00000413818	TCONS_00117771_cow	5.019	36.538
ENSG00000232940	XLOC_055423_cow	ENST00000450514	TCONS_00195191_cow	5.168	17.338
ENSG00000205622	XLOC_003072_cow	ENST00000380931	TCONS_00007168_cow	6.271	46.138
ENSG00000224950	XLOC_006970_cow	ENST00000456414	TCONS_00022261_cow	4.281	85.316
ENSG00000266998	XLOC_050008_cow	ENST00000588701	TCONS_00173828_cow	13.131	46.35
ENSG00000276791	XLOC_058875_cow	ENST00000621230	TCONS_00207305_cow	5.709	28.983
ENSG00000267582	XLOC_020163_cow	ENST00000591242	TCONS_00066610_cow	3.677	33.893
ENSG00000259498	XLOC_026839_cow	ENST00000561241	TCONS_00090009_cow	8.983	81.862
ENSG00000255458	XLOC_016586_cow	ENST00000533736	TCONS_00054839_cow	14.198	42.967
ENSG00000279328	XLOC_055309_cow	ENST00000624121	TCONS_00193315_cow	4.901	29.103
ENSG00000269303	XLOC_045517_cow	ENST00000600959	TCONS_00155473_cow	9.757	77.774
ENSG00000259349	XLOC_047625_cow	ENST00000558027	TCONS_00165723_cow	4.555	19.994
ENSG00000215162	XLOC_067590_cow	ENST00000399711	TCONS_00237144_cow	4.682	47.99
ENSG00000221857	XLOC_045471_cow	ENST00000592174	TCONS_00155259_cow	5.73	10.469
ENSG00000273093	XLOC_042858_cow	ENST00000608159	TCONS_00144143_cow	5.188	56.508
ENSG00000278869	XLOC_014221_cow	ENST00000623759	TCONS_00046202_cow	11.801	16.766
ENSG00000226137	XLOC_048583_cow	ENST00000573167	TCONS_00168953_cow	11.922	45.554
ENSG00000279970	XLOC_052163_cow	ENST00000623561	TCONS_00182217_cow	9.051	91.679
ENSG00000247317	XLOC_036601_cow	ENST00000522060	TCONS_00124197_cow	5.439	64.936
ENSG00000248517	XLOC_061978_cow	ENST00000505053	TCONS_00219243_cow	4.699	63.552
ENSG00000234945	XLOC_031329_cow	ENST00000589853	TCONS_00103914_cow	4.851	28.91
ENSG00000204055	XLOC_030293_cow	ENST00000372490	TCONS_00100943_cow	8.864	50.784
ENSG00000214548	XLOC_052615_cow	ENST00000398460	TCONS_00183379_cow	5.25	15.578
ENSG00000228620	XLOC_013987_cow	ENST00000433230	TCONS_00045501_cow	8.546	32.479
ENSG00000263859	XLOC_049951_cow	ENST00000579981	TCONS_00173677_cow	3.772	19.021
ENSG00000267790	XLOC_048648_cow	ENST00000593118	TCONS_00169189_cow	11.479	85.62
ENSG00000265678	XLOC_049956_cow	ENST00000579979	TCONS_00173685_cow	3.421	18.412
ENSG00000279273	XLOC_048599_cow	ENST00000624285	TCONS_00169005_cow	7.466	16.637
ENSG00000259031	XLOC_052617_cow	ENST00000553301	TCONS_00183385_cow	6.551	18.245
ENSG00000187904	XLOC_017174_cow	ENST00000441093	TCONS_00056317_cow	7.773	41.199
ENSG00000261759	XLOC_059909_cow	ENST00000567236	TCONS_00210704_cow	4.791	19.455
ENSG00000205971	XLOC_059581_cow	ENST00000382528	TCONS_00209624_cow	5.256	53.139
ENSG00000260387	XLOC_046308_cow	ENST00000566485	TCONS_00158735_cow	5.942	64.868
ENSG00000249673	XLOC_018189_cow	ENST00000515194	TCONS_00058779_cow	4.792	33.174
ENSG00000262061	XLOC_049231_cow	ENST00000575743	TCONS_00170778_cow	5.207	33.562
ENSG00000244151	XLOC_012433_cow	ENST00000485974	TCONS_00039064_cow	17.154	28.88
ENSG00000229647	XLOC_004214_cow	ENST00000430494	TCONS_00012223_cow	4.286	68.635
ENSG00000262712	XLOC_058943_cow	ENST00000574705	TCONS_00207582_cow	11.081	23.007
ENSG00000228133	XLOC_047853_cow	ENST00000425277	TCONS_00166379_cow	4.816	19.447
ENSG00000280351	XLOC_049971_cow	ENST00000625110	TCONS_00173721_cow	19.154	26.853
ENSG00000261386	XLOC_046596_cow	ENST00000605277	TCONS_00159702_cow	4.557	13.611
ENSG00000280392	XLOC_045170_cow	ENST00000624987	TCONS_00154253_cow	4.686	77.19
ENSG00000263171	XLOC_049357_cow	ENST00000572417	TCONS_00171387_cow	4.977	13.726
ENSG00000256694	XLOC_015546_cow	ENST00000540136	TCONS_00049793_cow	6.812	43.735
ENSG00000262877	XLOC_048584_cow	ENST00000571724	TCONS_00168958_cow	10.732	61.62
ENSG00000266538	XLOC_049457_cow	ENST00000584643	TCONS_00171817_cow	8.102	27.62
ENSG00000267659	XLOC_050194_cow	ENST00000585484	TCONS_00174508_cow	4.524	42.27
ENSG00000267149	XLOC_046018_cow	ENST00000585492	TCONS_00157631_cow	6.931	50.117
ENSG00000274653	XLOC_059232_cow	ENST00000611264	TCONS_00208544_cow	5.73	53.588
ENSG00000255438	XLOC_035085_cow	ENST00000526566	TCONS_00117808_cow	7.425	76.859
ENSG00000226235	XLOC_041880_cow	ENST00000447832	TCONS_00141124_cow	5.637	62.146
ENSG00000267072	XLOC_058952_cow	ENST00000632058	TCONS_00207643_cow	8.679	176.546
ENSG00000269139	XLOC_018812_cow	ENST00000594308	TCONS_00062574_cow	7.277	10.13
ENSG00000238198	XLOC_007026_cow	ENST00000421157	TCONS_00022400_cow	8.207	30.299
ENSG00000280194	XLOC_046779_cow	ENST00000624076	TCONS_00160169_cow	16.515	33.991
ENSG00000213373	XLOC_049747_cow	ENST00000436546	TCONS_00172997_cow	4.276	27.506
ENSG00000250133	XLOC_012888_cow	ENST00000513533	TCONS_00042295_cow	3.148	55.1
ENSG00000186594	XLOC_049235_cow	ENST00000570416	TCONS_00170791_cow	5.402	65.072
ENSG00000223626	XLOC_033877_cow	ENST00000413637	TCONS_00112551_cow	4.24	32.693
ENSG00000266371	XLOC_047746_cow	ENST00000584382	TCONS_00166052_cow	6.864	17.72
ENSG00000275966	XLOC_048584_cow	ENST00000617652	TCONS_00168958_cow	12.015	48.51
ENSG00000251562	XLOC_064538_cow	ENST00000617791	TCONS_00227817_cow	3.929	36.175
ENSG00000263271	XLOC_048584_cow	ENST00000572590	TCONS_00168958_cow	10.402	52.614
ENSG00000248554	XLOC_051421_cow	ENST00000512498	TCONS_00179353_cow	4.219	74.752
ENSG00000225929	XLOC_014211_cow	ENST00000449652	TCONS_00046161_cow	5.833	36.343
ENSG00000274367	XLOC_059710_cow	ENST00000621689	TCONS_00210196_cow	5.4	37.794
ENSG00000230452	XLOC_031366_cow	ENST00000431650	TCONS_00107084_cow	4.522	13.297
