human gene	opossum gene	human transcript	opossum transcript	motif-pattern similarity score	gap penalty score
ENSG00000256092	XLOC_020583_ops	ENST00000602918	TCONS_00056130_ops	29.448	60.858
ENSG00000279996	XLOC_013709_ops	ENST00000623029	TCONS_00036610_ops	6.12	91.988
ENSG00000250501	XLOC_033217_ops	ENST00000502606	TCONS_00091981_ops	6.483	33.179
ENSG00000265316	XLOC_019111_ops	ENST00000577527	TCONS_00065274_ops	3.601	10.614
ENSG00000277440	XLOC_035121_ops	ENST00000616838	TCONS_00098501_ops	4.121	36.8
ENSG00000262888	XLOC_035114_ops	ENST00000571302	TCONS_00098492_ops	15.411	18.662
ENSG00000264808	XLOC_017366_ops	ENST00000577218	TCONS_00048186_ops	8.888	37.463
ENSG00000230928	XLOC_005421_ops	ENST00000433374	TCONS_00012113_ops	5.18	49.912
ENSG00000237886	XLOC_008002_ops	ENST00000429224	TCONS_00018081_ops	4.214	25.666
ENSG00000179743	XLOC_026871_ops	ENST00000317122	TCONS_00074367_ops	8.583	38.013
ENSG00000275936	XLOC_024059_ops	ENST00000617183	TCONS_00063468_ops	3.474	22.333
ENSG00000244625	XLOC_020688_ops	ENST00000421253	TCONS_00056358_ops	5.437	16.559
ENSG00000272259	XLOC_008107_ops	ENST00000607802	TCONS_00018301_ops	4.458	96.172
ENSG00000267395	XLOC_030245_ops	ENST00000586251	TCONS_00081414_ops	7.985	17.055
ENSG00000242659	XLOC_028116_ops	ENST00000492981	TCONS_00077108_ops	5.324	42.433
ENSG00000268030	XLOC_023666_ops	ENST00000597411	TCONS_00062450_ops	8.644	50.422
ENSG00000261455	XLOC_042399_ops	ENST00000564834	TCONS_00118886_ops	4.947	86.511
ENSG00000274294	XLOC_000910_ops	ENST00000621331	TCONS_00002021_ops	4.42	47.531
ENSG00000260947	XLOC_034360_ops	ENST00000566968	TCONS_00096832_ops	8.992	33.081
ENSG00000273069	XLOC_017620_ops	ENST00000608433	TCONS_00045283_ops	4.94	66.605
ENSG00000230461	XLOC_014729_ops	ENST00000630223	TCONS_00038805_ops	5.838	24.702
ENSG00000273066	XLOC_008075_ops	ENST00000415992	TCONS_00018225_ops	17.991	53.023
ENSG00000261008	XLOC_004506_ops	ENST00000561611	TCONS_00010131_ops	10.229	89.34
ENSG00000260673	XLOC_022854_ops	ENST00000568110	TCONS_00060691_ops	4.394	18.815
ENSG00000272654	XLOC_011230_ops	ENST00000608236	TCONS_00031211_ops	5.602	37.157
ENSG00000259772	XLOC_005857_ops	ENST00000559094	TCONS_00013135_ops	3.899	30.995
ENSG00000270182	XLOC_045056_ops	ENST00000602610	TCONS_00124414_ops	4.725	19.915
ENSG00000267285	XLOC_043925_ops	ENST00000537181	TCONS_00122149_ops	4.688	56.471
ENSG00000258458	XLOC_006101_ops	ENST00000554857	TCONS_00013691_ops	4.465	23.698
ENSG00000267757	XLOC_030255_ops	ENST00000587092	TCONS_00081442_ops	14.482	62.53
ENSG00000283095	XLOC_000043_ops	ENST00000634373	TCONS_00000087_ops	6.894	44.68
ENSG00000272874	XLOC_002645_ops	ENST00000608495	TCONS_00022684_ops	3.461	12.669
ENSG00000279191	XLOC_008849_ops	ENST00000622940	TCONS_00019772_ops	4.163	25.99
ENSG00000226917	XLOC_012178_ops	ENST00000448211	TCONS_00033540_ops	3.744	34.778
ENSG00000261386	XLOC_009367_ops	ENST00000605277	TCONS_00020714_ops	5.317	36.222
ENSG00000260949	XLOC_003738_ops	ENST00000563059	TCONS_00008472_ops	9.32	70.482
ENSG00000228274	XLOC_041359_ops	ENST00000422408	TCONS_00116637_ops	10.227	36.924
ENSG00000279801	XLOC_011728_ops	ENST00000624282	TCONS_00032377_ops	5.745	51.835
ENSG00000226363	XLOC_025632_ops	ENST00000426615	TCONS_00071692_ops	6.527	45.685
ENSG00000235296	XLOC_015576_ops	ENST00000415556	TCONS_00040799_ops	5.617	8.406
ENSG00000239946	XLOC_025065_ops	ENST00000498630	TCONS_00070553_ops	4.792	23.548
ENSG00000267493	XLOC_023726_ops	ENST00000585832	TCONS_00062628_ops	4.668	45.182
ENSG00000260664	XLOC_009499_ops	ENST00000564508	TCONS_00028122_ops	6.081	20.769
ENSG00000233101	XLOC_015343_ops	ENST00000467155	TCONS_00040252_ops	7.026	95.473
ENSG00000279393	XLOC_026258_ops	ENST00000623899	TCONS_00072984_ops	4.436	42.901
ENSG00000236269	XLOC_027654_ops	ENST00000414948	TCONS_00076174_ops	16.842	41.77
ENSG00000261439	XLOC_002936_ops	ENST00000567381	TCONS_00006469_ops	4.205	16.21
ENSG00000262429	XLOC_039504_ops	ENST00000576752	TCONS_00110386_ops	3.686	54.351
ENSG00000276248	XLOC_039932_ops	ENST00000619092	TCONS_00111216_ops	6.858	25.159
ENSG00000248714	XLOC_015324_ops	ENST00000507337	TCONS_00040193_ops	6.494	14.983
ENSG00000224397	XLOC_008229_ops	ENST00000425497	TCONS_00018553_ops	7.894	33.669
ENSG00000261334	XLOC_007919_ops	ENST00000565882	TCONS_00027903_ops	5.033	70.413
ENSG00000257252	XLOC_043559_ops	ENST00000552835	TCONS_00121362_ops	9.117	70.351
ENSG00000269609	XLOC_005652_ops	ENST00000596045	TCONS_00012671_ops	8.409	29.745
ENSG00000249604	XLOC_031032_ops	ENST00000512428	TCONS_00087704_ops	6.638	51.113
ENSG00000224424	XLOC_037377_ops	ENST00000435419	TCONS_00103447_ops	12.264	51.167
ENSG00000179066	XLOC_026977_ops	ENST00000313865	TCONS_00074581_ops	6.993	55.35
ENSG00000242808	XLOC_039117_ops	ENST00000460739	TCONS_00109611_ops	3.848	28.665
ENSG00000273466	XLOC_038948_ops	ENST00000607946	TCONS_00109256_ops	5.145	37.157
ENSG00000253552	XLOC_045051_ops	ENST00000517550	TCONS_00124405_ops	4.349	89.404
ENSG00000259713	XLOC_005756_ops	ENST00000559041	TCONS_00012898_ops	6.989	56.869
ENSG00000235131	XLOC_030186_ops	ENST00000416554	TCONS_00081282_ops	6.057	40.896
ENSG00000262877	XLOC_011706_ops	ENST00000571724	TCONS_00032315_ops	8.381	74.51
ENSG00000280064	XLOC_003738_ops	ENST00000622942	TCONS_00008472_ops	6.909	36.292
ENSG00000237080	XLOC_012039_ops	ENST00000434689	TCONS_00033215_ops	4.99	78.737
ENSG00000261840	XLOC_036631_ops	ENST00000568500	TCONS_00101808_ops	5.743	64.945
ENSG00000273145	XLOC_040961_ops	ENST00000608290	TCONS_00115833_ops	10.472	56.024
ENSG00000188477	XLOC_034565_ops	ENST00000468219	TCONS_00097225_ops	3.754	59.273
ENSG00000279029	XLOC_042563_ops	ENST00000624195	TCONS_00119242_ops	6.167	41.954
ENSG00000225506	XLOC_009959_ops	ENST00000444042	TCONS_00028435_ops	7.831	40.424
ENSG00000263110	XLOC_002858_ops	ENST00000573819	TCONS_00006293_ops	13.319	144.03
ENSG00000235831	XLOC_037654_ops	ENST00000615178	TCONS_00104040_ops	6.481	53.821
ENSG00000270020	XLOC_009424_ops	ENST00000602739	TCONS_00020825_ops	10.438	17.018
ENSG00000182376	XLOC_009430_ops	ENST00000333666	TCONS_00020842_ops	6.49	34.863
ENSG00000281128	XLOC_034360_ops	ENST00000627688	TCONS_00096831_ops	4.827	65.736
ENSG00000225855	XLOC_015154_ops	ENST00000543656	TCONS_00050126_ops	7.012	18.883
ENSG00000229953	XLOC_015183_ops	ENST00000448869	TCONS_00039885_ops	10.33	47.357
ENSG00000276101	XLOC_015603_ops	ENST00000611259	TCONS_00040873_ops	9.987	25.694
ENSG00000255435	XLOC_025857_ops	ENST00000554407	TCONS_00083207_ops	5.25	20.132
ENSG00000269937	XLOC_035215_ops	ENST00000569852	TCONS_00098722_ops	7.637	48.433
ENSG00000212743	XLOC_041842_ops	ENST00000391437	TCONS_00117693_ops	5.154	92.527
ENSG00000197308	XLOC_043995_ops	ENST00000438755	TCONS_00122284_ops	8.105	45.712
ENSG00000273247	XLOC_031497_ops	ENST00000608661	TCONS_00088621_ops	4.655	28.013
ENSG00000250069	XLOC_002162_ops	ENST00000508713	TCONS_00004772_ops	8.472	58.067
ENSG00000278918	XLOC_011378_ops	ENST00000623156	TCONS_00031563_ops	4.032	48.309
ENSG00000260088	XLOC_010608_ops	ENST00000568695	TCONS_00029824_ops	7.209	63.786
ENSG00000274292	XLOC_020560_ops	ENST00000613093	TCONS_00056057_ops	6.643	160.334
ENSG00000272183	XLOC_004827_ops	ENST00000606287	TCONS_00010872_ops	6.429	56.301
ENSG00000259881	XLOC_004465_ops	ENST00000565053	TCONS_00010036_ops	6.736	21.7
ENSG00000272050	XLOC_008142_ops	ENST00000606283	TCONS_00018376_ops	4.189	51.636
ENSG00000197182	XLOC_040971_ops	ENST00000360737	TCONS_00115842_ops	11.073	39.659
ENSG00000244380	XLOC_035427_ops	ENST00000438872	TCONS_00099234_ops	4.679	51.268
ENSG00000260219	XLOC_034741_ops	ENST00000563252	TCONS_00097604_ops	5.009	36.829
ENSG00000271344	XLOC_042150_ops	ENST00000605007	TCONS_00118297_ops	3.166	114.941
ENSG00000262585	XLOC_011723_ops	ENST00000576738	TCONS_00032361_ops	4.121	71.605
ENSG00000275552	XLOC_006101_ops	ENST00000612576	TCONS_00013690_ops	8.873	30.916
ENSG00000279814	XLOC_000383_ops	ENST00000623230	TCONS_00000763_ops	3.893	50.889
ENSG00000259330	XLOC_001345_ops	ENST00000560415	TCONS_00002963_ops	3.939	125.375
ENSG00000240219	XLOC_010709_ops	ENST00000444037	TCONS_00030082_ops	4.216	94.988
ENSG00000260852	XLOC_036635_ops	ENST00000563777	TCONS_00101826_ops	10.538	22.14
ENSG00000270012	XLOC_045683_ops	ENST00000602455	TCONS_00130746_ops	3.822	45.833
ENSG00000279174	XLOC_015782_ops	ENST00000623126	TCONS_00041308_ops	3.935	64.401
ENSG00000259213	XLOC_000089_ops	ENST00000559749	TCONS_00000183_ops	7.802	58.69
ENSG00000267395	XLOC_030247_ops	ENST00000586251	TCONS_00081416_ops	4.256	39.322
ENSG00000233420	XLOC_042626_ops	ENST00000444032	TCONS_00125356_ops	5.81	16.655
ENSG00000244036	XLOC_042172_ops	ENST00000587038	TCONS_00127351_ops	6.015	49.958
ENSG00000279742	XLOC_026438_ops	ENST00000623909	TCONS_00073312_ops	4.736	57.687
ENSG00000272870	XLOC_031298_ops	ENST00000609900	TCONS_00088219_ops	3.511	16.432
ENSG00000279019	XLOC_007823_ops	ENST00000623921	TCONS_00017603_ops	5.018	80.773
ENSG00000278126	XLOC_043289_ops	ENST00000620274	TCONS_00120752_ops	5.273	39.286
ENSG00000273018	XLOC_017466_ops	ENST00000425211	TCONS_00048227_ops	4.445	63.773
ENSG00000279925	XLOC_023984_ops	ENST00000625111	TCONS_00063315_ops	5.195	56.093
ENSG00000262786	XLOC_015864_ops	ENST00000571192	TCONS_00041465_ops	5.439	42.874
ENSG00000262061	XLOC_017449_ops	ENST00000575743	TCONS_00044861_ops	6.719	49.496
ENSG00000197595	XLOC_039940_ops	ENST00000623100	TCONS_00111239_ops	3.379	16.513
ENSG00000278915	XLOC_007047_ops	ENST00000624566	TCONS_00015914_ops	10.355	48.721
ENSG00000262877	XLOC_011707_ops	ENST00000571724	TCONS_00032326_ops	14.638	40.778
ENSG00000246451	XLOC_002053_ops	ENST00000498989	TCONS_00004502_ops	4.337	20.803
ENSG00000283095	XLOC_000042_ops	ENST00000634373	TCONS_00000086_ops	4.758	103.366
ENSG00000261924	XLOC_011707_ops	ENST00000573602	TCONS_00032326_ops	5.786	30.158
ENSG00000267892	XLOC_026948_ops	ENST00000602255	TCONS_00074505_ops	9.347	58.559
ENSG00000228812	XLOC_008141_ops	ENST00000456721	TCONS_00018374_ops	4.792	34.5
ENSG00000245532	XLOC_043145_ops	ENST00000501122	TCONS_00120418_ops	13.412	20.464
ENSG00000246100	XLOC_025900_ops	ENST00000499809	TCONS_00072240_ops	4.707	20.267
ENSG00000224879	XLOC_004735_ops	ENST00000415201	TCONS_00010712_ops	3.77	71.984
ENSG00000259767	XLOC_005696_ops	ENST00000560450	TCONS_00012766_ops	4.6	67.331
ENSG00000235527	XLOC_017088_ops	ENST00000450706	TCONS_00044156_ops	3.332	67.809
ENSG00000223837	XLOC_012072_ops	ENST00000415875	TCONS_00033278_ops	7.946	25.593
ENSG00000272588	XLOC_031945_ops	ENST00000607877	TCONS_00089548_ops	3.869	35.612
ENSG00000260588	XLOC_008733_ops	ENST00000563810	TCONS_00019535_ops	7.917	157.597
ENSG00000214039	XLOC_020426_ops	ENST00000567788	TCONS_00055806_ops	8	5.49
ENSG00000254614	XLOC_041022_ops	ENST00000526623	TCONS_00115978_ops	9.772	22.273
ENSG00000261826	XLOC_028297_ops	ENST00000567488	TCONS_00077479_ops	5.382	56.695
ENSG00000233483	XLOC_015387_ops	ENST00000589518	TCONS_00040375_ops	3.688	69.795
ENSG00000225778	XLOC_044014_ops	ENST00000445498	TCONS_00122310_ops	7.199	65.364
ENSG00000215039	XLOC_043809_ops	ENST00000447687	TCONS_00121885_ops	5.232	26.993
ENSG00000264451	XLOC_011423_ops	ENST00000579972	TCONS_00031674_ops	4.637	56.705
ENSG00000232406	XLOC_007415_ops	ENST00000441208	TCONS_00016731_ops	9.489	36.241
ENSG00000230698	XLOC_035541_ops	ENST00000435478	TCONS_00099474_ops	5.546	64.129
ENSG00000266963	XLOC_026967_ops	ENST00000590304	TCONS_00074552_ops	6.099	43.677
ENSG00000254554	XLOC_033830_ops	ENST00000526906	TCONS_00093251_ops	4.765	54.465
ENSG00000259964	XLOC_005986_ops	ENST00000569258	TCONS_00013423_ops	3.951	51.02
ENSG00000248161	XLOC_031071_ops	ENST00000505709	TCONS_00087776_ops	6.903	14.397
ENSG00000230148	XLOC_011424_ops	ENST00000502764	TCONS_00031679_ops	7.688	33.342
ENSG00000250714	XLOC_004802_ops	ENST00000511929	TCONS_00010832_ops	7.994	13.543
ENSG00000267665	XLOC_011731_ops	ENST00000592572	TCONS_00032393_ops	4.092	53.543
ENSG00000267328	XLOC_030067_ops	ENST00000587767	TCONS_00084865_ops	8.983	37.292
ENSG00000261093	XLOC_035210_ops	ENST00000562166	TCONS_00098707_ops	4.179	51.217
ENSG00000277969	XLOC_015302_ops	ENST00000612330	TCONS_00040149_ops	8.252	32.435
ENSG00000251615	XLOC_033639_ops	ENST00000505448	TCONS_00092773_ops	5.521	35.285
ENSG00000261829	XLOC_013604_ops	ENST00000568958	TCONS_00046849_ops	9.116	47.91
ENSG00000260262	XLOC_031945_ops	ENST00000568585	TCONS_00089546_ops	6.727	34.715
ENSG00000246889	XLOC_032451_ops	ENST00000500185	TCONS_00090594_ops	7.926	42.71
ENSG00000225174	XLOC_012569_ops	ENST00000441184	TCONS_00034324_ops	11.628	28.321
ENSG00000205054	XLOC_004194_ops	ENST00000454673	TCONS_00009453_ops	6.883	25.012
ENSG00000232729	XLOC_013709_ops	ENST00000619652	TCONS_00036610_ops	8.779	25.385
ENSG00000225493	XLOC_013624_ops	ENST00000446979	TCONS_00036454_ops	10.076	45.281
ENSG00000235143	XLOC_030660_ops	ENST00000431202	TCONS_00082465_ops	8.599	30.813
ENSG00000259422	XLOC_000089_ops	ENST00000558424	TCONS_00000183_ops	5.372	112.219
ENSG00000234921	XLOC_007612_ops	ENST00000429482	TCONS_00017144_ops	4.139	45.252
ENSG00000262115	XLOC_015603_ops	ENST00000571085	TCONS_00040872_ops	4.908	35.572
ENSG00000245694	XLOC_007793_ops	ENST00000557792	TCONS_00017544_ops	5.389	48.814
ENSG00000245385	XLOC_025853_ops	ENST00000501918	TCONS_00072140_ops	4.918	37.057
ENSG00000233705	XLOC_044137_ops	ENST00000440512	TCONS_00122598_ops	5.626	63.467
ENSG00000215866	XLOC_017070_ops	ENST00000401018	TCONS_00044135_ops	5.994	57.789
ENSG00000279948	XLOC_030145_ops	ENST00000624074	TCONS_00081199_ops	13.479	22.922
ENSG00000224397	XLOC_008229_ops	ENST00000622604	TCONS_00018553_ops	5.963	11.937
ENSG00000236756	XLOC_000359_ops	ENST00000440197	TCONS_00000709_ops	3.446	61.022
ENSG00000228417	XLOC_000689_ops	ENST00000451656	TCONS_00001504_ops	5	1.871
ENSG00000262691	XLOC_004367_ops	ENST00000573063	TCONS_00009819_ops	5.337	41.09
ENSG00000237149	XLOC_000373_ops	ENST00000425916	TCONS_00000734_ops	7.38	72.883
ENSG00000245213	XLOC_031296_ops	ENST00000499322	TCONS_00088212_ops	4.09	59.837
ENSG00000260592	XLOC_036453_ops	ENST00000561762	TCONS_00101416_ops	4.336	32.473
ENSG00000279108	XLOC_027021_ops	ENST00000623128	TCONS_00074710_ops	5.632	25.702
ENSG00000267152	XLOC_026977_ops	ENST00000588040	TCONS_00074581_ops	4.21	26.632
ENSG00000214999	XLOC_015756_ops	ENST00000399413	TCONS_00041184_ops	4.753	41.452
ENSG00000279249	XLOC_002858_ops	ENST00000623424	TCONS_00006293_ops	3.925	25.994
ENSG00000223999	XLOC_020898_ops	ENST00000438185	TCONS_00056803_ops	6.447	122.617
ENSG00000278925	XLOC_007065_ops	ENST00000623837	TCONS_00015939_ops	5.236	48.514
ENSG00000266925	XLOC_017484_ops	ENST00000587907	TCONS_00044946_ops	8.417	65.122
ENSG00000204261	XLOC_012062_ops	ENST00000458296	TCONS_00033248_ops	5.362	51.715
ENSG00000259514	XLOC_000089_ops	ENST00000559539	TCONS_00000185_ops	4.827	46.562
ENSG00000255468	XLOC_043120_ops	ENST00000580881	TCONS_00120370_ops	5.9	28.455
ENSG00000260340	XLOC_004426_ops	ENST00000569104	TCONS_00009976_ops	6.608	56.991
ENSG00000215162	XLOC_046170_ops	ENST00000399711	TCONS_00130269_ops	3.776	48.073
ENSG00000279166	XLOC_028472_ops	ENST00000623674	TCONS_00077764_ops	4.876	54.421
ENSG00000232530	XLOC_020975_ops	ENST00000447565	TCONS_00056998_ops	4.973	61.389
ENSG00000228151	XLOC_042339_ops	ENST00000417506	TCONS_00118749_ops	7.97	57.279
ENSG00000226741	XLOC_020952_ops	ENST00000426467	TCONS_00056935_ops	5.868	38.764
ENSG00000235979	XLOC_017468_ops	ENST00000609249	TCONS_00044901_ops	4.51	87.63
ENSG00000276728	XLOC_015395_ops	ENST00000612013	TCONS_00040391_ops	4.997	46.621
ENSG00000228133	XLOC_013554_ops	ENST00000425277	TCONS_00036307_ops	5.908	11.113
ENSG00000228288	XLOC_010674_ops	ENST00000417262	TCONS_00029992_ops	3.657	84.657
ENSG00000237017	XLOC_030446_ops	ENST00000452097	TCONS_00081963_ops	4.007	17.158
ENSG00000260482	XLOC_036856_ops	ENST00000565266	TCONS_00102271_ops	3.958	17.369
ENSG00000178193	XLOC_009897_ops	ENST00000433521	TCONS_00028300_ops	14.415	32.594
ENSG00000279583	XLOC_035250_ops	ENST00000623486	TCONS_00098811_ops	5.069	8.683
ENSG00000256508	XLOC_034232_ops	ENST00000569428	TCONS_00094042_ops	11.115	20.052
ENSG00000243766	XLOC_045050_ops	ENST00000521028	TCONS_00124402_ops	4.632	58.239
ENSG00000204055	XLOC_007896_ops	ENST00000372490	TCONS_00017814_ops	8.013	36.442
ENSG00000198454	XLOC_008075_ops	ENST00000371629	TCONS_00018225_ops	8.922	31.991
ENSG00000183154	XLOC_008702_ops	ENST00000330539	TCONS_00019436_ops	7.637	31.577
ENSG00000234390	XLOC_046204_ops	ENST00000437322	TCONS_00130431_ops	4.607	9.738
ENSG00000273356	XLOC_035550_ops	ENST00000608605	TCONS_00099503_ops	13.55	40.276
ENSG00000266036	XLOC_011592_ops	ENST00000585285	TCONS_00032063_ops	4.577	39.646
ENSG00000273891	XLOC_005521_ops	ENST00000620490	TCONS_00012364_ops	6.662	73.929
ENSG00000265474	XLOC_017352_ops	ENST00000577325	TCONS_00048183_ops	8.638	55.367
ENSG00000259254	XLOC_001334_ops	ENST00000559841	TCONS_00002928_ops	6.059	21.943
ENSG00000272798	XLOC_020684_ops	ENST00000609964	TCONS_00056330_ops	4.967	30.262
ENSG00000232184	XLOC_010940_ops	ENST00000453572	TCONS_00030571_ops	5.293	126.651
ENSG00000234899	XLOC_011607_ops	ENST00000540802	TCONS_00032112_ops	5.533	50.994
ENSG00000267395	XLOC_030251_ops	ENST00000590076	TCONS_00081423_ops	12.895	38.591
ENSG00000234352	XLOC_042214_ops	ENST00000592183	TCONS_00118471_ops	6.354	60.618
ENSG00000264608	XLOC_017352_ops	ENST00000582858	TCONS_00048184_ops	5.732	38.758
ENSG00000272374	XLOC_016017_ops	ENST00000605896	TCONS_00041857_ops	10.553	69.445
ENSG00000258875	XLOC_006397_ops	ENST00000554096	TCONS_00014395_ops	12.23	63.008
ENSG00000264207	XLOC_013341_ops	ENST00000577853	TCONS_00035923_ops	3.563	9.747
ENSG00000205930	XLOC_027793_ops	ENST00000382375	TCONS_00076460_ops	9.539	60.013
ENSG00000223774	XLOC_010657_ops	ENST00000414927	TCONS_00029928_ops	6.479	117.014
ENSG00000265205	XLOC_017352_ops	ENST00000578819	TCONS_00048183_ops	5.675	21.606
ENSG00000204277	XLOC_011751_ops	ENST00000374945	TCONS_00032430_ops	4.893	35.866
ENSG00000270066	XLOC_013136_ops	ENST00000602755	TCONS_00035579_ops	14.068	23.302
ENSG00000260136	XLOC_036856_ops	ENST00000570080	TCONS_00102273_ops	7.847	27.586
ENSG00000198685	XLOC_037784_ops	ENST00000356020	TCONS_00104293_ops	4.263	71.739
ENSG00000279726	XLOC_007043_ops	ENST00000624176	TCONS_00015892_ops	6.67	27.875
ENSG00000271646	XLOC_032914_ops	ENST00000605834	TCONS_00091461_ops	7.113	36.645
ENSG00000277504	XLOC_009428_ops	ENST00000620306	TCONS_00020838_ops	4.12	107.237
ENSG00000259654	XLOC_005701_ops	ENST00000558044	TCONS_00012770_ops	6.151	80.726
ENSG00000237380	XLOC_028712_ops	ENST00000426965	TCONS_00078221_ops	11.548	37.619
ENSG00000259605	XLOC_030252_ops	ENST00000559756	TCONS_00081430_ops	8.963	70.019
ENSG00000269653	XLOC_030064_ops	ENST00000594299	TCONS_00081015_ops	6.386	58.922
ENSG00000279409	XLOC_001334_ops	ENST00000623564	TCONS_00002928_ops	6.274	13.958
ENSG00000224635	XLOC_002601_ops	ENST00000422519	TCONS_00005776_ops	6.295	31.214
ENSG00000261055	XLOC_013144_ops	ENST00000565955	TCONS_00035590_ops	7.023	42.398
ENSG00000273329	XLOC_044299_ops	ENST00000608694	TCONS_00122907_ops	8.478	104.857
ENSG00000203804	XLOC_017240_ops	ENST00000617352	TCONS_00044425_ops	4.277	25.229
ENSG00000227773	XLOC_015154_ops	ENST00000458371	TCONS_00050126_ops	5.05	6.856
ENSG00000225439	XLOC_033712_ops	ENST00000529783	TCONS_00092984_ops	6.454	37.571
ENSG00000245148	XLOC_029693_ops	ENST00000500163	TCONS_00080247_ops	4.413	105.245
ENSG00000249695	XLOC_043901_ops	ENST00000505893	TCONS_00122107_ops	9.039	62.891
ENSG00000239552	XLOC_015347_ops	ENST00000464382	TCONS_00040264_ops	3.914	54.605
ENSG00000237174	XLOC_012380_ops	ENST00000628384	TCONS_00033977_ops	6.003	51.483
ENSG00000267737	XLOC_015629_ops	ENST00000586321	TCONS_00040920_ops	4.826	45.46
ENSG00000186594	XLOC_013559_ops	ENST00000570416	TCONS_00036312_ops	6.327	71.992
ENSG00000228917	XLOC_011072_ops	ENST00000447167	TCONS_00030829_ops	5.33	24.012
ENSG00000279035	XLOC_015477_ops	ENST00000625094	TCONS_00040584_ops	6.985	56.203
ENSG00000235257	XLOC_037995_ops	ENST00000366441	TCONS_00104690_ops	5.354	53.551
ENSG00000280227	XLOC_002890_ops	ENST00000624479	TCONS_00006379_ops	6.607	62.474
ENSG00000279759	XLOC_026998_ops	ENST00000622968	TCONS_00074670_ops	8.646	64.236
ENSG00000229191	XLOC_010657_ops	ENST00000458003	TCONS_00029926_ops	10.463	30.077
ENSG00000231057	XLOC_010784_ops	ENST00000421933	TCONS_00030267_ops	11.412	93.532
ENSG00000245526	XLOC_018820_ops	ENST00000500197	TCONS_00052469_ops	28.832	4.111
ENSG00000203804	XLOC_017240_ops	ENST00000369035	TCONS_00044425_ops	4.561	31.142
ENSG00000261572	XLOC_044991_ops	ENST00000565519	TCONS_00124309_ops	12.726	28.836
ENSG00000231507	XLOC_010678_ops	ENST00000412772	TCONS_00030008_ops	4.393	48.112
ENSG00000267493	XLOC_020288_ops	ENST00000585832	TCONS_00055514_ops	4.9	20.62
ENSG00000256034	XLOC_029670_ops	ENST00000540547	TCONS_00080202_ops	5.658	63.984
ENSG00000267892	XLOC_030081_ops	ENST00000602255	TCONS_00084871_ops	3.628	36.968
ENSG00000228634	XLOC_027562_ops	ENST00000447478	TCONS_00075940_ops	4.729	20.779
ENSG00000280211	XLOC_036635_ops	ENST00000623557	TCONS_00101825_ops	11.197	140.771
ENSG00000267493	XLOC_020271_ops	ENST00000585832	TCONS_00055484_ops	4.866	22.118
ENSG00000225075	XLOC_013206_ops	ENST00000421943	TCONS_00035694_ops	6.619	54.772
ENSG00000239219	XLOC_039292_ops	ENST00000469301	TCONS_00109999_ops	4.618	54.032
ENSG00000268983	XLOC_020219_ops	ENST00000593791	TCONS_00055370_ops	4.405	65.949
ENSG00000278989	XLOC_026442_ops	ENST00000624124	TCONS_00073344_ops	6.005	18.317
ENSG00000279361	XLOC_015552_ops	ENST00000623200	TCONS_00040740_ops	4.681	118.799
ENSG00000272625	XLOC_019099_ops	ENST00000608032	TCONS_00052969_ops	4.481	27.991
ENSG00000280383	XLOC_040962_ops	ENST00000623075	TCONS_00115835_ops	12.661	74.591
ENSG00000258634	XLOC_013144_ops	ENST00000554749	TCONS_00035590_ops	7.258	38.85
ENSG00000269050	XLOC_026957_ops	ENST00000593830	TCONS_00074526_ops	8.503	91.129
ENSG00000180869	XLOC_010283_ops	ENST00000370624	TCONS_00029141_ops	5.047	45.891
ENSG00000279692	XLOC_011702_ops	ENST00000624417	TCONS_00049646_ops	10.257	42.981
ENSG00000266369	XLOC_017466_ops	ENST00000578888	TCONS_00048227_ops	5.369	65.238
ENSG00000279180	XLOC_020425_ops	ENST00000624053	TCONS_00055805_ops	4.775	56.835
ENSG00000235079	XLOC_014031_ops	ENST00000426999	TCONS_00037340_ops	4.894	23.022
ENSG00000268603	XLOC_038940_ops	ENST00000601508	TCONS_00109211_ops	9.413	52.697
ENSG00000259177	XLOC_000818_ops	ENST00000560578	TCONS_00001831_ops	4.175	57.747
ENSG00000277186	XLOC_020407_ops	ENST00000613771	TCONS_00055783_ops	9.548	20.366
ENSG00000259033	XLOC_006546_ops	ENST00000553791	TCONS_00014771_ops	9.389	42.413
ENSG00000223797	XLOC_044826_ops	ENST00000425156	TCONS_00123968_ops	5.374	27.767
ENSG00000233360	XLOC_043719_ops	ENST00000456099	TCONS_00121693_ops	7.776	29.099
ENSG00000225815	XLOC_009033_ops	ENST00000449673	TCONS_00020124_ops	3.434	56.298
ENSG00000251405	XLOC_007178_ops	ENST00000509655	TCONS_00016170_ops	4.28	16.355
ENSG00000254489	XLOC_032137_ops	ENST00000525871	TCONS_00094565_ops	4.437	48.577
ENSG00000236497	XLOC_011010_ops	ENST00000457698	TCONS_00030705_ops	4.261	39.589
ENSG00000241295	XLOC_025065_ops	ENST00000478301	TCONS_00070553_ops	4.316	71.634
ENSG00000279713	XLOC_011534_ops	ENST00000623346	TCONS_00031926_ops	10.825	35.88
ENSG00000246863	XLOC_001334_ops	ENST00000558675	TCONS_00002928_ops	3.473	54.384
ENSG00000241388	XLOC_020620_ops	ENST00000535301	TCONS_00056202_ops	12.647	20.626
ENSG00000245522	XLOC_033828_ops	ENST00000525154	TCONS_00093248_ops	4.392	63.806
