human gene	mouse gene	human transcript	mouse transcript	with homologs in cow	with homologs in opossum	with homologs in chicken	with homologs in lizard	with homologs in frog	with homologs in zebrafish	motif score 	gap score
ENSG00000236627	ENSMUSG00000097796	ENST00000435810	ENSMUST00000181180	0	0	0	0	0	0	3.494	40.133
ENSG00000240777	ENSMUSG00000109849	ENST00000472243	ENSMUST00000211470	0	0	0	0	0	0	5.946	56.402
ENSG00000245694	ENSMUSG00000099812	ENST00000557792	ENSMUST00000189823	1	0	0	1	0	1	4.721	49.586
ENSG00000281649	ENSMUSG00000070997	ENST00000625445	ENSMUST00000186030	1	1	1	1	1	0	7.635	10.078
ENSG00000254649	ENSMUSG00000085560	ENST00000527030	ENSMUST00000136294	0	0	0	1	1	0	3.994	6.028
ENSG00000226355	ENSMUSG00000087435	ENST00000439014	ENSMUST00000134920	1	1	0	0	0	0	4.854	40.669
ENSG00000279314	ENSMUSG00000106738	ENST00000624392	ENSMUST00000202386	0	0	0	0	0	0	4.023	29.652
ENSG00000198711	ENSMUSG00000086940	ENST00000361350	ENSMUST00000151369	0	0	0	0	0	0	3.478	24.637
ENSG00000250564	ENSMUSG00000086920	ENST00000512748	ENSMUST00000143016	1	0	0	1	0	0	6.488	35.207
ENSG00000261616	ENSMUSG00000109115	ENST00000564527	ENSMUST00000207774	1	1	0	1	0	0	9.268	34.108
ENSG00000236822	ENSMUSG00000096963	ENST00000454401	ENSMUST00000181479	0	0	0	0	0	0	4.754	0
ENSG00000268912	ENSMUSG00000110320	ENST00000594816	ENSMUST00000210319	1	1	0	1	0	1	8.501	37.427
ENSG00000234789	ENSMUSG00000085275	ENST00000455074	ENSMUST00000145413	1	1	0	0	0	0	5.308	29.115
ENSG00000183242	ENSMUSG00000074987	ENST00000395900	ENSMUST00000135153	0	0	0	0	0	0	3.959	16.862
ENSG00000267939	ENSMUSG00000089956	ENST00000599756	ENSMUST00000160490	1	1	0	0	0	0	7.065	25.923
ENSG00000203688	ENSMUSG00000085705	ENST00000400831	ENSMUST00000150889	1	1	0	0	0	0	4.932	30.63
ENSG00000240401	ENSMUSG00000084850	ENST00000626674	ENSMUST00000125194	0	0	1	1	0	0	8.996	18.708
ENSG00000232453	ENSMUSG00000100129	ENST00000634763	ENSMUST00000187014	0	0	0	0	0	0	3.241	19.053
ENSG00000267002	ENSMUSG00000086347	ENST00000634994	ENSMUST00000142107	0	0	0	0	0	0	3.426	33.931
ENSG00000233532	ENSMUSG00000109371	ENST00000435024	ENSMUST00000207035	0	0	0	0	0	0	3.642	47.219
ENSG00000225113	ENSMUSG00000087357	ENST00000436416	ENSMUST00000138374	1	0	0	0	0	0	4.69	43.093
ENSG00000233613	ENSMUSG00000099338	ENST00000453584	ENSMUST00000190461	0	0	0	0	0	0	3.9	29.142
ENSG00000226332	ENSMUSG00000084843	ENST00000414042	ENSMUST00000145549	0	0	0	0	0	0	4.45	42.916
ENSG00000258735	ENSMUSG00000090193	ENST00000556586	ENSMUST00000159897	1	0	0	0	0	0	5.801	22.412
ENSG00000251279	ENSMUSG00000090358	ENST00000506902	ENSMUST00000164299	0	0	0	0	0	0	4.896	28.492
ENSG00000245322	ENSMUSG00000106629	ENST00000515026	ENSMUST00000198291	0	0	0	0	0	0	4.132	14.933
ENSG00000279110	ENSMUSG00000106191	ENST00000623980	ENSMUST00000200193	1	0	1	1	0	0	5.165	18.489
ENSG00000233791	ENSMUSG00000100987	ENST00000457348	ENSMUST00000188504	1	1	0	0	0	1	5.136	24.556
ENSG00000177640	ENSMUSG00000099678	ENST00000414722	ENSMUST00000186261	0	0	0	0	0	0	4.366	54.032
ENSG00000250007	ENSMUSG00000087694	ENST00000503496	ENSMUST00000135729	0	1	0	1	0	0	7.551	6.676
ENSG00000261043	ENSMUSG00000102617	ENST00000561777	ENSMUST00000192330	1	0	0	0	0	0	4.629	4.123
ENSG00000230138	ENSMUSG00000087289	ENST00000449958	ENSMUST00000132609	0	0	0	0	0	0	3.091	15.067
ENSG00000261420	ENSMUSG00000090069	ENST00000568025	ENSMUST00000160545	1	0	0	0	0	0	6.58	25.807
ENSG00000249145	ENSMUSG00000103608	ENST00000509453	ENSMUST00000193163	1	0	0	0	0	0	4.117	39.658
ENSG00000254251	ENSMUSG00000086587	ENST00000517884	ENSMUST00000137532	0	0	0	0	0	0	3.432	49.659
ENSG00000267734	ENSMUSG00000106266	ENST00000585888	ENSMUST00000198471	0	0	0	0	0	0	4.284	58.558
ENSG00000264812	ENSMUSG00000084853	ENST00000579188	ENSMUST00000139327	0	0	0	0	0	0	4.007	6.103
ENSG00000270760	ENSMUSG00000097320	ENST00000604228	ENSMUST00000180820	0	0	0	0	0	0	5.388	14.234
ENSG00000279770	ENSMUSG00000110278	ENST00000625151	ENSMUST00000210253	0	0	0	1	0	0	6.756	40.915
ENSG00000271857	ENSMUSG00000073394	ENST00000606796	ENSMUST00000097320	1	1	0	0	1	0	11.567	41.441
ENSG00000184809	ENSMUSG00000087282	ENST00000329618	ENSMUST00000129569	0	0	0	0	0	0	3.233	11.387
ENSG00000235300	ENSMUSG00000075589	ENST00000604191	ENSMUST00000130733	0	0	0	0	0	0	3.013	27.215
ENSG00000269821	ENSMUSG00000104485	ENST00000597346	ENSMUST00000193147	1	1	0	1	0	0	9.919	15.93
ENSG00000270403	ENSMUSG00000085831	ENST00000604533	ENSMUST00000129215	0	0	0	0	0	0	6.918	35.262
ENSG00000231538	ENSMUSG00000102940	ENST00000417844	ENSMUST00000195556	0	0	0	0	0	0	6.409	34.125
ENSG00000279400	ENSMUSG00000103047	ENST00000624112	ENSMUST00000195237	1	0	0	1	0	0	10.897	19.257
ENSG00000253837	ENSMUSG00000103720	ENST00000519692	ENSMUST00000193352	1	1	1	1	1	0	9.649	22.246
ENSG00000249550	ENSMUSG00000106915	ENST00000510694	ENSMUST00000202782	1	1	1	1	1	0	6.41	47.541
ENSG00000273107	ENSMUSG00000075514	ENST00000610158	ENSMUST00000126967	0	0	0	0	0	0	4.298	22.322
ENSG00000250326	ENSMUSG00000037982	ENST00000507826	ENSMUST00000166229	1	0	0	1	0	0	7.385	23.527
ENSG00000224424	ENSMUSG00000103754	ENST00000431705	ENSMUST00000193607	0	0	0	0	0	0	3.469	14.405
ENSG00000274653	ENSMUSG00000108327	ENST00000611264	ENSMUST00000206939	0	0	0	1	1	0	5.008	24.769
ENSG00000232294	ENSMUSG00000086238	ENST00000448013	ENSMUST00000144607	0	0	0	0	0	0	3.552	25.981
ENSG00000252690	ENSMUSG00000097277	ENST00000607520	ENSMUST00000180385	1	1	1	0	1	0	7.608	16.358
ENSG00000279630	ENSMUSG00000086054	ENST00000551683	ENSMUST00000129609	1	1	1	0	1	1	11.265	19.063
ENSG00000242588	ENSMUSG00000092090	ENST00000605862	ENSMUST00000164104	1	1	0	0	0	0	3.991	16.202
ENSG00000215386	ENSMUSG00000102854	ENST00000619222	ENSMUST00000193537	0	0	0	1	0	0	4.33	21.284
ENSG00000233002	ENSMUSG00000098292	ENST00000433873	ENSMUST00000175753	1	0	0	0	0	0	4.519	29.623
ENSG00000231605	ENSMUSG00000089829	ENST00000457941	ENSMUST00000159138	0	1	0	0	0	0	3.735	16.703
ENSG00000261840	ENSMUSG00000101225	ENST00000568500	ENSMUST00000185351	0	1	1	1	1	0	6.56	10.836
ENSG00000230461	ENSMUSG00000103644	ENST00000610094	ENSMUST00000193966	0	0	0	0	0	0	4.94	11.384
ENSG00000229522	ENSMUSG00000086820	ENST00000425385	ENSMUST00000127942	0	0	0	0	0	0	4.78	31.174
ENSG00000278936	ENSMUSG00000103985	ENST00000624549	ENSMUST00000193015	0	0	0	0	0	0	3.85	0
ENSG00000225981	ENSMUSG00000106056	ENST00000445345	ENSMUST00000198000	0	0	0	0	0	0	4.099	14.95
ENSG00000224870	ENSMUSG00000086549	ENST00000572242	ENSMUST00000138361	0	0	0	0	0	0	3.385	8.813
ENSG00000247624	ENSMUSG00000085720	ENST00000500394	ENSMUST00000140650	0	0	0	0	0	0	3.324	11.21
ENSG00000269296	ENSMUSG00000108592	ENST00000598952	ENSMUST00000206810	0	0	1	1	0	0	4.928	17.428
ENSG00000278214	ENSMUSG00000097983	ENST00000612023	ENSMUST00000182423	1	1	1	1	1	0	9.184	18.2
ENSG00000253557	ENSMUSG00000095306	ENST00000520920	ENSMUST00000178529	0	0	0	0	0	0	4.362	10.712
ENSG00000274993	ENSMUSG00000106237	ENST00000610769	ENSMUST00000197762	0	1	1	1	1	0	12.059	20.673
ENSG00000254286	ENSMUSG00000097493	ENST00000520512	ENSMUST00000181910	0	0	0	0	0	0	4.028	34.11
ENSG00000268518	ENSMUSG00000108322	ENST00000595005	ENSMUST00000206342	0	1	0	0	0	0	8.053	21.359
ENSG00000282057	ENSMUSG00000097183	ENST00000498304	ENSMUST00000197148	1	0	1	1	0	0	6.214	11.15
ENSG00000235099	ENSMUSG00000086774	ENST00000452624	ENSMUST00000153669	0	0	0	0	0	0	4.23	40.317
ENSG00000267344	ENSMUSG00000085887	ENST00000592389	ENSMUST00000124462	0	0	0	0	0	0	4.354	37.092
ENSG00000280047	ENSMUSG00000089983	ENST00000622952	ENSMUST00000160935	0	0	0	0	0	0	4.142	29.837
ENSG00000269807	ENSMUSG00000097077	ENST00000594776	ENSMUST00000181962	1	1	0	0	0	0	4.072	61.176
ENSG00000226180	ENSMUSG00000103904	ENST00000538868	ENSMUST00000195830	1	1	0	0	1	1	4.699	33.535
ENSG00000223576	ENSMUSG00000100017	ENST00000422148	ENSMUST00000186474	1	0	1	1	0	1	4.613	15.62
ENSG00000278973	ENSMUSG00000105583	ENST00000623062	ENSMUST00000197269	1	0	0	0	0	0	4.87	42.656
ENSG00000254109	ENSMUSG00000054618	ENST00000519753	ENSMUST00000149618	1	1	0	1	1	0	7.054	35.849
ENSG00000241720	ENSMUSG00000087357	ENST00000431955	ENSMUST00000138374	1	1	0	0	0	0	4.839	85.001
ENSG00000273100	ENSMUSG00000097566	ENST00000610240	ENSMUST00000181251	1	1	0	0	1	0	8.989	34.547
ENSG00000270212	ENSMUSG00000108657	ENST00000604605	ENSMUST00000205323	0	0	0	0	0	0	3.841	13.067
ENSG00000215256	ENSMUSG00000086341	ENST00000399886	ENSMUST00000135068	0	1	0	0	1	0	5.195	21.877
ENSG00000179136	ENSMUSG00000085162	ENST00000313495	ENSMUST00000128453	1	0	0	0	0	0	4.926	21.251
ENSG00000223440	ENSMUSG00000087137	ENST00000430787	ENSMUST00000144039	0	0	0	0	0	0	3.184	59.705
ENSG00000271858	ENSMUSG00000090570	ENST00000607362	ENSMUST00000163196	1	1	1	1	1	0	4.787	38.981
ENSG00000245937	ENSMUSG00000086607	ENST00000508878	ENSMUST00000137603	0	0	0	0	0	0	4.587	24.341
ENSG00000229258	ENSMUSG00000103114	ENST00000429499	ENSMUST00000192778	1	1	0	0	1	0	5.393	53.226
ENSG00000279622	ENSMUSG00000097960	ENST00000625056	ENSMUST00000183235	1	1	1	1	0	0	9.032	43.856
ENSG00000256806	ENSMUSG00000018451	ENST00000542475	ENSMUST00000156068	0	0	0	0	0	0	3.546	14.799
ENSG00000273018	ENSMUSG00000042549	ENST00000425211	ENSMUST00000123544	1	1	0	0	1	1	5.871	37.892
ENSG00000227467	ENSMUSG00000109656	ENST00000450804	ENSMUST00000210076	1	1	0	1	1	0	6.242	11.797
ENSG00000234741	ENSMUSG00000103846	ENST00000431268	ENSMUST00000195050	0	0	0	0	0	0	4.423	9.138
ENSG00000231933	ENSMUSG00000105735	ENST00000453457	ENSMUST00000195895	0	0	0	0	0	0	4.145	24.418
ENSG00000276772	ENSMUSG00000102143	ENST00000621477	ENSMUST00000195551	1	1	0	1	1	1	7.747	62.304
ENSG00000267757	ENSMUSG00000086533	ENST00000591087	ENSMUST00000205975	0	1	1	0	0	1	4	4.203
ENSG00000231227	ENSMUSG00000085950	ENST00000421041	ENSMUST00000146404	0	0	0	0	0	0	4.053	45.796
ENSG00000279537	ENSMUSG00000074918	ENST00000624274	ENSMUST00000149978	1	1	1	0	1	1	8.369	23.591
ENSG00000261024	ENSMUSG00000102095	ENST00000565520	ENSMUST00000188305	0	0	0	0	0	0	3.174	76.16
ENSG00000233825	ENSMUSG00000101320	ENST00000412085	ENSMUST00000189675	1	1	1	0	0	0	21.691	0.477
ENSG00000255599	ENSMUSG00000109844	ENST00000424313	ENSMUST00000209591	0	0	0	0	0	0	4.06	15.313
ENSG00000240499	ENSMUSG00000106775	ENST00000602012	ENSMUST00000202489	0	0	0	0	0	0	3.995	1.414
ENSG00000235884	ENSMUSG00000085355	ENST00000547804	ENSMUST00000154673	0	0	0	0	1	0	5.324	21.875
ENSG00000260163	ENSMUSG00000097413	ENST00000564121	ENSMUST00000181729	0	0	0	0	0	0	3.53	11.068
ENSG00000255847	ENSMUSG00000102241	ENST00000540886	ENSMUST00000193553	0	0	0	0	0	0	3.257	50.312
ENSG00000277232	ENSMUSG00000089680	ENST00000623117	ENSMUST00000159271	0	0	0	0	0	0	3.441	32.13
ENSG00000276232	ENSMUSG00000099587	ENST00000541782	ENSMUST00000187351	0	0	0	0	0	0	3.22	1.225
ENSG00000281649	ENSMUSG00000103995	ENST00000629870	ENSMUST00000192889	1	1	0	1	1	0	12.79	24.139
ENSG00000267125	ENSMUSG00000097013	ENST00000592884	ENSMUST00000181265	1	1	1	0	1	0	9.033	41.12
ENSG00000254129	ENSMUSG00000102764	ENST00000517632	ENSMUST00000191712	0	0	0	0	0	0	3.664	24.729
ENSG00000233654	ENSMUSG00000100302	ENST00000457407	ENSMUST00000190228	0	0	0	0	0	0	3.206	21.794
ENSG00000260278	ENSMUSG00000105006	ENST00000564925	ENSMUST00000195892	0	0	0	0	0	0	3.944	45.119
ENSG00000283517	ENSMUSG00000041674	ENST00000637627	ENSMUST00000142413	0	0	0	0	0	0	4.428	36.053
ENSG00000233901	ENSMUSG00000087435	ENST00000423122	ENSMUST00000134920	0	0	0	0	0	0	4.003	25.353
ENSG00000280233	ENSMUSG00000096983	ENST00000623294	ENSMUST00000181900	1	1	0	0	1	1	7.143	73.451
ENSG00000238063	ENSMUSG00000085875	ENST00000634732	ENSMUST00000153814	1	1	0	1	1	0	4.888	46.503
ENSG00000278200	ENSMUSG00000075389	ENST00000617888	ENSMUST00000145437	1	1	1	1	1	1	12.529	22.506
ENSG00000259280	ENSMUSG00000103562	ENST00000558089	ENSMUST00000195368	0	0	0	0	0	0	3.587	56.675
ENSG00000260919	ENSMUSG00000086624	ENST00000565737	ENSMUST00000153106	1	0	0	0	0	0	3.462	26.608
ENSG00000256925	ENSMUSG00000085354	ENST00000366099	ENSMUST00000130771	0	0	0	0	0	0	4.527	24.94
ENSG00000253390	ENSMUSG00000103720	ENST00000521021	ENSMUST00000193352	1	1	1	1	1	0	6.507	5.874
ENSG00000253829	ENSMUSG00000110148	ENST00000459965	ENSMUST00000210097	1	1	0	1	0	0	7.481	9.739
ENSG00000280234	ENSMUSG00000108880	ENST00000623883	ENSMUST00000207816	0	0	0	0	0	0	5.406	16.745
ENSG00000279193	ENSMUSG00000105772	ENST00000624565	ENSMUST00000197976	0	0	0	1	0	0	3.828	7.789
ENSG00000226140	ENSMUSG00000102900	ENST00000434386	ENSMUST00000192416	0	0	0	0	0	0	3.722	13.638
ENSG00000237326	ENSMUSG00000097627	ENST00000448379	ENSMUST00000181381	1	0	0	1	0	1	4.373	48.348
ENSG00000234478	ENSMUSG00000085563	ENST00000440540	ENSMUST00000128545	0	0	0	0	0	0	3.225	34.723
ENSG00000279726	ENSMUSG00000103456	ENST00000624712	ENSMUST00000192936	1	1	1	1	1	1	4.898	67.758
ENSG00000253652	ENSMUSG00000097887	ENST00000520758	ENSMUST00000180443	0	0	0	0	0	0	3.547	35.374
ENSG00000267522	ENSMUSG00000109165	ENST00000587218	ENSMUST00000208578	0	0	0	0	0	0	3.954	34.616
ENSG00000248015	ENSMUSG00000090860	ENST00000501448	ENSMUST00000166593	1	0	0	0	0	0	3.708	18.267
ENSG00000250220	ENSMUSG00000106725	ENST00000502790	ENSMUST00000201590	0	0	0	0	0	0	3.319	54.924
ENSG00000231453	ENSMUSG00000063714	ENST00000420866	ENSMUST00000135297	1	1	1	0	0	1	6.632	21.481
ENSG00000261402	ENSMUSG00000086512	ENST00000568063	ENSMUST00000146704	0	0	0	0	0	0	3.785	85.818
ENSG00000269941	ENSMUSG00000087424	ENST00000602481	ENSMUST00000127521	1	1	1	1	1	1	7.29	20.403
ENSG00000271151	ENSMUSG00000063714	ENST00000605739	ENSMUST00000135297	1	0	0	0	0	0	4.292	8.337
ENSG00000279484	ENSMUSG00000090322	ENST00000623136	ENSMUST00000171768	1	1	0	0	1	0	4.948	69.218
ENSG00000227036	ENSMUSG00000085421	ENST00000457958	ENSMUST00000130373	0	1	0	0	0	0	5.636	12.537
ENSG00000225439	ENSMUSG00000108053	ENST00000533563	ENSMUST00000203437	0	0	0	0	0	0	5.01	33.52
ENSG00000232043	ENSMUSG00000087684	ENST00000431019	ENSMUST00000143649	1	1	0	1	1	0	7.434	39.969
ENSG00000277749	ENSMUSG00000091908	ENST00000611006	ENSMUST00000165858	0	0	0	0	0	0	4.296	47.426
ENSG00000249494	ENSMUSG00000086600	ENST00000504820	ENSMUST00000153361	0	0	0	0	0	0	6.118	24.076
ENSG00000254453	ENSMUSG00000108950	ENST00000533767	ENSMUST00000208636	0	0	0	0	0	0	3.454	28.853
ENSG00000270189	ENSMUSG00000087403	ENST00000603385	ENSMUST00000154085	0	0	0	0	0	0	3.132	117.179
ENSG00000203804	ENSMUSG00000105460	ENST00000617352	ENSMUST00000198013	1	1	1	1	1	0	7.791	29.017
ENSG00000234864	ENSMUSG00000054488	ENST00000439913	ENSMUST00000162741	0	0	0	0	0	0	3.572	20.372
ENSG00000225718	ENSMUSG00000103500	ENST00000426356	ENSMUST00000192042	1	0	0	0	0	0	8.171	15.871
ENSG00000157306	ENSMUSG00000102798	ENST00000553985	ENSMUST00000194113	0	1	1	1	1	0	8.775	10.954
ENSG00000269825	ENSMUSG00000097781	ENST00000598322	ENSMUST00000180842	1	1	1	1	0	0	11.082	19.682
ENSG00000225484	ENSMUSG00000104183	ENST00000610681	ENSMUST00000193604	1	1	1	1	0	1	8.342	30.749
ENSG00000254907	ENSMUSG00000045464	ENST00000526220	ENSMUST00000152313	1	0	1	0	0	0	5.607	6.277
ENSG00000225518	ENSMUSG00000103649	ENST00000602806	ENSMUST00000192748	0	0	0	0	0	0	3.439	10.476
ENSG00000245213	ENSMUSG00000110419	ENST00000499322	ENSMUST00000210975	1	1	0	0	1	1	10.967	8.279
ENSG00000233296	ENSMUSG00000102098	ENST00000445418	ENSMUST00000190206	0	0	0	0	0	0	3.831	58.597
ENSG00000270066	ENSMUSG00000084863	ENST00000602755	ENSMUST00000148844	1	1	1	1	1	1	11.09	33.149
ENSG00000227533	ENSMUSG00000085292	ENST00000431759	ENSMUST00000134971	0	1	0	0	0	0	6.034	71.255
ENSG00000232539	ENSMUSG00000102958	ENST00000453716	ENSMUST00000195507	1	1	0	0	1	0	14.828	1
ENSG00000249383	ENSMUSG00000086003	ENST00000514726	ENSMUST00000125406	1	1	0	0	1	0	7	32.711
ENSG00000224322	ENSMUSG00000087658	ENST00000412413	ENSMUST00000132559	0	0	0	0	0	0	3.571	59.682
ENSG00000273821	ENSMUSG00000098051	ENST00000615354	ENSMUST00000183124	1	1	0	0	0	0	3.75	17.847
ENSG00000272927	ENSMUSG00000105590	ENST00000609172	ENSMUST00000196046	0	0	0	0	0	0	3.097	6.557
ENSG00000205682	ENSMUSG00000087431	ENST00000381217	ENSMUST00000139469	0	0	0	0	0	1	4.824	17.671
ENSG00000273093	ENSMUSG00000097448	ENST00000608159	ENSMUST00000181274	1	1	1	1	1	1	6.619	84.508
ENSG00000259168	ENSMUSG00000055048	ENST00000557170	ENSMUST00000186595	0	0	0	0	0	0	3.43	22.226
ENSG00000254230	ENSMUSG00000097243	ENST00000517384	ENSMUST00000181856	0	0	0	0	1	0	3.919	10.63
ENSG00000270933	ENSMUSG00000107619	ENST00000602992	ENSMUST00000204226	0	0	0	0	0	0	3.431	26.944
ENSG00000249641	ENSMUSG00000097003	ENST00000512916	ENSMUST00000181306	1	1	0	1	0	0	5.511	57.917
ENSG00000262049	ENSMUSG00000084983	ENST00000575312	ENSMUST00000140645	1	1	0	0	0	0	4.253	16.613
ENSG00000254545	ENSMUSG00000085517	ENST00000527035	ENSMUST00000147555	1	1	1	1	1	0	11.947	32.76
ENSG00000205791	ENSMUSG00000107728	ENST00000381800	ENSMUST00000204630	0	0	0	0	0	0	5.113	24.844
ENSG00000267535	ENSMUSG00000056032	ENST00000592919	ENSMUST00000156293	0	0	0	0	0	0	3.373	14.095
ENSG00000236711	ENSMUSG00000097599	ENST00000437983	ENSMUST00000181057	0	0	0	0	0	0	3.657	26.845
ENSG00000196096	ENSMUSG00000100354	ENST00000360083	ENSMUST00000185991	0	0	0	0	0	0	3.909	66.69
ENSG00000254746	ENSMUSG00000075027	ENST00000529127	ENSMUST00000111270	0	0	0	0	0	0	3.929	18.083
ENSG00000259004	ENSMUSG00000098061	ENST00000557121	ENSMUST00000183191	0	1	1	0	0	0	5.84	26.366
ENSG00000279833	ENSMUSG00000087543	ENST00000624656	ENSMUST00000128342	1	1	1	0	1	0	6.299	21.346
ENSG00000157306	ENSMUSG00000093452	ENST00000554403	ENSMUST00000183750	0	1	0	0	1	0	5.671	14.737
ENSG00000232677	ENSMUSG00000109105	ENST00000590622	ENSMUST00000208490	0	0	0	0	0	0	5.917	22.143
ENSG00000227256	ENSMUSG00000097757	ENST00000453549	ENSMUST00000181232	0	0	0	0	0	0	3.765	0.577
ENSG00000272758	ENSMUSG00000086324	ENST00000608346	ENSMUST00000174085	0	0	0	0	0	0	4.3	15.116
ENSG00000248540	ENSMUSG00000097604	ENST00000514871	ENSMUST00000181289	1	1	0	0	0	0	5.387	18.363
ENSG00000279791	ENSMUSG00000087589	ENST00000623986	ENSMUST00000149224	0	0	0	0	0	0	3.916	13.937
ENSG00000230991	ENSMUSG00000097837	ENST00000442706	ENSMUST00000180810	0	0	0	0	0	1	5.208	40.204
ENSG00000273486	ENSMUSG00000103657	ENST00000609553	ENSMUST00000192389	0	0	0	0	1	0	6.387	22.297
ENSG00000251635	ENSMUSG00000106205	ENST00000512170	ENSMUST00000198074	0	0	0	0	0	0	3.147	47.188
ENSG00000234763	ENSMUSG00000097151	ENST00000415575	ENSMUST00000181087	0	0	0	0	0	0	3.404	35.875
ENSG00000267924	ENSMUSG00000103398	ENST00000599944	ENSMUST00000195630	0	0	0	0	0	0	4.973	51.848
ENSG00000214773	ENSMUSG00000105230	ENST00000398957	ENSMUST00000196806	0	0	0	0	0	0	4.807	12.698
ENSG00000237594	ENSMUSG00000046119	ENST00000433071	ENSMUST00000183621	1	0	0	1	0	0	5.05	20.135
ENSG00000253576	ENSMUSG00000086068	ENST00000522980	ENSMUST00000150273	0	0	0	0	0	0	3.295	43.992
ENSG00000250501	ENSMUSG00000103313	ENST00000502606	ENSMUST00000195382	0	0	0	0	1	0	5.962	2.898
ENSG00000241288	ENSMUSG00000090214	ENST00000617582	ENSMUST00000162677	0	0	0	0	0	0	4.302	50.369
ENSG00000278990	ENSMUSG00000085641	ENST00000624703	ENSMUST00000130564	0	1	0	0	0	0	18.974	2.428
ENSG00000277449	ENSMUSG00000087684	ENST00000613921	ENSMUST00000143649	1	1	1	1	0	0	8.155	18.638
ENSG00000258254	ENSMUSG00000107053	ENST00000547819	ENSMUST00000202665	1	0	0	0	1	0	4.969	30.146
ENSG00000260034	ENSMUSG00000108752	ENST00000565214	ENSMUST00000205846	0	0	0	0	0	0	5.332	15.449
ENSG00000279785	ENSMUSG00000107216	ENST00000624570	ENSMUST00000201281	1	1	1	1	1	0	8.442	61.207
ENSG00000224879	ENSMUSG00000108102	ENST00000415201	ENSMUST00000203832	1	1	0	0	1	0	5.089	20.509
ENSG00000229989	ENSMUSG00000098243	ENST00000432296	ENSMUST00000182127	0	0	0	0	0	0	5.549	2.145
ENSG00000245573	ENSMUSG00000063751	ENST00000530313	ENSMUST00000146110	0	0	0	0	0	0	4.238	26.786
ENSG00000180422	ENSMUSG00000090174	ENST00000321214	ENSMUST00000162198	1	1	1	1	1	1	6.706	23.339
ENSG00000224310	ENSMUSG00000108718	ENST00000414816	ENSMUST00000206285	1	1	1	1	1	1	11.473	21.61
ENSG00000230190	ENSMUSG00000107571	ENST00000448131	ENSMUST00000205029	0	0	0	0	0	0	4.091	61.826
ENSG00000232677	ENSMUSG00000063623	ENST00000438368	ENSMUST00000077142	0	1	0	0	0	0	4.264	10.075
ENSG00000279726	ENSMUSG00000073594	ENST00000624176	ENSMUST00000097612	1	1	1	1	1	1	16.551	0.866
ENSG00000260398	ENSMUSG00000097804	ENST00000565862	ENSMUST00000181286	0	0	0	0	0	0	3.243	31.177
ENSG00000267044	ENSMUSG00000090075	ENST00000591432	ENSMUST00000162649	0	1	0	0	0	0	3.995	5.831
ENSG00000277440	ENSMUSG00000106967	ENST00000616838	ENSMUST00000202427	1	1	1	1	1	0	5.771	46.66
ENSG00000275898	ENSMUSG00000106812	ENST00000621942	ENSMUST00000201179	0	0	0	0	0	0	4.74	198.512
ENSG00000279708	ENSMUSG00000108616	ENST00000624115	ENSMUST00000206829	1	1	0	1	0	1	7.014	23.112
ENSG00000250988	ENSMUSG00000109194	ENST00000558687	ENSMUST00000207526	0	0	0	0	0	0	4.697	30.06
ENSG00000280270	ENSMUSG00000109783	ENST00000624716	ENSMUST00000211460	0	0	0	0	0	0	4.033	23.791
ENSG00000265678	ENSMUSG00000084822	ENST00000579979	ENSMUST00000126642	0	0	0	0	0	0	4.203	24.073
ENSG00000261467	ENSMUSG00000107335	ENST00000567919	ENSMUST00000202662	1	1	1	1	1	0	16.397	16.544
ENSG00000266934	ENSMUSG00000085514	ENST00000589244	ENSMUST00000134305	0	0	0	0	0	0	3.881	26.768
ENSG00000260387	ENSMUSG00000097097	ENST00000566485	ENSMUST00000180796	1	1	0	0	0	0	5.1	43.294
ENSG00000231718	ENSMUSG00000103728	ENST00000452199	ENSMUST00000191902	1	0	0	1	0	1	4.627	6.245
ENSG00000271754	ENSMUSG00000097390	ENST00000607571	ENSMUST00000181775	0	0	0	0	0	0	3.936	102.373
ENSG00000279358	ENSMUSG00000103552	ENST00000625075	ENSMUST00000194358	0	0	0	0	0	0	3.231	13.988
ENSG00000249125	ENSMUSG00000104935	ENST00000503950	ENSMUST00000197710	0	1	0	0	0	1	7.146	17.23
ENSG00000260162	ENSMUSG00000074052	ENST00000563521	ENSMUST00000181944	0	0	0	0	0	0	3.801	43.815
ENSG00000229771	ENSMUSG00000078956	ENST00000428495	ENSMUST00000209603	0	1	1	0	1	0	6.385	23.871
ENSG00000262115	ENSMUSG00000085636	ENST00000571085	ENSMUST00000140273	1	1	1	1	1	0	6.145	48.571
ENSG00000228838	ENSMUSG00000073779	ENST00000421637	ENSMUST00000097930	0	0	0	0	0	0	4.316	20.184
ENSG00000277013	ENSMUSG00000108447	ENST00000610908	ENSMUST00000205645	1	1	1	1	1	1	18.48	27.629
ENSG00000251170	ENSMUSG00000097031	ENST00000514327	ENSMUST00000180764	0	0	0	0	0	0	3.094	27.653
ENSG00000262831	ENSMUSG00000053613	ENST00000576784	ENSMUST00000151998	1	1	1	1	1	0	5.179	49.467
ENSG00000246695	ENSMUSG00000085658	ENST00000500276	ENSMUST00000144757	1	1	0	0	0	0	7.655	25.666
ENSG00000267007	ENSMUSG00000097013	ENST00000586259	ENSMUST00000181265	1	1	1	0	1	0	7.885	35.492
ENSG00000236753	ENSMUSG00000103220	ENST00000429067	ENSMUST00000195025	1	1	1	1	1	1	8.58	23.383
