human gene	lizard gene	human transcript	lizard transcript	motif-pattern similarity score	gap penalty score
ENSG00000231551	XLOC_015731_liz	ENST00000445243	TCONS_00035798_liz	3.814	53.572
ENSG00000245112	XLOC_024912_liz	ENST00000500800	TCONS_00056152_liz	5.166	53.707
ENSG00000259555	XLOC_047335_liz	ENST00000559120	TCONS_00105171_liz	9.972	44.203
ENSG00000255871	XLOC_041863_liz	ENST00000418574	TCONS_00093214_liz	7.786	15.473
ENSG00000256364	XLOC_041959_liz	ENST00000541383	TCONS_00093462_liz	5.23	16.894
ENSG00000279742	XLOC_016242_liz	ENST00000623909	TCONS_00036817_liz	3.95	29.149
ENSG00000203258	XLOC_035652_liz	ENST00000454086	TCONS_00079615_liz	4.278	59.108
ENSG00000237036	XLOC_027564_liz	ENST00000607455	TCONS_00061861_liz	5.752	19.056
ENSG00000236985	XLOC_001715_liz	ENST00000422574	TCONS_00004687_liz	4.708	16.236
ENSG00000269915	XLOC_004615_liz	ENST00000527021	TCONS_00010637_liz	10.265	40.399
ENSG00000262362	XLOC_053388_liz	ENST00000570515	TCONS_00119646_liz	5.487	71.57
ENSG00000237941	XLOC_000948_liz	ENST00000441418	TCONS_00002928_liz	7.516	17.267
ENSG00000225855	XLOC_048320_liz	ENST00000543656	TCONS_00107389_liz	5.84	28.252
ENSG00000241295	XLOC_015945_liz	ENST00000478301	TCONS_00036201_liz	4.756	37.704
ENSG00000269895	XLOC_019021_liz	ENST00000602510	TCONS_00042230_liz	3.689	39.214
ENSG00000227373	XLOC_022219_liz	ENST00000426899	TCONS_00049660_liz	11.141	53.258
ENSG00000272167	XLOC_006961_liz	ENST00000607258	TCONS_00015426_liz	5.08	36.116
ENSG00000280194	XLOC_038223_liz	ENST00000624076	TCONS_00085103_liz	14.515	72.342
ENSG00000260899	XLOC_038380_liz	ENST00000483578	TCONS_00085415_liz	3.479	50.643
ENSG00000231074	XLOC_050641_liz	ENST00000438412	TCONS_00112815_liz	4.762	32.148
ENSG00000236778	XLOC_005565_liz	ENST00000601034	TCONS_00012726_liz	4.557	59.164
ENSG00000260905	XLOC_053888_liz	ENST00000566098	TCONS_00120926_liz	5.872	33.823
ENSG00000255306	XLOC_004941_liz	ENST00000532296	TCONS_00011376_liz	6.015	41.729
ENSG00000255568	XLOC_018150_liz	ENST00000603064	TCONS_00040548_liz	3.124	59.825
ENSG00000266578	XLOC_021869_liz	ENST00000578787	TCONS_00048971_liz	6.222	47.657
ENSG00000269609	XLOC_035800_liz	ENST00000598368	TCONS_00079990_liz	5.766	44.529
ENSG00000275620	XLOC_021222_liz	ENST00000612722	TCONS_00047646_liz	9.887	40.979
ENSG00000233223	XLOC_051251_liz	ENST00000573187	TCONS_00114406_liz	4.563	27.565
ENSG00000251034	XLOC_053668_liz	ENST00000514980	TCONS_00120407_liz	11.725	55.329
ENSG00000215039	XLOC_043729_liz	ENST00000447687	TCONS_00097270_liz	4.952	74.223
ENSG00000229228	XLOC_003040_liz	ENST00000448058	TCONS_00007372_liz	3.543	64.43
ENSG00000280401	XLOC_016934_liz	ENST00000624563	TCONS_00038308_liz	5.81	27.875
ENSG00000283662	XLOC_038434_liz	ENST00000635780	TCONS_00085584_liz	4.47	28.417
ENSG00000264125	XLOC_046506_liz	ENST00000581633	TCONS_00103281_liz	4.823	101.729
ENSG00000267665	XLOC_008935_liz	ENST00000592572	TCONS_00020649_liz	6.702	46.578
ENSG00000260239	XLOC_033349_liz	ENST00000563079	TCONS_00074712_liz	5.476	78.523
ENSG00000099869	XLOC_004604_liz	ENST00000381361	TCONS_00010594_liz	9.418	52.202
ENSG00000232140	XLOC_001179_liz	ENST00000432474	TCONS_00003486_liz	6.823	61.166
ENSG00000204650	XLOC_028298_liz	ENST00000591271	TCONS_00063551_liz	3.997	28.172
ENSG00000280422	XLOC_012756_liz	ENST00000624646	TCONS_00029240_liz	6.564	38.557
ENSG00000204044	XLOC_052399_liz	ENST00000535913	TCONS_00117161_liz	4.554	48.446
ENSG00000272679	XLOC_055983_liz	ENST00000471502	TCONS_00126539_liz	3.399	42.143
ENSG00000259673	XLOC_046779_liz	ENST00000559298	TCONS_00103842_liz	5.439	166.631
ENSG00000257342	XLOC_033605_liz	ENST00000549477	TCONS_00075231_liz	4.41	39.721
ENSG00000253405	XLOC_038125_liz	ENST00000519050	TCONS_00084942_liz	6.36	84.258
ENSG00000267272	XLOC_022569_liz	ENST00000619924	TCONS_00050506_liz	4.645	19.615
ENSG00000278743	XLOC_023506_liz	ENST00000622671	TCONS_00053077_liz	5.849	60.857
ENSG00000228853	XLOC_031121_liz	ENST00000453121	TCONS_00070132_liz	4.779	20.391
ENSG00000249641	XLOC_008338_liz	ENST00000512916	TCONS_00016108_liz	3.82	29.329
ENSG00000240401	XLOC_003515_liz	ENST00000626674	TCONS_00008467_liz	3.771	32.522
ENSG00000261840	XLOC_034428_liz	ENST00000568500	TCONS_00077011_liz	4.904	70.998
ENSG00000229522	XLOC_023250_liz	ENST00000425385	TCONS_00052094_liz	3.562	65.339
ENSG00000233429	XLOC_038158_liz	ENST00000593300	TCONS_00084991_liz	3.991	72.243
ENSG00000227946	XLOC_033243_liz	ENST00000435627	TCONS_00074501_liz	7.297	41.911
ENSG00000253552	XLOC_038158_liz	ENST00000518088	TCONS_00084991_liz	3.595	70.098
ENSG00000256955	XLOC_043071_liz	ENST00000542763	TCONS_00095915_liz	7.538	58.526
ENSG00000223387	XLOC_013645_liz	ENST00000418839	TCONS_00031684_liz	3.576	68.6
ENSG00000275719	XLOC_049550_liz	ENST00000617006	TCONS_00110364_liz	4.948	43.617
ENSG00000261346	XLOC_048209_liz	ENST00000569459	TCONS_00107050_liz	4.191	94.275
ENSG00000268886	XLOC_049616_liz	ENST00000599222	TCONS_00110447_liz	6.304	23.604
ENSG00000259644	XLOC_045492_liz	ENST00000560740	TCONS_00101064_liz	10.582	85.332
ENSG00000225936	XLOC_032952_liz	ENST00000425264	TCONS_00073833_liz	7.979	150.8
ENSG00000230454	XLOC_009587_liz	ENST00000439898	TCONS_00022217_liz	6.242	37.316
ENSG00000257671	XLOC_011822_liz	ENST00000546686	TCONS_00027135_liz	6.725	44.196
ENSG00000261663	XLOC_053380_liz	ENST00000565709	TCONS_00119624_liz	6.042	21.252
ENSG00000245694	XLOC_030200_liz	ENST00000613942	TCONS_00068199_liz	4.152	8.86
ENSG00000236098	XLOC_022462_liz	ENST00000414039	TCONS_00050248_liz	5.439	36.1
ENSG00000235831	XLOC_009930_liz	ENST00000620618	TCONS_00023039_liz	7.488	114.095
ENSG00000226419	XLOC_020951_liz	ENST00000428411	TCONS_00047000_liz	6.141	62.832
ENSG00000269473	XLOC_040521_liz	ENST00000595059	TCONS_00090088_liz	6.59	118.213
ENSG00000177369	XLOC_029644_liz	ENST00000322227	TCONS_00066824_liz	5.025	73.457
ENSG00000278126	XLOC_011356_liz	ENST00000620274	TCONS_00026052_liz	4.489	96.023
ENSG00000226869	XLOC_026580_liz	ENST00000411448	TCONS_00059637_liz	4.606	68.004
ENSG00000204584	XLOC_028505_liz	ENST00000376609	TCONS_00064141_liz	3.606	165.496
ENSG00000223831	XLOC_045076_liz	ENST00000432130	TCONS_00100101_liz	5.116	33.35
ENSG00000269352	XLOC_029715_liz	ENST00000599259	TCONS_00067029_liz	5.853	27.313
ENSG00000218018	XLOC_034040_liz	ENST00000417346	TCONS_00076172_liz	3.288	35.162
ENSG00000224195	XLOC_031512_liz	ENST00000434147	TCONS_00070833_liz	5.122	31.804
ENSG00000277283	XLOC_041974_liz	ENST00000611079	TCONS_00093509_liz	4.642	43.119
ENSG00000283258	XLOC_030181_liz	ENST00000637961	TCONS_00067990_liz	7.723	21.673
ENSG00000259062	XLOC_037953_liz	ENST00000553961	TCONS_00084581_liz	3.802	86.25
ENSG00000230834	XLOC_000987_liz	ENST00000449749	TCONS_00002999_liz	4.389	30.14
ENSG00000257449	XLOC_031763_liz	ENST00000551846	TCONS_00071361_liz	3.669	3
ENSG00000222043	XLOC_044923_liz	ENST00000428541	TCONS_00099808_liz	8.332	34.611
ENSG00000268636	XLOC_029717_liz	ENST00000600665	TCONS_00067047_liz	8.413	26.382
ENSG00000244675	XLOC_048759_liz	ENST00000455557	TCONS_00108503_liz	9.848	37.664
ENSG00000249667	XLOC_042951_liz	ENST00000507056	TCONS_00095637_liz	6.85	27.852
ENSG00000264569	XLOC_012211_liz	ENST00000584705	TCONS_00028058_liz	4.743	44.412
ENSG00000223797	XLOC_034643_liz	ENST00000425156	TCONS_00077397_liz	3.517	18.339
ENSG00000235862	XLOC_006946_liz	ENST00000427949	TCONS_00015400_liz	4.868	10.817
ENSG00000268199	XLOC_055699_liz	ENST00000594590	TCONS_00125722_liz	5.468	45.059
ENSG00000177993	XLOC_045068_liz	ENST00000325660	TCONS_00100080_liz	7.397	41.158
ENSG00000245522	XLOC_000893_liz	ENST00000500698	TCONS_00002813_liz	4.708	40.528
ENSG00000279071	XLOC_030012_liz	ENST00000625118	TCONS_00067840_liz	6.56	144.785
ENSG00000262223	XLOC_008774_liz	ENST00000574041	TCONS_00020217_liz	4.204	33.897
ENSG00000251045	XLOC_034608_liz	ENST00000508452	TCONS_00077340_liz	4.481	55.061
ENSG00000177788	XLOC_028637_liz	ENST00000429227	TCONS_00064482_liz	4.395	65.309
ENSG00000273221	XLOC_020806_liz	ENST00000610049	TCONS_00046613_liz	4.038	31.333
ENSG00000260988	XLOC_047339_liz	ENST00000566715	TCONS_00105185_liz	6.689	22.88
ENSG00000237001	XLOC_040082_liz	ENST00000585599	TCONS_00089082_liz	3.572	38.079
ENSG00000279166	XLOC_005064_liz	ENST00000623674	TCONS_00011730_liz	4.758	55.31
ENSG00000240990	XLOC_038125_liz	ENST00000520360	TCONS_00084942_liz	7.806	94.004
ENSG00000250748	XLOC_026087_liz	ENST00000355869	TCONS_00058685_liz	5.165	36.011
ENSG00000279759	XLOC_030362_liz	ENST00000622968	TCONS_00068345_liz	8.698	24.824
ENSG00000279759	XLOC_030366_liz	ENST00000622968	TCONS_00068487_liz	14.285	37.862
ENSG00000267395	XLOC_049533_liz	ENST00000586251	TCONS_00110335_liz	5.921	40.523
ENSG00000258170	XLOC_023951_liz	ENST00000552532	TCONS_00054182_liz	5.507	58.831
ENSG00000179066	XLOC_052824_liz	ENST00000313865	TCONS_00118193_liz	4.383	17.678
ENSG00000230698	XLOC_012718_liz	ENST00000435478	TCONS_00029155_liz	3.5	48.585
ENSG00000225484	XLOC_035370_liz	ENST00000619625	TCONS_00078936_liz	3.404	23.087
ENSG00000231119	XLOC_021131_liz	ENST00000413818	TCONS_00047430_liz	3.986	32.599
ENSG00000258727	XLOC_051578_liz	ENST00000555968	TCONS_00115269_liz	6.305	33.862
ENSG00000278239	XLOC_030500_liz	ENST00000614316	TCONS_00068781_liz	8.508	59.72
ENSG00000261840	XLOC_034427_liz	ENST00000568500	TCONS_00077009_liz	10.941	24.634
ENSG00000242797	XLOC_009638_liz	ENST00000467187	TCONS_00022338_liz	5.31	16.965
ENSG00000279917	XLOC_037207_liz	ENST00000623462	TCONS_00083095_liz	12.635	66.848
ENSG00000257702	XLOC_049678_liz	ENST00000548978	TCONS_00110700_liz	4.41	15.153
ENSG00000279770	XLOC_017648_liz	ENST00000625151	TCONS_00039512_liz	5.238	44.127
ENSG00000231080	XLOC_044897_liz	ENST00000456389	TCONS_00099724_liz	5.643	49.99
ENSG00000260271	XLOC_006018_liz	ENST00000569865	TCONS_00013572_liz	8.944	27.265
ENSG00000236497	XLOC_003055_liz	ENST00000457698	TCONS_00007415_liz	7.823	29.974
ENSG00000254863	XLOC_029841_liz	ENST00000526934	TCONS_00067382_liz	3.387	157.113
ENSG00000272483	XLOC_037981_liz	ENST00000606330	TCONS_00084664_liz	5.085	24.763
ENSG00000275888	XLOC_012195_liz	ENST00000620937	TCONS_00028022_liz	3.317	61.693
ENSG00000236269	XLOC_041682_liz	ENST00000414948	TCONS_00092846_liz	12.533	53.697
ENSG00000269814	XLOC_029702_liz	ENST00000598924	TCONS_00067001_liz	5.66	32.86
ENSG00000238197	XLOC_018235_liz	ENST00000440052	TCONS_00040729_liz	5.606	19.905
ENSG00000271659	XLOC_007872_liz	ENST00000604650	TCONS_00017994_liz	5.026	92.958
ENSG00000279811	XLOC_019801_liz	ENST00000624814	TCONS_00044405_liz	4.27	55.252
ENSG00000266036	XLOC_009017_liz	ENST00000585285	TCONS_00020856_liz	4.639	48.073
ENSG00000236461	XLOC_047659_liz	ENST00000423637	TCONS_00105817_liz	6.168	48.384
ENSG00000236874	XLOC_023256_liz	ENST00000446280	TCONS_00052101_liz	3.934	32.156
ENSG00000223837	XLOC_013405_liz	ENST00000415875	TCONS_00030539_liz	4.586	34.95
ENSG00000250133	XLOC_008341_liz	ENST00000604081	TCONS_00018996_liz	6.671	98.759
ENSG00000267568	XLOC_008938_liz	ENST00000564292	TCONS_00020656_liz	5.227	33.782
ENSG00000271327	XLOC_025861_liz	ENST00000605595	TCONS_00058155_liz	4.999	81.405
ENSG00000272620	XLOC_020233_liz	ENST00000608442	TCONS_00045230_liz	9.218	25.133
ENSG00000237037	XLOC_023814_liz	ENST00000608974	TCONS_00053843_liz	3.921	42.787
ENSG00000228157	XLOC_050547_liz	ENST00000574724	TCONS_00112567_liz	6.884	42.332
ENSG00000203288	XLOC_028491_liz	ENST00000389897	TCONS_00064119_liz	8.342	28.469
ENSG00000174403	XLOC_023340_liz	ENST00000475015	TCONS_00052252_liz	4.267	49.22
ENSG00000262319	XLOC_050565_liz	ENST00000573168	TCONS_00112633_liz	3.847	46.832
ENSG00000273214	XLOC_023763_liz	ENST00000609265	TCONS_00053713_liz	4.434	56.477
ENSG00000253187	XLOC_038125_liz	ENST00000519694	TCONS_00084942_liz	5.973	41.911
ENSG00000225493	XLOC_005198_liz	ENST00000446979	TCONS_00012012_liz	6.786	54.042
ENSG00000225399	XLOC_009579_liz	ENST00000622888	TCONS_00022200_liz	7.551	37.938
ENSG00000277559	XLOC_030061_liz	ENST00000616682	TCONS_00068006_liz	4.866	29.1
ENSG00000230084	XLOC_028620_liz	ENST00000445452	TCONS_00064426_liz	4.345	102.408
ENSG00000232043	XLOC_021162_liz	ENST00000431019	TCONS_00047511_liz	4.718	57.109
ENSG00000245322	XLOC_041051_liz	ENST00000507494	TCONS_00091349_liz	5.457	47.975
ENSG00000237326	XLOC_001983_liz	ENST00000448379	TCONS_00005199_liz	3.617	43.989
ENSG00000269821	XLOC_000972_liz	ENST00000597346	TCONS_00002969_liz	11.559	28.57
ENSG00000267342	XLOC_012114_liz	ENST00000587267	TCONS_00027848_liz	3.861	29.724
ENSG00000224418	XLOC_014851_liz	ENST00000434547	TCONS_00034066_liz	4.864	44.278
ENSG00000236920	XLOC_002348_liz	ENST00000418652	TCONS_00005841_liz	4.661	51.015
ENSG00000281649	XLOC_032278_liz	ENST00000625445	TCONS_00072438_liz	7.17	111.425
ENSG00000226899	XLOC_017114_liz	ENST00000449984	TCONS_00038658_liz	3.168	129.92
ENSG00000260589	XLOC_027638_liz	ENST00000563601	TCONS_00062071_liz	8.901	14.142
ENSG00000279160	XLOC_042742_liz	ENST00000623777	TCONS_00095207_liz	5.732	31.072
ENSG00000265688	XLOC_012206_liz	ENST00000582106	TCONS_00028050_liz	9.278	69.645
ENSG00000239946	XLOC_015942_liz	ENST00000498630	TCONS_00036196_liz	4.564	83.221
ENSG00000240801	XLOC_000988_liz	ENST00000430034	TCONS_00003009_liz	4.577	32.222
ENSG00000270141	XLOC_013672_liz	ENST00000602385	TCONS_00031758_liz	7.668	36.059
ENSG00000246100	XLOC_046940_liz	ENST00000499809	TCONS_00104144_liz	7.995	38.146
ENSG00000249341	XLOC_026706_liz	ENST00000506950	TCONS_00059871_liz	3.759	36.555
ENSG00000229893	XLOC_038125_liz	ENST00000441955	TCONS_00084942_liz	7.199	45.333
ENSG00000265445	XLOC_008879_liz	ENST00000579159	TCONS_00020522_liz	3.506	55.368
ENSG00000279708	XLOC_045967_liz	ENST00000624115	TCONS_00102264_liz	3.956	18.967
ENSG00000232719	XLOC_047082_liz	ENST00000448256	TCONS_00104530_liz	6.977	65.917
ENSG00000260492	XLOC_011434_liz	ENST00000570015	TCONS_00016693_liz	4.919	50.022
ENSG00000228133	XLOC_044226_liz	ENST00000425277	TCONS_00098322_liz	5.008	68.637
ENSG00000231955	XLOC_033243_liz	ENST00000453039	TCONS_00074501_liz	4.361	63.342
ENSG00000276101	XLOC_011907_liz	ENST00000611259	TCONS_00027288_liz	4.685	38.333
ENSG00000254187	XLOC_005147_liz	ENST00000522956	TCONS_00011846_liz	3.353	36.478
ENSG00000279485	XLOC_005238_liz	ENST00000624325	TCONS_00012097_liz	5.456	40.586
ENSG00000260136	XLOC_054296_liz	ENST00000570080	TCONS_00121929_liz	4.861	71.53
ENSG00000244649	XLOC_029652_liz	ENST00000478824	TCONS_00066841_liz	6.332	94.929
ENSG00000260790	XLOC_053571_liz	ENST00000568827	TCONS_00120108_liz	5.061	41.976
ENSG00000254510	XLOC_053442_liz	ENST00000527061	TCONS_00119809_liz	3.401	31.059
ENSG00000248242	XLOC_043498_liz	ENST00000515127	TCONS_00096824_liz	3.943	19.502
ENSG00000279227	XLOC_001144_liz	ENST00000623784	TCONS_00003403_liz	4.546	49.028
ENSG00000268230	XLOC_040415_liz	ENST00000599109	TCONS_00089788_liz	4.754	35.892
ENSG00000254614	XLOC_053120_liz	ENST00000526623	TCONS_00118954_liz	15.668	30.72
ENSG00000276509	XLOC_015726_liz	ENST00000622359	TCONS_00035789_liz	7.023	38.313
ENSG00000253733	XLOC_035744_liz	ENST00000523103	TCONS_00079866_liz	5.9	20.971
ENSG00000260088	XLOC_033524_liz	ENST00000568695	TCONS_00075040_liz	7.213	25.251
ENSG00000274653	XLOC_038380_liz	ENST00000611264	TCONS_00085415_liz	3.797	40.203
ENSG00000231764	XLOC_028900_liz	ENST00000458352	TCONS_00065130_liz	3.607	47.714
ENSG00000267505	XLOC_029421_liz	ENST00000585620	TCONS_00066275_liz	5.814	16.396
ENSG00000253196	XLOC_034515_liz	ENST00000523657	TCONS_00077146_liz	6.005	46.712
ENSG00000255248	XLOC_029892_liz	ENST00000527474	TCONS_00067480_liz	13.45	33.779
ENSG00000257346	XLOC_008687_liz	ENST00000553174	TCONS_00019972_liz	3.593	23.022
ENSG00000276122	XLOC_030011_liz	ENST00000611525	TCONS_00067836_liz	4.345	101.57
ENSG00000264243	XLOC_028472_liz	ENST00000581213	TCONS_00064067_liz	4.305	57.762
ENSG00000173811	XLOC_027422_liz	ENST00000418161	TCONS_00061588_liz	3.834	66.88
ENSG00000273247	XLOC_024941_liz	ENST00000610159	TCONS_00056207_liz	6.079	32.816
ENSG00000230912	XLOC_023760_liz	ENST00000423346	TCONS_00053702_liz	4.003	45.749
ENSG00000266835	XLOC_021869_liz	ENST00000581029	TCONS_00048971_liz	3.717	85.575
ENSG00000250230	XLOC_035453_liz	ENST00000506329	TCONS_00079113_liz	8.114	48.742
ENSG00000279259	XLOC_008774_liz	ENST00000624270	TCONS_00020215_liz	5.664	48.847
ENSG00000253857	XLOC_036111_liz	ENST00000520251	TCONS_00080703_liz	3.549	25.033
ENSG00000271828	XLOC_010465_liz	ENST00000606813	TCONS_00024292_liz	5.007	42.455
ENSG00000281832	XLOC_006760_liz	ENST00000629776	TCONS_00015045_liz	8.023	45.575
ENSG00000260947	XLOC_043401_liz	ENST00000566968	TCONS_00096614_liz	4.864	78.061
ENSG00000261664	XLOC_022829_liz	ENST00000564479	TCONS_00051113_liz	4.101	61.917
ENSG00000279942	XLOC_003155_liz	ENST00000624365	TCONS_00007681_liz	4.279	44.06
ENSG00000267302	XLOC_044239_liz	ENST00000586209	TCONS_00098368_liz	4.433	57.154
ENSG00000227432	XLOC_001369_liz	ENST00000429882	TCONS_00003997_liz	3.279	65.536
ENSG00000260913	XLOC_040816_liz	ENST00000566225	TCONS_00090758_liz	5.556	42.729
ENSG00000224310	XLOC_053885_liz	ENST00000414816	TCONS_00120918_liz	8.287	49.852
ENSG00000281691	XLOC_012704_liz	ENST00000630404	TCONS_00029136_liz	4.403	119.462
ENSG00000269352	XLOC_042701_liz	ENST00000601893	TCONS_00095119_liz	4.649	123.244
ENSG00000259037	XLOC_000086_liz	ENST00000556073	TCONS_00001024_liz	3.409	64.013
ENSG00000176593	XLOC_040408_liz	ENST00000313957	TCONS_00089770_liz	4.79	128.559
ENSG00000245148	XLOC_039668_liz	ENST00000500163	TCONS_00088271_liz	3.729	25.056
ENSG00000233056	XLOC_015376_liz	ENST00000447535	TCONS_00035126_liz	4.162	14.431
ENSG00000259347	XLOC_046776_liz	ENST00000636067	TCONS_00103835_liz	4.005	41.219
ENSG00000283073	XLOC_011443_liz	ENST00000634796	TCONS_00026291_liz	4.415	46.144
ENSG00000283155	XLOC_020162_liz	ENST00000507279	TCONS_00045065_liz	3.612	44.937
ENSG00000243766	XLOC_038153_liz	ENST00000521028	TCONS_00084984_liz	6.249	18.426
ENSG00000254835	XLOC_045103_liz	ENST00000526089	TCONS_00100167_liz	6.477	35.925
ENSG00000157306	XLOC_051571_liz	ENST00000553985	TCONS_00115259_liz	3.762	16.613
ENSG00000226137	XLOC_008768_liz	ENST00000573167	TCONS_00020177_liz	8.259	60.079
ENSG00000237281	XLOC_004858_liz	ENST00000411433	TCONS_00011180_liz	5.457	39.421
ENSG00000260328	XLOC_050541_liz	ENST00000562897	TCONS_00112552_liz	5.254	37.895
ENSG00000258634	XLOC_020594_liz	ENST00000554749	TCONS_00046025_liz	5.893	11.082
ENSG00000255458	XLOC_024646_liz	ENST00000533736	TCONS_00055614_liz	7.789	65.798
ENSG00000204277	XLOC_008802_liz	ENST00000374945	TCONS_00020294_liz	5.447	77.682
ENSG00000275438	XLOC_048289_liz	ENST00000619963	TCONS_00107321_liz	3.602	45.406
ENSG00000251497	XLOC_030040_liz	ENST00000506255	TCONS_00067909_liz	6.549	36.045
ENSG00000267395	XLOC_049484_liz	ENST00000586251	TCONS_00110219_liz	6.054	29.12
ENSG00000245156	XLOC_053120_liz	ENST00000501708	TCONS_00118956_liz	8.512	42.676
ENSG00000226009	XLOC_031477_liz	ENST00000412353	TCONS_00070755_liz	4.425	89.977
ENSG00000227463	XLOC_011025_liz	ENST00000423515	TCONS_00025408_liz	5.842	16.486
ENSG00000253604	XLOC_037072_liz	ENST00000521908	TCONS_00082814_liz	6.455	34.005
ENSG00000260296	XLOC_024648_liz	ENST00000567102	TCONS_00055618_liz	4.395	88.142
ENSG00000225807	XLOC_054007_liz	ENST00000392471	TCONS_00121242_liz	5.545	37.245
ENSG00000236263	XLOC_056051_liz	ENST00000455788	TCONS_00126675_liz	3.384	55.554
ENSG00000251151	XLOC_008346_liz	ENST00000567780	TCONS_00019010_liz	3.987	63.689
ENSG00000227407	XLOC_041401_liz	ENST00000457113	TCONS_00092190_liz	5.099	93.505
ENSG00000282386	XLOC_053724_liz	ENST00000633140	TCONS_00120492_liz	5.783	95.424
ENSG00000276772	XLOC_049671_liz	ENST00000621477	TCONS_00110672_liz	7.748	65.233
ENSG00000234608	XLOC_038653_liz	ENST00000442119	TCONS_00086078_liz	6.323	80.529
ENSG00000279762	XLOC_031825_liz	ENST00000625127	TCONS_00071511_liz	4.689	78.654
ENSG00000203804	XLOC_052896_liz	ENST00000617352	TCONS_00118383_liz	4.383	50.572
ENSG00000253708	XLOC_037032_liz	ENST00000523733	TCONS_00082743_liz	4.011	42.963
ENSG00000273069	XLOC_052300_liz	ENST00000608433	TCONS_00116901_liz	4.421	31.524
ENSG00000269968	XLOC_043724_liz	ENST00000602946	TCONS_00097253_liz	3.838	15.992
ENSG00000225420	XLOC_029347_liz	ENST00000413234	TCONS_00066054_liz	5.154	55.454
ENSG00000245261	XLOC_012636_liz	ENST00000500590	TCONS_00028926_liz	6.926	17.668
ENSG00000251562	XLOC_053115_liz	ENST00000508832	TCONS_00118903_liz	3.141	45.259
ENSG00000205865	XLOC_000987_liz	ENST00000382166	TCONS_00002995_liz	5.426	23.148
ENSG00000224730	XLOC_041408_liz	ENST00000456337	TCONS_00092202_liz	4.319	41.298
ENSG00000266980	XLOC_008976_liz	ENST00000586808	TCONS_00020740_liz	4.762	12
ENSG00000260423	XLOC_008485_liz	ENST00000567749	TCONS_00019415_liz	4.652	55.43
ENSG00000261008	XLOC_047288_liz	ENST00000561611	TCONS_00105060_liz	6.276	77.801
ENSG00000260565	XLOC_053388_liz	ENST00000568395	TCONS_00119647_liz	7.211	30.223
ENSG00000272711	XLOC_051279_liz	ENST00000610008	TCONS_00114498_liz	6.744	48.551
ENSG00000260394	XLOC_048289_liz	ENST00000571933	TCONS_00107320_liz	4.55	8.786
ENSG00000236445	XLOC_004986_liz	ENST00000432733	TCONS_00011555_liz	6.951	37.035
ENSG00000266970	XLOC_008938_liz	ENST00000592569	TCONS_00020655_liz	5.293	51.649
ENSG00000234741	XLOC_022219_liz	ENST00000455838	TCONS_00049660_liz	4.115	39.953
ENSG00000261054	XLOC_043800_liz	ENST00000566974	TCONS_00097461_liz	4.206	57.84
ENSG00000235120	XLOC_009594_liz	ENST00000442384	TCONS_00022230_liz	4.358	43.453
ENSG00000231764	XLOC_027719_liz	ENST00000431497	TCONS_00062294_liz	6.84	12.912
ENSG00000279028	XLOC_022300_liz	ENST00000625092	TCONS_00049927_liz	3.255	22.015
ENSG00000280351	XLOC_008796_liz	ENST00000625110	TCONS_00020277_liz	11.983	46.14
ENSG00000280061	XLOC_039722_liz	ENST00000623331	TCONS_00088439_liz	7.018	52.386
ENSG00000279953	XLOC_030028_liz	ENST00000623229	TCONS_00067862_liz	9.879	42.043
ENSG00000225733	XLOC_013028_liz	ENST00000430166	TCONS_00029824_liz	5.881	62.384
ENSG00000266445	XLOC_008907_liz	ENST00000582249	TCONS_00020574_liz	3.725	46.658
ENSG00000225208	XLOC_031473_liz	ENST00000442188	TCONS_00070743_liz	4.186	17.428
ENSG00000248508	XLOC_037573_liz	ENST00000504245	TCONS_00083857_liz	4.446	62.558
ENSG00000275542	XLOC_008754_liz	ENST00000622907	TCONS_00020145_liz	3.859	74.63
ENSG00000243766	XLOC_038125_liz	ENST00000521028	TCONS_00084942_liz	8.295	28.276
ENSG00000227954	XLOC_032120_liz	ENST00000607641	TCONS_00072098_liz	5.109	36.976
ENSG00000229565	XLOC_025221_liz	ENST00000442020	TCONS_00056651_liz	3.743	11.69
ENSG00000262877	XLOC_008775_liz	ENST00000571724	TCONS_00020221_liz	3.993	68.867
ENSG00000275871	XLOC_012269_liz	ENST00000622374	TCONS_00028189_liz	5.046	15.226
ENSG00000282057	XLOC_022566_liz	ENST00000498304	TCONS_00050496_liz	3.576	74.336
ENSG00000237080	XLOC_054905_liz	ENST00000434689	TCONS_00123501_liz	4.722	76.137
ENSG00000236756	XLOC_031499_liz	ENST00000440197	TCONS_00070812_liz	7.063	26.989
ENSG00000260267	XLOC_034427_liz	ENST00000564629	TCONS_00077007_liz	4.988	15.133
ENSG00000278126	XLOC_011358_liz	ENST00000620274	TCONS_00026066_liz	5.442	31.17
ENSG00000182376	XLOC_047379_liz	ENST00000333666	TCONS_00105250_liz	6.467	27.006
ENSG00000174407	XLOC_021206_liz	ENST00000624914	TCONS_00047605_liz	7.724	84.881
ENSG00000260440	XLOC_037612_liz	ENST00000567801	TCONS_00083934_liz	11.643	40.229
ENSG00000225450	XLOC_023768_liz	ENST00000416406	TCONS_00053718_liz	4.704	49.685
ENSG00000280205	XLOC_019801_liz	ENST00000624840	TCONS_00044405_liz	7.308	78.329
ENSG00000256879	XLOC_023532_liz	ENST00000535755	TCONS_00053128_liz	4.302	18.702
