human gene	frog gene	human transcript	frog transcript	motif-pattern similarity score	gap penalty score
ENSG00000267543	XLOC_027863_frg	ENST00000590241	TCONS_00089218_frg	3.793	42.802
ENSG00000262370	XLOC_025591_frg	ENST00000574387	TCONS_00081627_frg	4.019	26.561
ENSG00000272945	XLOC_027211_frg	ENST00000609218	TCONS_00087368_frg	4.673	27.816
ENSG00000254802	XLOC_016416_frg	ENST00000525556	TCONS_00052431_frg	6.923	106.61
ENSG00000250790	XLOC_000497_frg	ENST00000503695	TCONS_00001739_frg	9.237	30.91
ENSG00000261327	XLOC_012619_frg	ENST00000568031	TCONS_00040246_frg	10.004	55.182
ENSG00000270641	XLOC_021924_frg	ENST00000604411	TCONS_00070140_frg	9.935	26.255
ENSG00000260464	XLOC_012853_frg	ENST00000565336	TCONS_00040870_frg	4.675	43.012
ENSG00000279266	XLOC_010420_frg	ENST00000623701	TCONS_00033244_frg	8.244	89.355
ENSG00000279196	XLOC_025687_frg	ENST00000624286	TCONS_00081928_frg	12.443	38.741
ENSG00000241985	XLOC_014878_frg	ENST00000463167	TCONS_00047734_frg	4.315	14.3
ENSG00000233825	XLOC_017116_frg	ENST00000412085	TCONS_00054488_frg	4.964	67.504
ENSG00000223695	XLOC_011400_frg	ENST00000424761	TCONS_00036032_frg	3.866	34.34
ENSG00000260599	XLOC_013065_frg	ENST00000562262	TCONS_00041649_frg	4.941	7.036
ENSG00000255121	XLOC_020889_frg	ENST00000526453	TCONS_00066396_frg	3.462	22.989
ENSG00000231826	XLOC_014705_frg	ENST00000422351	TCONS_00047143_frg	4.713	24.735
ENSG00000279713	XLOC_028107_frg	ENST00000623346	TCONS_00090092_frg	4.756	187.38
ENSG00000227954	XLOC_014193_frg	ENST00000607641	TCONS_00045573_frg	5.616	21.924
ENSG00000229066	XLOC_026141_frg	ENST00000438963	TCONS_00083481_frg	3.993	57.702
ENSG00000233642	XLOC_018434_frg	ENST00000449643	TCONS_00058241_frg	3.197	137.227
ENSG00000248161	XLOC_001704_frg	ENST00000505709	TCONS_00005410_frg	5.98	14.765
ENSG00000268401	XLOC_023529_frg	ENST00000595955	TCONS_00075146_frg	4.689	49.777
ENSG00000254510	XLOC_010803_frg	ENST00000527061	TCONS_00034383_frg	3.389	66.511
ENSG00000259181	XLOC_022756_frg	ENST00000560140	TCONS_00072577_frg	5.059	16.438
ENSG00000230848	XLOC_021690_frg	ENST00000414976	TCONS_00069274_frg	3.442	80.837
ENSG00000267007	XLOC_003592_frg	ENST00000586259	TCONS_00011183_frg	5.055	14.546
ENSG00000277504	XLOC_009510_frg	ENST00000620306	TCONS_00030715_frg	4.987	35.802
ENSG00000265666	XLOC_028327_frg	ENST00000581080	TCONS_00090810_frg	4.972	65.734
ENSG00000243766	XLOC_018290_frg	ENST00000472494	TCONS_00057837_frg	4.717	85.094
ENSG00000268230	XLOC_032472_frg	ENST00000599109	TCONS_00104440_frg	5.021	62.292
ENSG00000261266	XLOC_025584_frg	ENST00000566143	TCONS_00081589_frg	4.709	30.256
ENSG00000262966	XLOC_030650_frg	ENST00000574307	TCONS_00098429_frg	11.638	44.943
ENSG00000255966	XLOC_018854_frg	ENST00000537921	TCONS_00059965_frg	3.865	29.017
ENSG00000278126	XLOC_005283_frg	ENST00000620274	TCONS_00016863_frg	3.534	52.502
ENSG00000279035	XLOC_027895_frg	ENST00000625094	TCONS_00089354_frg	5.998	14.994
ENSG00000258199	XLOC_006809_frg	ENST00000553176	TCONS_00021611_frg	4.88	29.39
ENSG00000267580	XLOC_001329_frg	ENST00000589932	TCONS_00004236_frg	6.402	46.768
ENSG00000232593	XLOC_013716_frg	ENST00000366185	TCONS_00043728_frg	3.931	34.952
ENSG00000233101	XLOC_027616_frg	ENST00000467155	TCONS_00088513_frg	7.287	78.776
ENSG00000278214	XLOC_010966_frg	ENST00000612023	TCONS_00034779_frg	7.831	86.287
ENSG00000245322	XLOC_003830_frg	ENST00000507494	TCONS_00011974_frg	3.338	56.205
ENSG00000256811	XLOC_000444_frg	ENST00000543848	TCONS_00001559_frg	7.786	46.079
ENSG00000261347	XLOC_010559_frg	ENST00000567742	TCONS_00033641_frg	5.177	21.27
